chr	start	end	element_ID	pvalue
chr21	34697360	34727855	gc19_pc.cds::gencode::IFNAR1::ENSG00000142166.8	0.0238095238095238
chr8	141669564	141931012	gc19_pc.cds::gencode::PTK2::ENSG00000169398.15	0.0909090909090909
chr2	223436589	223520792	gc19_pc.cds::gencode::FARSB::ENSG00000116120.8	0.1
chr11	88241759	88781040	gc19_pc.cds::gencode::GRM5::ENSG00000168959.10	0.125
chr9	127998870	128003405	gc19_pc.cds::gencode::HSPA5::ENSG00000044574.7	0.125
chr12	113659001	113733881	gc19_pc.cds::gencode::TPCN1::ENSG00000186815.8	0.133333333333333
chr5	127595146	127873296	gc19_pc.cds::gencode::FBN2::ENSG00000138829.6	0.142857142857143
chr19	56363446	56392953	gc19_pc.cds::gencode::NLRP4::ENSG00000160505.11	0.142857142857143
chr22	33562748	34157463	gc19_pc.cds::gencode::LARGE::ENSG00000133424.16	0.15
chr5	145583328	145718803	gc19_pc.cds::gencode::RBM27::ENSG00000091009.6	0.151515151515152
chr20	39657707	39751937	gc19_pc.cds::gencode::TOP1::ENSG00000198900.5	0.151515151515152
chr1	220324592	220445679	gc19_pc.cds::gencode::RAB3GAP2::ENSG00000118873.11	0.16
chr18	63430078	63548130	gc19_pc.cds::gencode::CDH7::ENSG00000081138.9	0.166666666666667
chr6	168842050	169067118	gc19_pc.cds::gencode::SMOC2::ENSG00000112562.14	0.166666666666667
chr17	57697492	57771213	gc19_pc.cds::gencode::CLTC::ENSG00000141367.7	0.1875
chr8	39442141	39587459	gc19_pc.cds::gencode::ADAM18::ENSG00000168619.11	0.2
chr12	103232952	103310908	gc19_pc.cds::gencode::PAH::ENSG00000171759.4	0.2
chr6	105726018	105850766	gc19_pc.cds::gencode::PREP::ENSG00000085377.9	0.2
chr7	44240734	44251881	gc19_pc.cds::gencode::YKT6::ENSG00000106636.3	0.2
chr19	38924469	39078060	gc19_pc.cds::gencode::RYR1::ENSG00000196218.7	0.217391304347826
chr10	94821020	94828454	gc19_pc.cds::gencode::CYP26C1::ENSG00000187553.5	0.222222222222222
chr4	20255438	20622038	gc19_pc.cds::gencode::SLIT2::ENSG00000145147.15	0.222222222222222
chr13	113140306	113242294	gc19_pc.cds::gencode::TUBGCP3::ENSG00000126216.8	0.230769230769231
chr12	81471899	81648701	gc19_pc.cds::gencode::ACSS3::ENSG00000111058.3	0.25
chr15	83328311	83378458	gc19_pc.cds::gencode::AP3B2::ENSG00000103723.8	0.25
chr11	65634042	65639825	gc19_pc.cds::gencode::EFEMP2::ENSG00000172638.8	0.25
chr5	153372535	153414513	gc19_pc.cds::gencode::FAM114A2::ENSG00000055147.13	0.25
chr8	53025757	53126817	gc19_pc.cds::gencode::ST18::ENSG00000147488.7	0.25
chr14	24718518	24731558	gc19_pc.cds::gencode::TGM1::ENSG00000092295.7	0.25
chr9	134001091	134109028	gc19_pc.cds::gencode::NUP214::ENSG00000126883.12	0.268292682926829
chr6	170844307	170862330	gc19_pc.cds::gencode::PSMB1::ENSG00000008018.8	0.272727272727273
chr1	36186491	36235471	gc19_pc.cds::gencode::CLSPN::ENSG00000092853.9	0.275
chr17	7623052	7736851	gc19_pc.cds::gencode::DNAH2::ENSG00000183914.10	0.275
chr1	1718769	1756892	gc19_pc.cds::gencode::GNB1::ENSG00000078369.13	0.275
chr1	26856411	26900934	gc19_pc.cds::gencode::RPS6KA1::ENSG00000117676.9	0.275
chr17	7565256	7579912	gc19_pc.cds::gencode::TP53::ENSG00000141510.11	0.275
chr20	30458929	30531581	gc19_pc.cds::gencode::TTLL9::ENSG00000131044.12	0.275
chr19	4047749	4055230	gc19_pc.cds::gencode::ZBTB7A::ENSG00000178951.4	0.275
chr3	153993959	154042205	gc19_pc.cds::gencode::DHX36::ENSG00000174953.9	0.294117647058824
chr6	64356456	64488104	gc19_pc.cds::gencode::PHF3::ENSG00000118482.7	0.3
chr4	156824910	156841142	gc19_pc.cds::gencode::TDO2::ENSG00000151790.4	0.3
chr2	166152333	166246334	gc19_pc.cds::gencode::SCN2A::ENSG00000136531.9	0.3006623
chr7	90894195	90896139	gc19_pc.cds::gencode::FZD1::ENSG00000157240.2	0.333333333333333
chr4	164393005	164394886	gc19_pc.cds::gencode::TKTL2::ENSG00000151005.3	0.333333333333333
chr10	25464349	25888203	gc19_pc.cds::gencode::GPR158::ENSG00000151025.9	0.368421052631579
chr1	149754788	149783878	gc19_pc.cds::gencode::HIST2H2BF::ENSG00000203814.5	0.384615384615385
chr11	6703348	6704527	gc19_pc.cds::gencode::MRPL17::ENSG00000158042.8	0.384615384615385
chr5	140797426	140890740	gc19_pc.cds::gencode::PCDHGB7::ENSG00000254122.1	0.384615384615385
chr6	160221339	160241549	gc19_pc.cds::gencode::PNLDC1::ENSG00000146453.8	0.384615384615385
