chr	start	end	element_ID	pvalue
chr2	65540634	65659121	gc19_pc.cds::gencode::SPRED2::ENSG00000198369.5	0.0103092783505155
chr2	25457147	25536853	gc19_pc.cds::gencode::DNMT3A::ENSG00000119772.12	0.0126441056154704
chr1	120457928	120612020	gc19_pc.cds::gencode::NOTCH2::ENSG00000134250.13	0.0144927536231884
chr5	156607988	156679688	gc19_pc.cds::gencode::ITK::ENSG00000113263.8	0.0227272727272727
chr16	67644735	67671775	gc19_pc.cds::gencode::CTCF::ENSG00000102974.10	0.0326086956521739
chr17	27000419	27028643	gc19_pc.cds::gencode::SUPT6H::ENSG00000109111.10	0.0326086956521739
chr7	5347736	5460877	gc19_pc.cds::gencode::TNRC18::ENSG00000182095.10	0.0384615384615385
chr17	29422327	29705949	gc19_pc.cds::gencode::NF1::ENSG00000196712.12	0.04
chr4	84328605	84376846	gc19_pc.cds::gencode::HELQ::ENSG00000163312.6	0.0428571428571429
chr1	154197599	154243395	gc19_pc.cds::gencode::UBAP2L::ENSG00000143569.14	0.0434782608695652
chr5	94987975	94992013	gc19_pc.cds::gencode::RFESD::ENSG00000175449.9	0.0461538461538462
chr16	21255360	21289572	gc19_pc.cds::gencode::CRYM::ENSG00000103316.6	0.0476190476190476
chr5	16666800	16935917	gc19_pc.cds::gencode::MYO10::ENSG00000145555.10	0.0476190476190476
chr2	95940333	95954744	gc19_pc.cds::gencode::PROM2::ENSG00000155066.11	0.0526315789473684
chr19	40978528	41081475	gc19_pc.cds::gencode::SPTBN4::ENSG00000160460.11	0.0543478260869565
chr1	52874013	52991952	gc19_pc.cds::gencode::ZCCHC11::ENSG00000134744.9	0.0588235294117647
chr6	26056014	26056656	gc19_pc.cds::gencode::HIST1H1C::ENSG00000187837.2	0.0681034482758621
chr3	151143434	151176497	gc19_pc.cds::gencode::IGSF10::ENSG00000152580.8	0.0704225352112676
chr3	48675637	48700067	gc19_pc.cds::gencode::CELSR3::ENSG00000008300.10	0.0714285714285714
chr1	38463076	38465084	gc19_pc.cds::gencode::FHL3::ENSG00000183386.5	0.0714285714285714
chr3	52728860	52734476	gc19_pc.cds::gencode::GLT8D1::ENSG00000016864.12	0.0769230769230769
chr6	146350653	146755932	gc19_pc.cds::gencode::GRM1::ENSG00000152822.9	0.0769230769230769
chr15	41186966	41195539	gc19_pc.cds::gencode::VPS18::ENSG00000104142.6	0.08
chr10	50887743	50916663	gc19_pc.cds::gencode::C10orf53::ENSG00000178645.8	0.0833333333333333
