chr	start	end	element_ID	p-value
chr14	69257229	69259592	lncrna.ncrna::mitranscriptome::G025135::G025135	9.99990000099999e-06
chr11	65265232	65273940	lncrna.ncrna::gencode::MALAT1::ENSG00000251562.3	9.99990000099999e-06
chr16	73579983	73591364	lncrna.ncrna::mitranscriptome::G031831::G031831	0.0001057753331923
chr1	165100696	165107454	lncrna.ncrna::mitranscriptome::G005259::G005259	0.00497512437810945
chr17	59470816	59488911	lncrna.ncrna::gencode::RP11-332H18.4::ENSG00000267280.1	0.0101522842639594
chr13	91763838	91793902	lncrna.ncrna::mitranscriptome::G022940::G022940	0.0131578947368421
chr12	26278260	26279550	lncrna.ncrna::gencode::RP11-283G6.3::ENSG00000256894.1	0.0169491525423729
chr17	78121182	78134115	lncrna.ncrna::mitranscriptome::G036022::G036022	0.0273972602739726
chr1	59007771	59013725	lncrna.ncrna::mitranscriptome::G002519::G002519	0.0307692307692308
chr12	9787187	9811008	lncrna.ncrna::gencode::RP11-705C15.2::ENSG00000256594.3	0.0457142857142857
chr11	115509280	115517680	lncrna.ncrna::gencode::AP000997.2::ENSG00000260254.1	0.0495867768595041
chr10	25242169	25242442	lncrna.ncrna::gencode::RP11-165A20.3::ENSG00000273107.1	0.0497512437810945
chr1	37941546	37947090	lncrna.ncrna::mitranscriptome::G001750::G001750	0.0505050505050505
chr10	130342943	130343895	lncrna.ncrna::mitranscriptome::G011882::G011882	0.0520231213872832
chr17	16342135	16381992	lncrna.ncrna::gencode::C17orf76-AS1::ENSG00000175061.13	0.0564516129032258
chr15	100050270	100078955	lncrna.ncrna::mitranscriptome::G029071::G029071	0.0740740740740741
chr1	188187530	188189807	lncrna.ncrna::gencode::RP11-201A3.1::ENSG00000261182.1	0.0746268656716418
chr12	114883628	114886812	lncrna.ncrna::mitranscriptome::G020184::G020184	0.0769230769230769
chr17	79674076	79679136	lncrna.ncrna::mitranscriptome::G036126::G036126	0.0784313725490196
chr14	29923577	29924628	lncrna.ncrna::mitranscriptome::G024070::G024070	0.0789473684210526
chr10	98752206	98755716	lncrna.ncrna::gencode::RP11-175O19.4::ENSG00000231025.1	0.0792682926829268
chr10	33994368	33998803	lncrna.ncrna::mitranscriptome::G009101::G009101	0.0932642487046632
chr1	205403861	205418859	lncrna.ncrna::mitranscriptome::G006456::G006456	0.104395604395604
chr16	8178695	8188073	lncrna.ncrna::mitranscriptome::G029607::G029607	0.111111111111111
chr16	72058954	72077158	lncrna.ncrna::mitranscriptome::G031786::G031786	0.114130434782609
chr11	35835881	35839557	lncrna.ncrna::gencode::RP11-698N11.4::ENSG00000261355.1	0.116161616161616
chr14	103991346	103995320	lncrna.ncrna::gencode::RP11-600F24.7::ENSG00000260285.1	0.117647058823529
chr17	47667119	47667407	lncrna.ncrna::mitranscriptome::G034797::G034797	0.192660550458716
chr14	101361106	101402336	lncrna.ncrna::gencode::MEG8::ENSG00000258399.2	0.205714285714286
chr17	79759047	79766499	lncrna.ncrna::mitranscriptome::G036131::G036131	0.205882352941176
chr1	95708780	95729610	lncrna.ncrna::gencode::RP11-57H12.5::ENSG00000228852.2	0.213541666666667
chr13	67775238	67782858	lncrna.ncrna::mitranscriptome::G022391::G022391	0.235955056179775
chr13	95364969	95368400	lncrna.ncrna::gencode::SOX21-AS1::ENSG00000227640.2	0.241025641025641
chr15	102084415	102087205	lncrna.ncrna::mitranscriptome::G029129::G029129	0.241758241758242
chr10	114937184	115237980	lncrna.ncrna::mitranscriptome::G011397::G011397	0.242105263157895
chr16	71963440	72033877	lncrna.ncrna::gencode::PKD1L3::ENSG00000187008.2	0.243523316062176
