chr	start	end	element_ID	p-value
chr14	95236762	95242464	lncrna.ncrna::mitranscriptome::G025922::G025922	0.00178408102889534
chr6	126071011	126080242	lncrna.ncrna::mitranscriptome::G072878::G072878	0.00694444444444444
chr11	65265232	65273940	lncrna.ncrna::gencode::MALAT1::ENSG00000251562.3	0.00793650793650794
chr6	139858185	139859969	lncrna.ncrna::mitranscriptome::G073249::G073249	0.0234375
chr1	96601482	96687285	lncrna.ncrna::mitranscriptome::G003461::G003461	0.0263157894736842
chr1	247495245	247558268	lncrna.ncrna::mitranscriptome::G007916::G007916	0.0277777777777778
chr12	93708584	93709717	lncrna.ncrna::gencode::RP11-486A14.1::ENSG00000257512.1	0.0305343511450382
chr15	79268792	79270724	lncrna.ncrna::mitranscriptome::G028430::G028430	0.0326086956521739
chr14	36550081	36581833	lncrna.ncrna::mitranscriptome::G024263::G024263	0.0357142857142857
chrX	73012039	73049066	lncrna.ncrna::gencode::TSIX::ENSG00000270641.1	0.037037037037037
chr17	16342135	16381992	lncrna.ncrna::gencode::C17orf76-AS1::ENSG00000175061.13	0.0373134328358209
chr14	20811206	20811540	lncrna.ncrna::gencode::RPPH1::ENSG00000259001.2	0.0425531914893617
chr6	99271464	99276682	lncrna.ncrna::mitranscriptome::G072194::G072194	0.0447761194029851
chr2	174251367	174256779	lncrna.ncrna::mitranscriptome::G046904::G046904	0.0458015267175573
chr9	16536472	16545238	lncrna.ncrna::mitranscriptome::G083976::G083976	0.046875
chr6	135501095	135502252	lncrna.ncrna::mitranscriptome::G073099::G073099	0.0476190476190476
chr9	131154290	131155789	lncrna.ncrna::gencode::MIR219-2::ENSG00000207955.2	0.0555555555555556
chr6	26195793	26195999	lncrna.ncrna::gencode::HIST1H1PS1::ENSG00000216331.1	0.056
chr14	69257229	69259592	lncrna.ncrna::mitranscriptome::G025135::G025135	0.0579710144927536
chr11	2629557	2721224	lncrna.ncrna::gencode::KCNQ1OT1::ENSG00000269821.1	0.0598094019059809
chr10	29565115	29566524	lncrna.ncrna::mitranscriptome::G008940::G008940	0.0638297872340425
chr2	66801001	66808156	lncrna.ncrna::mitranscriptome::G043952::G043952	0.0701754385964912
chr6	107173661	107203572	lncrna.ncrna::mitranscriptome::G072364::G072364	0.0709219858156028
chr5	23013156	23014636	lncrna.ncrna::gencode::CTD-2234B20.1::ENSG00000249404.1	0.0727272727272727
chr13	101162335	101172178	lncrna.ncrna::mitranscriptome::G023168::G023168	0.0760869565217391
chr18	22586684	22600721	lncrna.ncrna::mitranscriptome::G036916::G036916	0.0833333333333333
chr1	177975270	178007085	lncrna.ncrna::gencode::RP11-568K15.1::ENSG00000242193.5	0.0869565217391304
chr6	27725934	27736472	lncrna.ncrna::mitranscriptome::G070052::G070052	0.0884955752212389
chr11	115509280	115517680	lncrna.ncrna::gencode::AP000997.2::ENSG00000260254.1	0.0909090909090909
chr7	130994502	131012981	lncrna.ncrna::gencode::MKLN1-AS2::ENSG00000236753.1	0.0916030534351145
chr16	89902803	89909466	lncrna.ncrna::mitranscriptome::G032458::G032458	0.0952380952380952
chr18	902766	906668	lncrna.ncrna::gencode::RP11-672L10.2::ENSG00000265179.2	0.0983606557377049
chr6	127264529	127268377	lncrna.ncrna::mitranscriptome::G072914::G072914	0.1015625
chr17	55599608	55600958	lncrna.ncrna::gencode::RP11-118E18.2::ENSG00000266100.1	0.112676056338028
chr14	97878773	97881739	lncrna.ncrna::mitranscriptome::G026022::G026022	0.113636363636364
chr16	72058954	72077158	lncrna.ncrna::mitranscriptome::G031786::G031786	0.120300751879699
chr6	45747977	45878857	lncrna.ncrna::mitranscriptome::G071026::G071026	0.125925925925926
chr13	57424722	57492889	lncrna.ncrna::mitranscriptome::G022189::G022189	0.136363636363636
chr15	61515749	61550663	lncrna.ncrna::mitranscriptome::G027768::G027768	0.136363636363636
chr1	167511558	167515331	lncrna.ncrna::mitranscriptome::G005352::G005352	0.151515151515152
chr9	101865937	101867170	lncrna.ncrna::mitranscriptome::G085918::G085918	0.151515151515152
chr3	168854907	168861679	lncrna.ncrna::mitranscriptome::G058570::G058570	0.152173913043478
chrX	110754889	110765627	lncrna.ncrna::gencode::LINC00890::ENSG00000260802.1	0.171428571428571
chr20	51350458	51406416	lncrna.ncrna::mitranscriptome::G050886::G050886	0.184210526315789
chr1	53704482	53708455	lncrna.ncrna::gencode::RP5-1024G6.5::ENSG00000226754.1	0.18978102189781
chr1	53878820	53905693	lncrna.ncrna::gencode::SLC25A3P1::ENSG00000236253.3	0.18978102189781
chr4	41859414	41878599	lncrna.ncrna::mitranscriptome::G060841::G060841	0.198412698412698
chr2	27276485	27277144	lncrna.ncrna::gencode::RP11-503P10.1::ENSG00000272056.1	0.198412698412698
chr12	56223743	56229243	lncrna.ncrna::gencode::TMEM198B::ENSG00000182796.8	0.198412698412698
chr10	101190947	101197874	lncrna.ncrna::gencode::RP11-441O15.3::ENSG00000224934.2	0.2
chr4	13517639	13527022	lncrna.ncrna::mitranscriptome::G060151::G060151	0.204081632653061
chr6	19975801	19980252	lncrna.ncrna::mitranscriptome::G069747::G069747	0.205128205128205
chr12	72647287	72668687	lncrna.ncrna::gencode::TRHDE-AS1::ENSG00000236333.3	0.205479452054795
chr2	176955240	176957191	lncrna.ncrna::mitranscriptome::G047014::G047014	0.205882352941176
chr2	208268484	208273551	lncrna.ncrna::mitranscriptome::G047797::G047797	0.208333333333333
chr3	189525482	189553225	lncrna.ncrna::mitranscriptome::G059224::G059224	0.208333333333333
chr19	32594488	32597443	lncrna.ncrna::gencode::AC011518.2::ENSG00000267133.1	0.210526315789474
chr2	74213652	74220867	lncrna.ncrna::gencode::RP11-711M9.1::ENSG00000255989.1	0.214285714285714
chr2	15808807	15820608	lncrna.ncrna::gencode::AC008278.3::ENSG00000224194.1	0.222222222222222
chr1	155829648	155850875	lncrna.ncrna::mitranscriptome::G004842::G004842	0.222222222222222
chr1	111925481	111934441	lncrna.ncrna::gencode::PGCP1::ENSG00000227179.2	0.229357798165138
chr6	36463711	36479564	lncrna.ncrna::mitranscriptome::G070651::G070651	0.23015873015873
chr2	45005792	45050193	lncrna.ncrna::mitranscriptome::G043349::G043349	0.237037037037037
chr6	62350557	62389864	lncrna.ncrna::mitranscriptome::G071412::G071412	0.238095238095238
chr15	41576187	41601465	lncrna.ncrna::gencode::OIP5-AS1::ENSG00000247556.2	0.238095238095238
chr2	207710406	207710775	lncrna.ncrna::mitranscriptome::G047778::G047778	0.238938053097345
chr2	176986338	177001484	lncrna.ncrna::gencode::HOXD-AS2::ENSG00000237380.2	0.246575342465753
chr12	4501927	4542630	lncrna.ncrna::mitranscriptome::G016611::G016611	0.25
chr21	16290854	16319417	lncrna.ncrna::gencode::AF127577.8::ENSG00000235277.1	0.258928571428571
chr8	24808467	24814624	lncrna.ncrna::gencode::NEFL::ENSG00000104725.9	0.259259259259259
chr2	56400668	56412905	lncrna.ncrna::gencode::AC007743.1::ENSG00000233251.3	0.260869565217391
chr19	32377609	32399190	lncrna.ncrna::gencode::CTC-360P9.1::ENSG00000267012.1	0.263157894736842
chr17	67542133	67547602	lncrna.ncrna::mitranscriptome::G035523::G035523	0.263565891472868
chr20	6798904	6801888	lncrna.ncrna::mitranscriptome::G049288::G049288	0.263565891472868
chr1	85392424	85424205	lncrna.ncrna::mitranscriptome::G003110::G003110	0.265151515151515
chr7	81205701	81255532	lncrna.ncrna::gencode::AC010091.1::ENSG00000233491.2	0.266129032258065
chr13	67775238	67782858	lncrna.ncrna::mitranscriptome::G022391::G022391	0.266129032258065
chr22	27068729	27176170	lncrna.ncrna::gencode::CTA-211A9.5::ENSG00000244625.1	0.266666666666667
chr1	244122343	244129347	lncrna.ncrna::mitranscriptome::G007780::G007780	0.268292682926829
chr1	63655659	63782902	lncrna.ncrna::gencode::LINC00466::ENSG00000224209.2	0.274336283185841
chr8	66317488	66412953	lncrna.ncrna::mitranscriptome::G081205::G081205	0.276785714285714
chr4	174950818	174959166	lncrna.ncrna::mitranscriptome::G063831::G063831	0.277310924369748
chr1	214202235	214204109	lncrna.ncrna::gencode::RP11-53A1.2::ENSG00000272167.1	0.28448275862069
chr11	114027679	114044042	lncrna.ncrna::mitranscriptome::G015692::G015692	0.291666666666667
chr8	60204123	60279966	lncrna.ncrna::mitranscriptome::G081043::G081043	0.292035398230089
chr2	165321061	165364455	lncrna.ncrna::mitranscriptome::G046701::G046701	0.293233082706767
chr14	24058414	24089219	lncrna.ncrna::mitranscriptome::G023914::G023914	0.295774647887324
chr12	9787187	9811008	lncrna.ncrna::gencode::RP11-705C15.2::ENSG00000256594.3	0.3046875
chr3	124773793	124775946	lncrna.ncrna::mitranscriptome::G057371::G057371	0.306666666666667
chr1	150552295	150593726	lncrna.ncrna::mitranscriptome::G004535::G004535	0.317460317460317
chr16	2827498	2830884	lncrna.ncrna::mitranscriptome::G029413::G029413	0.317460317460317
chr17	73872593	73875627	lncrna.ncrna::gencode::RP11-552F3.9::ENSG00000267801.1	0.317460317460317
chr17	74553847	74561430	lncrna.ncrna::gencode::SNHG16::ENSG00000163597.10	0.317460317460317
chrX	107170423	107174864	lncrna.ncrna::mitranscriptome::G089575::G089575	0.318181818181818
chr2	161951078	161973036	lncrna.ncrna::mitranscriptome::G046626::G046626	0.318518518518519
chr18	44626796	44629819	lncrna.ncrna::mitranscriptome::G037393::G037393	0.32258064516129
chr6	166322289	166401536	lncrna.ncrna::gencode::LINC00473::ENSG00000223414.2	0.326241134751773
chr5	111496222	111498317	lncrna.ncrna::gencode::EPB41L4A-AS1::ENSG00000224032.2	0.329787234042553
chr3	149795280	149797904	lncrna.ncrna::gencode::snoU13::ENSG00000243321.2	0.335766423357664
chr21	35287837	35349992	lncrna.ncrna::gencode::LINC00649::ENSG00000237945.3	0.341269841269841
chr13	92000073	92006833	lncrna.ncrna::gencode::MIR17HG::ENSG00000215417.6	0.345132743362832
chr14	101245746	101327368	lncrna.ncrna::gencode::MEG3::ENSG00000214548.10	0.349056603773585
chr1	37941546	37947090	lncrna.ncrna::mitranscriptome::G001750::G001750	0.358490566037736
chr6	85385767	85387326	lncrna.ncrna::mitranscriptome::G071900::G071900	0.358695652173913
chr2	118889703	118943962	lncrna.ncrna::gencode::AC093901.1::ENSG00000226856.1	0.359375
chr2	39701805	39708006	lncrna.ncrna::mitranscriptome::G043204::G043204	0.36
chrX	73183789	73513409	lncrna.ncrna::gencode::FTX::ENSG00000230590.3	0.361111111111111
chr15	52877420	52878320	lncrna.ncrna::mitranscriptome::G027552::G027552	0.3671875
