chr	start	end	element_ID	p-value
chr4	85399156	85404146	lncrna.ncrna::mitranscriptome::G061920::G061920	1.26454223571067e-05
chr19	33634762	33668131	lncrna.ncrna::mitranscriptome::G040224::G040224	0.000133819544344452
chr6	21665002	22214734	lncrna.ncrna::gencode::CASC15::ENSG00000272168.1	0.00352112676056338
chr2	66801001	66808156	lncrna.ncrna::mitranscriptome::G043952::G043952	0.00552486187845304
chr16	73126247	73127673	lncrna.ncrna::gencode::HCCAT5::ENSG00000260880.2	0.00809716599190283
chr2	60735979	60773099	lncrna.ncrna::mitranscriptome::G043732::G043732	0.00847457627118644
chr11	65265232	65273940	lncrna.ncrna::gencode::MALAT1::ENSG00000251562.3	0.00956937799043062
chr5	81147419	81148020	lncrna.ncrna::gencode::CTD-2249K22.1::ENSG00000249483.1	0.0164609053497942
chr2	66912241	66920857	lncrna.ncrna::mitranscriptome::G043955::G043955	0.0165745856353591
chr16	1763527	1764209	lncrna.ncrna::gencode::LA16c-329F2.1::ENSG00000261399.1	0.0191387559808612
chr3	169297627	169302124	lncrna.ncrna::mitranscriptome::G058579::G058579	0.0218340611353712
chr14	74254161	74269973	lncrna.ncrna::gencode::RP5-1021I20.1::ENSG00000259065.1	0.0224215246636771
chr1	228544710	228545976	lncrna.ncrna::mitranscriptome::G007285::G007285	0.024
chr3	173301615	173304597	lncrna.ncrna::mitranscriptome::G058708::G058708	0.0266666666666667
chr6	99271464	99276682	lncrna.ncrna::mitranscriptome::G072194::G072194	0.0273972602739726
chr6	52860417	52860748	lncrna.ncrna::gencode::RN7SK::ENSG00000202198.1	0.027681660899654
chr2	39701805	39708006	lncrna.ncrna::mitranscriptome::G043204::G043204	0.0285714285714286
chr1	41156051	41157160	lncrna.ncrna::gencode::RP4-739H11.4::ENSG00000272145.1	0.0292887029288703
chr3	170626682	170924116	lncrna.ncrna::mitranscriptome::G058638::G058638	0.0327868852459016
chr14	69150127	69152282	lncrna.ncrna::gencode::CTD-2325P2.3::ENSG00000258623.1	0.0349344978165939
chr21	17905940	17943866	lncrna.ncrna::mitranscriptome::G051614::G051614	0.0384615384615385
chr14	68141749	68143473	lncrna.ncrna::mitranscriptome::G025097::G025097	0.0424710424710425
