chr	start	end	element_ID	p-value
chr5	60586217	60619406	lncrna.ncrna::mitranscriptome::G065963::G065963	1.07414846880136e-05
chr2	66801001	66808156	lncrna.ncrna::mitranscriptome::G043952::G043952	1.09948104494679e-05
chr11	65265232	65273940	lncrna.ncrna::gencode::MALAT1::ENSG00000251562.3	0.000239997600024
chr22	31687090	31705810	lncrna.ncrna::mitranscriptome::G053448::G053448	0.000875474671423412
chr11	65190244	65213011	lncrna.ncrna::gencode::NEAT1::ENSG00000245532.4	0.001289987100129
chr10	125014536	125034453	lncrna.ncrna::mitranscriptome::G011735::G011735	0.001489985100149
chr17	45968620	45973178	lncrna.ncrna::gencode::RP11-6N17.4::ENSG00000264920.1	0.00256076341391348
chr16	78482375	78498813	lncrna.ncrna::mitranscriptome::G031971::G031971	0.003759962400376
chr6	52860417	52860748	lncrna.ncrna::gencode::RN7SK::ENSG00000202198.1	0.00419287211740042
chr9	20138779	20140133	lncrna.ncrna::mitranscriptome::G084041::G084041	0.00441501103752759
chr8	77316232	77317326	lncrna.ncrna::gencode::RP11-706J10.2::ENSG00000270866.1	0.0072463768115942
chr11	10314806	10324269	lncrna.ncrna::mitranscriptome::G012606::G012606	0.00838574423480084
chr11	30614118	30686977	lncrna.ncrna::mitranscriptome::G013085::G013085	0.00909858362254948
chr14	77489136	77490737	lncrna.ncrna::mitranscriptome::G025430::G025430	0.0106157112526539
chr8	145925737	145933902	lncrna.ncrna::gencode::AF186192.5::ENSG00000255085.4	0.0126050420168067
chr19	56117104	56124938	lncrna.ncrna::mitranscriptome::G041742::G041742	0.0167666691271842
chr1	165100696	165107454	lncrna.ncrna::mitranscriptome::G005259::G005259	0.0177383592017738
chr5	77268192	77270616	lncrna.ncrna::mitranscriptome::G066395::G066395	0.0198675496688742
chr16	54359588	54469159	lncrna.ncrna::mitranscriptome::G031131::G031131	0.02009979900201
chr2	119067823	119068894	lncrna.ncrna::mitranscriptome::G045587::G045587	0.0203488372093023
chr14	26130333	26407294	lncrna.ncrna::mitranscriptome::G024010::G024010	0.020679793202068
chr22	39138629	39139120	lncrna.ncrna::gencode::RP3-508I15.21::ENSG00000272669.1	0.0209302325581395
chr6	126238476	126249761	lncrna.ncrna::mitranscriptome::G072883::G072883	0.0221238938053097
chr6	351415	387395	lncrna.ncrna::mitranscriptome::G069092::G069092	0.023149768502315
chr4	48990	50018	lncrna.ncrna::gencode::Z95704.4::ENSG00000248302.2	0.0234192037470726
chr15	79484048	79576287	lncrna.ncrna::gencode::RP11-17L5.4::ENSG00000259234.1	0.0234741784037559
chr18	22586684	22600721	lncrna.ncrna::mitranscriptome::G036916::G036916	0.024029759702403
chr1	218337078	218373054	lncrna.ncrna::mitranscriptome::G006858::G006858	0.0256179083472601
chr17	8126025	8130290	lncrna.ncrna::mitranscriptome::G032921::G032921	0.0258620689655172
chr5	72595918	72599572	lncrna.ncrna::mitranscriptome::G066244::G066244	0.0286975717439294
chr17	70319263	70636611	lncrna.ncrna::gencode::LINC00511::ENSG00000227036.2	0.0293208147534004
chr14	75742871	75745085	lncrna.ncrna::mitranscriptome::G025370::G025370	0.0325581395348837
chr8	77318888	77436591	lncrna.ncrna::gencode::RP11-706J10.1::ENSG00000254300.1	0.0326086956521739
chr2	59998001	60049171	lncrna.ncrna::mitranscriptome::G043704::G043704	0.0328467153284672
chr4	182396253	182428463	lncrna.ncrna::mitranscriptome::G063967::G063967	0.0329218106995885
chr4	39137132	39183823	lncrna.ncrna::mitranscriptome::G060749::G060749	0.0348837209302326
chr7	26565530	26590772	lncrna.ncrna::mitranscriptome::G075062::G075062	0.0353200883002208
chr6	52442104	52448783	lncrna.ncrna::gencode::TRAM2-AS1::ENSG00000225791.2	0.0356394129979036
chr14	36550081	36581833	lncrna.ncrna::mitranscriptome::G024263::G024263	0.0365591397849462
chr2	66801161	66957289	lncrna.ncrna::gencode::AC007392.3::ENSG00000232046.2	0.0372960372960373
chr1	217595746	217599602	lncrna.ncrna::mitranscriptome::G006844::G006844	0.0373831775700935
chr16	72459383	72698908	lncrna.ncrna::gencode::AC004158.2::ENSG00000261008.2	0.0382882882882883
chr5	127276117	127418864	lncrna.ncrna::gencode::CTC-228N24.3::ENSG00000245937.3	0.0388127853881279
chr20	62494468	62497262	lncrna.ncrna::mitranscriptome::G051403::G051403	0.0395348837209302
chr14	61119215	61127184	lncrna.ncrna::mitranscriptome::G024907::G024907	0.0403397027600849
chr7	100072083	100074893	lncrna.ncrna::mitranscriptome::G077255::G077255	0.0418604651162791
chr11	91577573	91590829	lncrna.ncrna::mitranscriptome::G015156::G015156	0.0420168067226891
chr20	1927891	1988163	lncrna.ncrna::gencode::RP4-684O24.5::ENSG00000233896.1	0.0432115767617272
chr7	104653871	104654425	lncrna.ncrna::gencode::KMT2E-AS1::ENSG00000239569.2	0.043859649122807
chr12	97956665	97975006	lncrna.ncrna::mitranscriptome::G019638::G019638	0.0465753424657534
chr3	55554864	55614543	lncrna.ncrna::mitranscriptome::G055934::G055934	0.0466666666666667
chr12	46758566	46764552	lncrna.ncrna::mitranscriptome::G017925::G017925	0.047689523104769
chr12	49453953	49458432	lncrna.ncrna::mitranscriptome::G018080::G018080	0.0481729937950733
chr9	18799212	18800647	lncrna.ncrna::mitranscriptome::G084003::G084003	0.0494623655913978
chr4	127569330	127688521	lncrna.ncrna::mitranscriptome::G062815::G062815	0.050251256281407
chr12	118327258	118328813	lncrna.ncrna::gencode::RP11-465L8.1::ENSG00000256071.1	0.0508849557522124
chr1	26351399	26363191	lncrna.ncrna::mitranscriptome::G001241::G001241	0.0511627906976744
chr6	50784387	50805968	lncrna.ncrna::mitranscriptome::G071172::G071172	0.051948051948052
chr3	99356210	99357685	lncrna.ncrna::mitranscriptome::G056759::G056759	0.0523917995444191
chr2	177023724	177033738	lncrna.ncrna::mitranscriptome::G047019::G047019	0.0528994710052899
chr4	55095659	55098699	lncrna.ncrna::mitranscriptome::G061129::G061129	0.0530973451327434
chr16	72667226	72676693	lncrna.ncrna::mitranscriptome::G031808::G031808	0.0544109499086824
chr1	225878932	225976921	lncrna.ncrna::mitranscriptome::G007132::G007132	0.0544662309368192
chr16	73573077	73607409	lncrna.ncrna::mitranscriptome::G031829::G031829	0.0546697038724374
chr1	10708216	10714390	lncrna.ncrna::gencode::RP4-734G22.3::ENSG00000272078.1	0.0550892436993182
chr20	61576996	61582372	lncrna.ncrna::mitranscriptome::G051331::G051331	0.0553478758026212
chr8	70269299	70312397	lncrna.ncrna::mitranscriptome::G081312::G081312	0.0563002680965147
chr6	16762809	16805537	lncrna.ncrna::mitranscriptome::G069659::G069659	0.0571794282057179
chr17	62223329	62223836	lncrna.ncrna::gencode::SNORA76::ENSG00000266402.2	0.0604651162790698
chr21	17905940	17943866	lncrna.ncrna::mitranscriptome::G051614::G051614	0.0612493875061249
chr13	58205073	58205988	lncrna.ncrna::mitranscriptome::G022205::G022205	0.0625
chr1	10867875	10875731	lncrna.ncrna::mitranscriptome::G000519::G000519	0.0651162790697674
chr2	39701805	39708006	lncrna.ncrna::mitranscriptome::G043204::G043204	0.0662393162393162
