chr	start	end	element_ID	p-value
chr11	65265232	65273940	lncrna.ncrna::gencode::MALAT1::ENSG00000251562.3	0.010752688172043
chr2	174251367	174256779	lncrna.ncrna::mitranscriptome::G046904::G046904	0.0119047619047619
chr14	81685827	81686345	lncrna.ncrna::mitranscriptome::G025532::G025532	0.0138888888888889
chr10	102771423	102772912	lncrna.ncrna::mitranscriptome::G011037::G011037	0.0212765957446809
chr18	902766	906668	lncrna.ncrna::gencode::RP11-672L10.2::ENSG00000265179.2	0.025974025974026
chr12	97420650	97521452	lncrna.ncrna::mitranscriptome::G019626::G019626	0.0327868852459016
chr6	44201888	44204299	lncrna.ncrna::mitranscriptome::G070985::G070985	0.0344827586206897
chr14	36738234	36767769	lncrna.ncrna::mitranscriptome::G024271::G024271	0.04
chr19	36031639	36036931	lncrna.ncrna::gencode::AD000090.2::ENSG00000236144.2	0.0412371134020619
chr12	42973931	42983260	lncrna.ncrna::mitranscriptome::G017836::G017836	0.0416666666666667
chr14	85828800	85983278	lncrna.ncrna::gencode::CTD-2128A3.2::ENSG00000258902.1	0.0476190476190476
chr3	160119006	160121259	lncrna.ncrna::mitranscriptome::G058401::G058401	0.0512820512820513
chr11	12380691	12383878	lncrna.ncrna::mitranscriptome::G012664::G012664	0.0618556701030928
chr1	28905051	28909495	lncrna.ncrna::gencode::SNHG12::ENSG00000197989.9	0.0645161290322581
chr11	119189321	119192699	lncrna.ncrna::mitranscriptome::G015892::G015892	0.0681818181818182
chr11	121899062	121976650	lncrna.ncrna::gencode::RP11-166D19.1::ENSG00000255248.2	0.0694444444444444
chr6	9937202	9945383	lncrna.ncrna::mitranscriptome::G069425::G069425	0.0731707317073171
chr2	146515550	146526261	lncrna.ncrna::mitranscriptome::G046301::G046301	0.0833333333333333
chr5	92745064	92921354	lncrna.ncrna::gencode::NR2F1-AS1::ENSG00000237187.4	0.0857142857142857
chr16	56226604	56228430	lncrna.ncrna::gencode::CTD-2050B12.2::ENSG00000261439.1	0.0888888888888889
chr2	86725438	86730553	lncrna.ncrna::mitranscriptome::G044534::G044534	0.1
chr2	238951236	238954294	lncrna.ncrna::mitranscriptome::G048747::G048747	0.105769230769231
chr14	102502651	102532565	lncrna.ncrna::gencode::RP11-1017G21.4::ENSG00000258959.1	0.10752688172043
chr2	25450706	25455844	lncrna.ncrna::mitranscriptome::G042751::G042751	0.128712871287129
chr8	34641569	34722316	lncrna.ncrna::gencode::RP11-258J10.1::ENSG00000254344.1	0.133333333333333
chr5	157851592	157879766	lncrna.ncrna::gencode::RP11-542A14.1::ENSG00000254350.1	0.138888888888889
chr7	91268161	91272827	lncrna.ncrna::gencode::CTB-111F10.1::ENSG00000223665.1	0.144736842105263
chr16	2710349	2723445	lncrna.ncrna::gencode::ERVK13-1::ENSG00000260565.2	0.150537634408602
chr1	84831110	84863514	lncrna.ncrna::gencode::UOX::ENSG00000240520.1	0.150684931506849
chr16	73081643	73085204	lncrna.ncrna::mitranscriptome::G031815::G031815	0.152777777777778
chr7	94897188	94898277	lncrna.ncrna::mitranscriptome::G077031::G077031	0.16
chr3	193848404	193848990	lncrna.ncrna::gencode::RP11-135A1.2::ENSG00000232874.1	0.16
