chr	start	end	element_ID	p-value
chr1	46990947	46992265	lncrna.ncrna::mitranscriptome::G002153::G002153	0.0147058823529412
chr12	48728708	48733790	lncrna.ncrna::mitranscriptome::G018036::G018036	0.0273972602739726
chr5	87803362	87986858	lncrna.ncrna::gencode::LINC00461::ENSG00000245526.4	0.032258064516129
chr4	48833558	48835018	lncrna.ncrna::mitranscriptome::G060992::G060992	0.0483870967741935
chr11	47174996	47176213	lncrna.ncrna::mitranscriptome::G013468::G013468	0.0508474576271186
chr6	79788153	79791105	lncrna.ncrna::mitranscriptome::G071753::G071753	0.0512820512820513
chr8	76900748	76913240	lncrna.ncrna::mitranscriptome::G081514::G081514	0.0512820512820513
chr13	91763838	91793902	lncrna.ncrna::mitranscriptome::G022940::G022940	0.0638297872340425
chr10	103043557	103048073	lncrna.ncrna::mitranscriptome::G011055::G011055	0.0645161290322581
chr5	172191462	172197582	lncrna.ncrna::mitranscriptome::G068660::G068660	0.0821917808219178
chr15	52877420	52878320	lncrna.ncrna::mitranscriptome::G027552::G027552	0.0945945945945946
chr6	139592498	139608444	lncrna.ncrna::gencode::RP11-445F6.2::ENSG00000226571.1	0.103448275862069
chr14	95876379	95883830	lncrna.ncrna::mitranscriptome::G025949::G025949	0.116666666666667
chr2	208268484	208273551	lncrna.ncrna::mitranscriptome::G047797::G047797	0.121621621621622
chr3	50304989	50314977	lncrna.ncrna::gencode::SEMA3B::ENSG00000012171.13	0.125
chr3	56709585	56716697	lncrna.ncrna::mitranscriptome::G055946::G055946	0.126984126984127
chr6	27325603	27339304	lncrna.ncrna::gencode::ZNF204P::ENSG00000204789.3	0.133333333333333
chr11	117866431	117869409	lncrna.ncrna::mitranscriptome::G015804::G015804	0.152542372881356
chr3	39334081	39434685	lncrna.ncrna::mitranscriptome::G055365::G055365	0.162790697674419
chr21	16191163	16254296	lncrna.ncrna::gencode::AF127936.7::ENSG00000235609.4	0.176470588235294
chr11	120088152	120099556	lncrna.ncrna::mitranscriptome::G015934::G015934	0.180555555555556
chr9	121216960	121220047	lncrna.ncrna::mitranscriptome::G086452::G086452	0.184210526315789
chr4	16258322	16262070	lncrna.ncrna::mitranscriptome::G060216::G060216	0.186046511627907
chr14	88343110	88346990	lncrna.ncrna::mitranscriptome::G025689::G025689	0.196078431372549
chr3	110912386	110920370	lncrna.ncrna::mitranscriptome::G057031::G057031	0.2
chr12	72426467	72438138	lncrna.ncrna::mitranscriptome::G019046::G019046	0.222222222222222
chr3	62493698	62537888	lncrna.ncrna::mitranscriptome::G056064::G056064	0.227272727272727
chr16	54205138	54212519	lncrna.ncrna::mitranscriptome::G031123::G031123	0.232142857142857
chr9	76188530	76194414	lncrna.ncrna::gencode::RP11-128I7.1::ENSG00000232590.1	0.232558139534884
chr12	97825430	97958813	lncrna.ncrna::gencode::RMST::ENSG00000255794.2	0.233333333333333
chr8	117246179	117247940	lncrna.ncrna::mitranscriptome::G082582::G082582	0.238095238095238
chr1	176387007	176417080	lncrna.ncrna::mitranscriptome::G005611::G005611	0.244444444444444
chr7	149473130	149531068	lncrna.ncrna::gencode::SSPO::ENSG00000197558.7	0.245614035087719
chr12	54416281	54446923	lncrna.ncrna::mitranscriptome::G018382::G018382	0.271186440677966
chr10	6779343	6780988	lncrna.ncrna::gencode::RP11-554I8.2::ENSG00000223784.1	0.272727272727273
chr13	67818042	67832467	lncrna.ncrna::mitranscriptome::G022393::G022393	0.275862068965517
chr2	70189597	70314384	lncrna.ncrna::gencode::PCBP1-AS1::ENSG00000179818.9	0.28169014084507
chr9	7374220	7390348	lncrna.ncrna::mitranscriptome::G083792::G083792	0.282051282051282
chr11	125820010	125825562	lncrna.ncrna::gencode::RP11-680F20.6::ENSG00000254967.2	0.293333333333333
chr1	51440575	51470721	lncrna.ncrna::mitranscriptome::G002281::G002281	0.297297297297297
chr20	39370817	39387537	lncrna.ncrna::mitranscriptome::G050388::G050388	0.301587301587302
chr1	173827684	173832219	lncrna.ncrna::mitranscriptome::G005554::G005554	0.302325581395349
chr12	27945076	27950627	lncrna.ncrna::mitranscriptome::G017482::G017482	0.305084745762712
chr5	134878464	134881972	lncrna.ncrna::mitranscriptome::G067665::G067665	0.305555555555556
chr7	96057522	96108918	lncrna.ncrna::mitranscriptome::G077062::G077062	0.30952380952381
chr10	60704338	60740859	lncrna.ncrna::mitranscriptome::G009759::G009759	0.309859154929577
chr16	50671356	50679742	lncrna.ncrna::mitranscriptome::G031002::G031002	0.309859154929577
chr22	31687090	31705810	lncrna.ncrna::mitranscriptome::G053448::G053448	0.328125
chr5	37977782	37982072	lncrna.ncrna::mitranscriptome::G065394::G065394	0.333333333333333
chr4	19457058	19911315	lncrna.ncrna::gencode::RP11-608O21.1::ENSG00000248515.1	0.347826086956522
chr11	65190244	65213011	lncrna.ncrna::gencode::NEAT1::ENSG00000245532.4	0.357142857142857
chr17	76481135	76493118	lncrna.ncrna::gencode::RP11-559N14.5::ENSG00000267432.1	0.357142857142857
chr2	158246558	158254406	lncrna.ncrna::mitranscriptome::G046553::G046553	0.369565217391304
chr4	79567056	79603853	lncrna.ncrna::gencode::RP11-792D21.2::ENSG00000251442.1	0.372093023255814
chr7	17414490	17506288	lncrna.ncrna::gencode::AC019117.1::ENSG00000236318.1	0.384615384615385
chr3	63989697	63997824	lncrna.ncrna::gencode::PSMD6-AS2::ENSG00000239653.1	0.386363636363636
chr6	21665002	22214734	lncrna.ncrna::gencode::CASC15::ENSG00000272168.1	0.391304347826087
chr20	34146506	34195484	lncrna.ncrna::gencode::FER1L4::ENSG00000088340.11	0.406779661016949
chr1	9207697	9218213	lncrna.ncrna::mitranscriptome::G000447::G000447	0.410714285714286
chr16	72667226	72676693	lncrna.ncrna::mitranscriptome::G031808::G031808	0.435483870967742
chr8	94339228	94358970	lncrna.ncrna::mitranscriptome::G081976::G081976	0.440677966101695
chr2	176969286	176971813	lncrna.ncrna::mitranscriptome::G047015::G047015	0.451612903225806
chr14	62205097	62206792	lncrna.ncrna::mitranscriptome::G024937::G024937	0.457142857142857
chr7	117832878	117844346	lncrna.ncrna::mitranscriptome::G077772::G077772	0.478260869565217
chr2	166813908	167158294	lncrna.ncrna::gencode::AC010127.3::ENSG00000236107.3	1
chr5	131646977	131705243	lncrna.ncrna::gencode::AC034220.3::ENSG00000233006.2	1
chr2	129821418	129829298	lncrna.ncrna::gencode::AC068483.1::ENSG00000238277.1	1
chr2	75145274	75165545	lncrna.ncrna::gencode::AC104135.3::ENSG00000204792.2	1
chr5	131804581	131808735	lncrna.ncrna::gencode::AC116366.6::ENSG00000234290.2	1
chr16	46503252	46603009	lncrna.ncrna::gencode::ANKRD26P1::ENSG00000261239.2	1
chr21	32931557	32932800	lncrna.ncrna::gencode::AP000251.3::ENSG00000237594.2	1
chr21	45751116	45755734	lncrna.ncrna::gencode::AP001062.7::ENSG00000184441.4	1
chr13	70689272	70713561	lncrna.ncrna::gencode::ATXN8OS::ENSG00000230223.2	1
