binID	Length	Mu	nMut	PvalRaw	QvalRaw	nSample	nMutSample	PvalM	QvalM	nEigenAll	nEigen	fscore	MuAdj	Pval	Qval
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	1378	2.579101125412449e-06	13	1.6782194013397866e-22	1.5607440432460013e-20	12	12	1.807158045370208e-20	1.6806569821942933e-18	10.0	10.0	7.579336900000001	2.0841820834512206e-06	1.4318296830503752e-21	1.3316016052368488e-19
gc19_pc.cds::gencode::HIST1H2AC::ENSG00000180573.8	393	1.574259273925731e-08	2	2.2119334836681535e-08	6.940520726746137e-07	2	2	2.2119334836681535e-08	1.0285490699056912e-06	2.0	2.0	6.4306445	1.4994094992542142e-08	2.0066099119088032e-08	9.330736090375934e-07
gc19_pc.cds::gencode::MGAT4C::ENSG00000182050.9	1524	8.434172889222404e-06	8	2.2388776537890764e-08	6.940520726746137e-07	2	4	0.0010741646055028435	0.033299102770588146	8.0	8.0	5.154509	1.0021983790613382e-05	0.0020072767895419914	0.062225580475801734
gc19_pc.cds::gencode::KLHDC2::ENSG00000165516.6	1221	2.5577766437794647e-06	2	0.005253742102712919	0.08143300259205025	2	2	0.005253742102712919	0.08143300259205025	2.0	2.0	8.548456	1.8326242780299359e-06	0.0027513091130434374	0.06396793687825991
gc19_pc.cds::gencode::DNAJB12::ENSG00000148719.10	1260	1.92619182184204e-06	2	0.0032229233025523486	0.059946373427473686	2	2	0.0032229233025523486	0.059946373427473686	2.0	2.0	2.606011	4.527117734206946e-06	0.01654286001191199	0.307697196221563
gc19_pc.cds::gencode::RFWD2::ENSG00000143207.15	2244	4.038985016846742e-06	2	0.03876630870875464	0.17167936713877055	2	2	0.03876630870875464	0.18026333549570905	2.0	2.0	7.270843	3.402404735309371e-06	0.02839257784891693	0.3951658412183119
gc19_pc.cds::gencode::OR2J2::ENSG00000204700.3	939	8.428541128260019e-06	2	0.030319996025860035	0.15604785615861164	2	2	0.030319996025860035	0.16471718150075673	1.0	1.0	5.87691	8.78419300514008e-06	0.032690184933363516	0.3951658412183119
gc19_pc.cds::gencode::ZPBP::ENSG00000042813.3	1066	8.441682957372495e-06	2	0.03826948243558394	0.17167936713877055	2	2	0.03826948243558394	0.18026333549570905	2.0	1.0	6.539905	7.905987015050188e-06	0.03399276053490855	0.3951658412183119
gc19_pc.cds::gencode::AC009365.3::ENSG00000183470.5	453	8.426347535527856e-06	2	0.007726947001786074	0.09668345477486881	2	2	0.007726947001786074	0.09668345477486881	2.0	1.0	2.269355	2.2742354630847562e-05	0.04873777685025863	0.46504817896272754
gc19_pc.cds::gencode::HHATL::ENSG00000010282.10	1516	8.433505568763991e-06	2	0.07108912643104758	0.21563568903457975	2	2	0.07108912643104758	0.22217010385380945	1.0	1.0	7.491801	6.894779824001337e-06	0.05000518053362662	0.46504817896272754
gc19_pc.cds::gencode::MVB12A::ENSG00000141971.8	1078	4.859392080860508e-06	2	0.014097388143770857	0.11918700885188088	2	2	0.014097388143770857	0.13110570973706898	2.0	2.0	2.6952067	1.1043032823559974e-05	0.06282896876365679	0.4995074664236458
