cutoff	positive	true_positive	false_positive	precision	recall	F1
80	126	94	122	0.435185185185185	0.746031746031746	0.549707602339181
81	126	94	103	0.477157360406091	0.746031746031746	0.582043343653251
82	126	93	96	0.492063492063492	0.738095238095238	0.59047619047619
83	126	93	87	0.516666666666667	0.738095238095238	0.607843137254902
84	126	92	80	0.534883720930233	0.73015873015873	0.61744966442953
85	126	91	79	0.535294117647059	0.722222222222222	0.614864864864865
86	126	89	71	0.55625	0.706349206349206	0.622377622377622
87	126	87	64	0.576158940397351	0.69047619047619	0.628158844765343
88	126	86	61	0.585034013605442	0.682539682539683	0.63003663003663
89	126	86	53	0.618705035971223	0.682539682539683	0.649056603773585
90	126	86	52	0.623188405797101	0.682539682539683	0.651515151515152
91	126	84	49	0.631578947368421	0.666666666666667	0.648648648648649
92	126	83	42	0.664	0.658730158730159	0.661354581673307
93	126	83	39	0.680327868852459	0.658730158730159	0.669354838709677
94	126	82	38	0.683333333333333	0.650793650793651	0.666666666666667
95	126	81	34	0.704347826086957	0.642857142857143	0.672199170124481
96	126	81	32	0.716814159292035	0.642857142857143	0.677824267782427
97	126	76	28	0.730769230769231	0.603174603174603	0.660869565217391
98	126	74	23	0.762886597938144	0.587301587301587	0.663677130044843
99	126	69	17	0.802325581395349	0.547619047619048	0.650943396226415
