cutoff	positive	true_positive	false_positive	precision	recall	F1
80	84	76	159	0.323404255319149	0.904761904761905	0.476489028213166
81	84	76	132	0.365384615384615	0.904761904761905	0.520547945205479
82	84	75	99	0.431034482758621	0.892857142857143	0.581395348837209
83	84	75	86	0.46583850931677	0.892857142857143	0.612244897959184
84	84	75	78	0.490196078431373	0.892857142857143	0.632911392405063
85	84	74	68	0.52112676056338	0.880952380952381	0.654867256637168
86	84	74	65	0.532374100719424	0.880952380952381	0.663677130044843
87	84	73	58	0.557251908396947	0.869047619047619	0.679069767441861
88	84	73	50	0.59349593495935	0.869047619047619	0.705314009661836
89	84	73	40	0.646017699115044	0.869047619047619	0.741116751269036
90	84	72	36	0.666666666666667	0.857142857142857	0.75
91	84	69	31	0.69	0.821428571428571	0.75
92	84	68	27	0.715789473684211	0.80952380952381	0.759776536312849
93	84	68	23	0.747252747252747	0.80952380952381	0.777142857142857
94	84	66	20	0.767441860465116	0.785714285714286	0.776470588235294
95	84	65	15	0.8125	0.773809523809524	0.792682926829268
96	84	62	11	0.849315068493151	0.738095238095238	0.789808917197452
97	84	61	10	0.859154929577465	0.726190476190476	0.787096774193549
98	84	54	5	0.915254237288136	0.642857142857143	0.755244755244755
99	84	45	1	0.978260869565217	0.535714285714286	0.692307692307692
