id	p	q	method	tumor
gc19_pc.promCore::gencode::TERT::ENSG00000164362.14	7.96005443405939e-14	1.60506537608374e-09	DriverPower	Bladder-TCC
gc19_pc.promCore::gencode::TERT::ENSG00000164362.14	5.4424351924306e-33	1.09741263220171e-28	DriverPower	CNS-GBM
gc19_pc.promCore::gencode::TERT::ENSG00000164362.14	7.01779440297599e-07	0.0141506806341608	DriverPower	CNS-Medullo
gc19_pc.promCore::gencode::IRF6::ENSG00000117595.6	5.00326969360386e-08	0.000857487538540048	DriverPower	Kidney-ChRCC
gc19_pc.promCore::gencode::TNFRSF11B::ENSG00000164761.4	8.50513329240278e-08	0.000857487538540048	DriverPower	Kidney-ChRCC
gc19_pc.promCore::gencode::TERT::ENSG00000164362.14	2.04033101466866e-13	4.11412345797789e-09	DriverPower	Liver-HCC
gc19_pc.promCore::gencode::ALB::ENSG00000163631.12	9.58721655951934e-07	0.0096658317353074	DriverPower	Liver-HCC
gc19_pc.promCore::gencode::WDR74::ENSG00000133316.11	2.34179940196713e-06	0.0157400143804217	DriverPower	Liver-HCC
gc19_pc.promCore::gencode::TMSB4X::ENSG00000205542.6	6.63742710236669e-68	1.33837080092122e-63	DriverPower	Lymph-BNHL
gc19_pc.promCore::gencode::DTX1::ENSG00000135144.3	2.72514610765381e-18	2.74749230573657e-14	DriverPower	Lymph-BNHL
gc19_pc.promCore::gencode::RFTN1::ENSG00000131378.9	8.20370611984481e-14	5.51398434001836e-10	DriverPower	Lymph-BNHL
gc19_pc.promCore::gencode::IGLL5::ENSG00000254709.2	1.93187620274356e-10	6.49239195868686e-07	DriverPower	Lymph-BNHL
gc19_pc.promCore::gencode::DMD::ENSG00000198947.10	1.06684295963719e-10	4.30236428762487e-07	DriverPower	Lymph-BNHL
gc19_pc.promCore::gencode::BIRC3::ENSG00000023445.9	9.85997716627003e-11	4.30236428762487e-07	DriverPower	Lymph-BNHL
gc19_pc.promCore::gencode::BTG1::ENSG00000133639.3	4.91208699052354e-10	1.41496174395595e-06	DriverPower	Lymph-BNHL
gc19_pc.promCore::gencode::ICAM1::ENSG00000090339.4	1.99309959200504e-09	5.0236075216487e-06	DriverPower	Lymph-BNHL
gc19_pc.promCore::gencode::SERPINA9::ENSG00000170054.10	5.97866725475313e-09	1.33948718360936e-05	DriverPower	Lymph-BNHL
gc19_pc.promCore::gencode::SGK1::ENSG00000118515.7	1.05174498129907e-08	2.12073858029144e-05	DriverPower	Lymph-BNHL
gc19_pc.promCore::gencode::DNMT1::ENSG00000130816.10	1.15381685866157e-07	0.000211505119436835	DriverPower	Lymph-BNHL
gc19_pc.promCore::gencode::WDR74::ENSG00000133316.11	9.78785096690013e-07	0.00164468522413812	DriverPower	Lymph-BNHL
gc19_pc.promCore::gencode::PAX5::ENSG00000196092.8	1.76623124808078e-05	0.022258929303938	DriverPower	Lymph-BNHL
gc19_pc.promCore::gencode::ACTB::ENSG00000075624.9	1.62812545624076e-05	0.0218863477997591	DriverPower	Lymph-BNHL
gc19_pc.promCore::gencode::MYBL1::ENSG00000185697.12	1.05249682183614e-05	0.0163250353196183	DriverPower	Lymph-BNHL
gc19_pc.promCore::gencode::CD74::ENSG00000019582.10	1.55938557054124e-05	0.0218863477997591	DriverPower	Lymph-BNHL
gc19_pc.promCore::gencode::OSBPL10::ENSG00000144645.9	3.21713543441599e-05	0.0381590111173906	DriverPower	Lymph-BNHL
gc19_pc.promCore::gencode::RPL13A::ENSG00000142541.12	8.12319682547536e-52	1.63796140788885e-47	DriverPower	Skin-Melanoma
gc19_pc.promCore::gencode::TERT::ENSG00000164362.14	1.69854176969296e-36	1.71246981220445e-32	DriverPower	Skin-Melanoma
gc19_pc.promCore::gencode::C21orf119::ENSG00000256073.2	3.39742452195196e-35	2.28352226868798e-31	DriverPower	Skin-Melanoma
gc19_pc.promCore::gencode::URB1::ENSG00000142207.5	2.65952240955425e-34	1.3406652466563e-30	DriverPower	Skin-Melanoma
gc19_pc.promCore::gencode::CDC20::ENSG00000117399.9	1.98510558075733e-30	8.00553378607817e-27	DriverPower	Skin-Melanoma
gc19_pc.promCore::gencode::C16orf59::ENSG00000162062.10	4.45254247545603e-30	1.49635110791826e-26	DriverPower	Skin-Melanoma
gc19_pc.promCore::gencode::DPH3::ENSG00000154813.5	2.0717468150107e-28	5.96781468255367e-25	DriverPower	Skin-Melanoma
gc19_pc.promCore::gencode::AC040160.1::ENSG00000237102.2	4.33502666200545e-28	1.09264347015847e-24	DriverPower	Skin-Melanoma
gc19_pc.promCore::gencode::RPS20::ENSG00000008988.5	5.05943478891004e-27	1.13353825648425e-23	DriverPower	Skin-Melanoma
gc19_pc.promCore::gencode::TMEM208::ENSG00000168701.14	1.38293874425107e-23	2.78855768390785e-20	DriverPower	Skin-Melanoma
gc19_pc.promCore::gencode::IQGAP1::ENSG00000140575.8	1.58002202990148e-21	2.89632401917577e-18	DriverPower	Skin-Melanoma
gc19_pc.promCore::gencode::RPS27::ENSG00000177954.7	1.81025384331016e-21	3.04182987470883e-18	DriverPower	Skin-Melanoma
gc19_pc.promCore::gencode::TRMT10C::ENSG00000174173.6	1.06095960527805e-20	1.52808496291619e-17	DriverPower	Skin-Melanoma
gc19_pc.promCore::gencode::FTH1::ENSG00000167996.11	4.35301074892913e-21	6.75185451856976e-18	DriverPower	Skin-Melanoma
gc19_pc.promCore::gencode::ARHGEF18::ENSG00000104880.13	3.89943939812184e-20	4.91426850148305e-17	DriverPower	Skin-Melanoma
gc19_pc.promCore::gencode::SMUG1::ENSG00000123415.10	3.57538056126822e-20	4.80626490916083e-17	DriverPower	Skin-Melanoma
gc19_pc.promCore::gencode::LRRC29::ENSG00000125122.10	3.40668634221877e-18	3.43462117022496e-15	DriverPower	Skin-Melanoma
gc19_pc.promCore::gencode::RPL34::ENSG00000109475.12	9.18834078393492e-19	1.08984531510155e-15	DriverPower	Skin-Melanoma
gc19_pc.promCore::gencode::GMCL1::ENSG00000087338.4	1.92359838814211e-18	2.15485766102764e-15	DriverPower	Skin-Melanoma
