chr	start	end	element_ID	p-value
chr5	1295104	1295362	gc19_pc.promCore::gencode::TERT::ENSG00000164362.14	0.00011054609772275
chr11	64794679	64795219	gc19_pc.promCore::gencode::SNX15::ENSG00000110025.8	0.00515463917525773
chr17	44249509	44302933	gc19_pc.promCore::gencode::KANSL1::ENSG00000120071.8	0.00925925925925926
chr1	211307115	211307657	gc19_pc.promCore::gencode::KCNH1::ENSG00000143473.7	0.0129032258064516
chr9	37800298	37800863	gc19_pc.promCore::gencode::DCAF10::ENSG00000122741.11	0.0143540669856459
chr17	48171900	48181887	gc19_pc.promCore::gencode::PDK2::ENSG00000005882.7	0.0154639175257732
chr2	216878146	216899019	gc19_pc.promCore::gencode::MREG::ENSG00000118242.11	0.0168539325842697
chr17	73775255	73781767	gc19_pc.promCore::gencode::H3F3B::ENSG00000132475.4	0.0206185567010309
chr6	26032288	26032488	gc19_pc.promCore::gencode::HIST1H3B::ENSG00000124693.2	0.0212765957446809
chr19	20277836	20278282	gc19_pc.promCore::gencode::ZNF486::ENSG00000256229.3	0.0277777777777778
chr18	11851194	11851510	gc19_pc.promCore::gencode::CHMP1B::ENSG00000255112.2	0.0303030303030303
chr1	152009311	152009711	gc19_pc.promCore::gencode::S100A11::ENSG00000163191.5	0.0344827586206897
chr7	5569413	5603615	gc19_pc.promCore::gencode::ACTB::ENSG00000075624.9	0.0360824742268041
chr12	106751235	106775949	gc19_pc.promCore::gencode::POLR3B::ENSG00000013503.5	0.0373831775700935
chr7	148287456	148287856	gc19_pc.promCore::gencode::C7orf33::ENSG00000170279.2	0.0419161676646707
chr11	68227985	68377618	gc19_pc.promCore::gencode::PPP6R3::ENSG00000110075.10	0.0430622009569378
chr6	13615358	13615923	gc19_pc.promCore::gencode::NOL7::ENSG00000225921.2	0.0445859872611465
chrX	47509687	47510203	gc19_pc.promCore::gencode::ELK1::ENSG00000126767.13	0.0458015267175573
