chr	start	end	element_ID	p-value
chr12	69201755	69203206	gc19_pc.promCore::gencode::MDM2::ENSG00000135679.17	0.00019999800002
chr11	8703757	8706005	gc19_pc.promCore::gencode::RPL27A::ENSG00000166441.8	0.000325781876503609
chr6	21593771	21594270	gc19_pc.promCore::gencode::SOX4::ENSG00000124766.4	0.00476190476190476
chr19	41256341	41257313	gc19_pc.promCore::gencode::SNRPA::ENSG00000077312.4	0.00588235294117647
chr7	132937628	133615421	gc19_pc.promCore::gencode::EXOC4::ENSG00000131558.10	0.00710992890071099
chr1	173837019	173838293	gc19_pc.promCore::gencode::ZBTB37::ENSG00000185278.10	0.0072202166064982
chr19	32836299	32836824	gc19_pc.promCore::gencode::ZNF507::ENSG00000168813.12	0.0075187969924812
chr12	32259568	32481535	gc19_pc.promCore::gencode::BICD1::ENSG00000151746.9	0.01
chr16	1470633	1479545	gc19_pc.promCore::gencode::C16orf91::ENSG00000174109.3	0.0117647058823529
chr4	124317749	124321322	gc19_pc.promCore::gencode::SPRY1::ENSG00000164056.6	0.0141509433962264
chr17	8021776	8022565	gc19_pc.promCore::gencode::ALOXE3::ENSG00000179148.5	0.0182370820668693
chr8	109455629	109462859	gc19_pc.promCore::gencode::EMC2::ENSG00000104412.3	0.0196078431372549
chr2	85788432	85788855	gc19_pc.promCore::gencode::GGCX::ENSG00000115486.7	0.0205882352941176
chrX	153769213	153776261	gc19_pc.promCore::gencode::IKBKG::ENSG00000073009.8	0.021021021021021
chr5	95767664	95770047	gc19_pc.promCore::gencode::PCSK1::ENSG00000175426.6	0.0217391304347826
chr6	84302501	84419610	gc19_pc.promCore::gencode::SNAP91::ENSG00000065609.10	0.0222222222222222
chr8	80678510	80680298	gc19_pc.promCore::gencode::HEY1::ENSG00000164683.12	0.0233644859813084
chr1	154928380	154928797	gc19_pc.promCore::gencode::PBXIP1::ENSG00000163346.12	0.0235294117647059
chr15	48937718	48938246	gc19_pc.promCore::gencode::FBN1::ENSG00000166147.9	0.0246305418719212
chr19	3612431	3627013	gc19_pc.promCore::gencode::CACTIN::ENSG00000105298.9	0.0264705882352941
chr19	12944564	12958632	gc19_pc.promCore::gencode::MAST1::ENSG00000105613.5	0.0286624203821656
chr6	30709780	30710710	gc19_pc.promCore::gencode::FLOT1::ENSG00000137312.10	0.032171581769437
