chr	start	end	element_ID	p-value
chr11	62600339	62609481	gc19_pc.promCore::gencode::WDR74::ENSG00000133316.11	9.99990000099999e-06
chr18	60985899	60987561	gc19_pc.promCore::gencode::BCL2::ENSG00000171791.10	0.00149998500015
chr4	40192472	40202163	gc19_pc.promCore::gencode::RHOH::ENSG00000168421.8	0.00452488687782805
chr6	12290395	12290795	gc19_pc.promCore::gencode::EDN1::ENSG00000078401.6	0.0075187969924812
chr1	35658650	35658949	gc19_pc.promCore::gencode::SFPQ::ENSG00000116560.6	0.00833333333333333
chr4	152096515	152149382	gc19_pc.promCore::gencode::SH3D19::ENSG00000109686.12	0.0181818181818182
chr16	69598796	69680910	gc19_pc.promCore::gencode::NFAT5::ENSG00000102908.16	0.0184331797235023
chr8	106330719	106800925	gc19_pc.promCore::gencode::ZFPM2::ENSG00000169946.9	0.018957345971564
chr6	119670706	119671126	gc19_pc.promCore::gencode::MAN1A1::ENSG00000111885.5	0.0205761316872428
chr12	78224484	78593055	gc19_pc.promCore::gencode::NAV3::ENSG00000067798.9	0.0217391304347826
chr6	31865361	31900324	gc19_pc.promCore::gencode::C2::ENSG00000166278.10	0.0258620689655172
chr11	33278017	33280076	gc19_pc.promCore::gencode::HIPK3::ENSG00000110422.7	0.0316205533596838
chr7	134428802	134605385	gc19_pc.promCore::gencode::CALD1::ENSG00000122786.15	0.032520325203252
chr15	51973349	51973928	gc19_pc.promCore::gencode::SCG3::ENSG00000104112.4	0.0329218106995885
chr15	62457282	62457682	gc19_pc.promCore::gencode::C2CD4B::ENSG00000205502.3	0.0350877192982456
chr13	102104765	102250694	gc19_pc.promCore::gencode::ITGBL1::ENSG00000198542.9	0.0350877192982456
chr5	172385531	172386876	gc19_pc.promCore::gencode::RPL26L1::ENSG00000037241.3	0.036
chr17	18584964	18585772	gc19_pc.promCore::gencode::ZNF286B::ENSG00000249459.4	0.0365853658536585
chr14	23245241	23299229	gc19_pc.promCore::gencode::SLC7A7::ENSG00000155465.14	0.037037037037037
chrX	86772551	86772896	gc19_pc.promCore::gencode::KLHL4::ENSG00000102271.9	0.0377358490566038
chr8	26148806	26151161	gc19_pc.promCore::gencode::PPP2R2A::ENSG00000221914.4	0.043010752688172
chr18	56529631	56587954	gc19_pc.promCore::gencode::ZNF532::ENSG00000074657.9	0.046875
chr6	11232691	11382781	gc19_pc.promCore::gencode::NEDD9::ENSG00000111859.12	0.0486486486486487
chr8	86129751	86132850	gc19_pc.promCore::gencode::C8orf59::ENSG00000176731.7	0.0506329113924051
chr17	40687989	40693308	gc19_pc.promCore::gencode::NAGLU::ENSG00000108784.5	0.0555555555555556
chr6	30687777	30689675	gc19_pc.promCore::gencode::TUBB::ENSG00000196230.8	0.0557768924302789
chr16	6068894	7704067	gc19_pc.promCore::gencode::RBFOX1::ENSG00000078328.15	0.0571428571428571
chr4	103746499	103790241	gc19_pc.promCore::gencode::UBE2D3::ENSG00000109332.15	0.0575916230366492
chrX	16737554	16737847	gc19_pc.promCore::gencode::SYAP1::ENSG00000169895.5	0.0588235294117647
chr11	119991408	120056437	gc19_pc.promCore::gencode::TRIM29::ENSG00000137699.12	0.0594059405940594
chr16	57769441	57787568	gc19_pc.promCore::gencode::KATNB1::ENSG00000140854.8	0.0597609561752988
chr8	110656143	110656543	gc19_pc.promCore::gencode::RP11-422N16.3::ENSG00000248050.1	0.0625
chr4	95263827	95264227	gc19_pc.promCore::gencode::HPGDS::ENSG00000163106.6	0.0648648648648649
chr9	35096017	35096779	gc19_pc.promCore::gencode::PIGO::ENSG00000165282.9	0.0669291338582677
chr1	100503452	100524426	gc19_pc.promCore::gencode::HIAT1::ENSG00000156875.9	0.0675105485232067
chrX	114795308	114874950	gc19_pc.promCore::gencode::PLS3::ENSG00000102024.13	0.072463768115942
chr16	34256306	34256706	gc19_pc.promCore::gencode::CTD-2144E22.5::ENSG00000179755.2	0.0731707317073171
chr1	155880615	155881395	gc19_pc.promCore::gencode::RIT1::ENSG00000143622.6	0.0740740740740741
chr1	26856057	26898960	gc19_pc.promCore::gencode::RPS6KA1::ENSG00000117676.9	0.0740740740740741
chr20	43538502	43564302	gc19_pc.promCore::gencode::PABPC1L::ENSG00000101104.8	0.0775510204081633
chr19	15751506	15752225	gc19_pc.promCore::gencode::CYP4F3::ENSG00000186529.10	0.0813008130081301
chr6	25962829	25963474	gc19_pc.promCore::gencode::TRIM38::ENSG00000112343.8	0.0824742268041237
chr7	27687175	27702814	gc19_pc.promCore::gencode::HIBADH::ENSG00000106049.4	0.0828402366863905
chr22	31741588	31742418	gc19_pc.promCore::gencode::PATZ1::ENSG00000100105.13	0.08300395256917
chr11	66247283	66249630	gc19_pc.promCore::gencode::DPP3::ENSG00000254986.3	0.0833333333333333
chr10	95462131	95462529	gc19_pc.promCore::gencode::FRA10AC1::ENSG00000148690.10	0.087719298245614
chr19	2236071	2237903	gc19_pc.promCore::gencode::PLEKHJ1::ENSG00000104886.5	0.0925925925925926
chr20	62688445	62697763	gc19_pc.promCore::gencode::TCEA2::ENSG00000171703.12	0.0945507195507195
chr2	74055885	74056357	gc19_pc.promCore::gencode::STAMBP::ENSG00000124356.11	0.0977777777777778
chr3	142683138	142755124	gc19_pc.promCore::gencode::U2SURP::ENSG00000163714.13	0.0991735537190083
chr7	32529512	32535095	gc19_pc.promCore::gencode::LSM5::ENSG00000106355.5	0.100806451612903
chr17	60004587	60005577	gc19_pc.promCore::gencode::INTS2::ENSG00000108506.7	0.101321585903084
chrX	49091726	49092096	gc19_pc.promCore::gencode::CCDC22::ENSG00000101997.8	0.101604278074866
chr9	127357887	127533789	gc19_pc.promCore::gencode::NR6A1::ENSG00000148200.12	0.101694915254237
chr3	47323488	47325141	gc19_pc.promCore::gencode::KIF9::ENSG00000088727.8	0.101851851851852
chr12	67662860	67692951	gc19_pc.promCore::gencode::CAND1::ENSG00000111530.8	0.102941176470588
chr4	83280592	83295856	gc19_pc.promCore::gencode::HNRNPD::ENSG00000138668.14	0.103734439834025
