chr	start	end	element_ID	p-value
chr14	21699381	21737853	gc19_pc.promCore::gencode::HNRNPC::ENSG00000092199.13	0.00892857142857143
chr6	26156358	26156618	gc19_pc.promCore::gencode::HIST1H1E::ENSG00000168298.4	0.0102040816326531
chr12	113007983	113266323	gc19_pc.promCore::gencode::RPH3A::ENSG00000089169.10	0.0155038759689922
chr16	46723357	46724882	gc19_pc.promCore::gencode::ORC6::ENSG00000091651.4	0.0178571428571429
chr11	27493849	27494522	gc19_pc.promCore::gencode::LGR4::ENSG00000205213.9	0.0194174757281553
chr12	113623256	113623546	gc19_pc.promCore::gencode::C12orf52::ENSG00000139405.11	0.0232558139534884
chr12	49523696	49525380	gc19_pc.promCore::gencode::TUBA1B::ENSG00000123416.11	0.0245901639344262
chr18	47086868	47088656	gc19_pc.promCore::gencode::LIPG::ENSG00000101670.7	0.0267857142857143
chr16	67022291	67034520	gc19_pc.promCore::gencode::CES4A::ENSG00000172824.10	0.0327868852459016
chr2	37423430	37423865	gc19_pc.promCore::gencode::AC007390.5::ENSG00000218739.5	0.036036036036036
chr15	35046966	35047366	gc19_pc.promCore::gencode::GJD2::ENSG00000159248.4	0.0396039603960396
chr6	87862350	87943441	gc19_pc.promCore::gencode::ZNF292::ENSG00000188994.8	0.0422535211267606
chr11	69589971	69590371	gc19_pc.promCore::gencode::FGF4::ENSG00000075388.2	0.0427350427350427
chr10	18940351	18940751	gc19_pc.promCore::gencode::NSUN6::ENSG00000241058.1	0.0476190476190476
chr7	22233415	22396963	gc19_pc.promCore::gencode::RAPGEF5::ENSG00000136237.14	0.0526315789473684
chr3	189349015	189507789	gc19_pc.promCore::gencode::TP63::ENSG00000073282.8	0.0561797752808989
chr17	48711937	48751175	gc19_pc.promCore::gencode::ABCC3::ENSG00000108846.11	0.0573770491803279
chr3	170626187	170626682	gc19_pc.promCore::gencode::EIF5A2::ENSG00000163577.3	0.0614035087719298
chr11	67159222	67159611	gc19_pc.promCore::gencode::RAD9A::ENSG00000172613.3	0.0655737704918033
chr16	57126248	57153310	gc19_pc.promCore::gencode::CPNE2::ENSG00000140848.12	0.0737704918032787
chr3	78683530	79817165	gc19_pc.promCore::gencode::ROBO1::ENSG00000169855.15	0.0769230769230769
chr3	11610198	11762420	gc19_pc.promCore::gencode::VGLL4::ENSG00000144560.9	0.0769230769230769
chr6	7107629	7139677	gc19_pc.promCore::gencode::RREB1::ENSG00000124782.15	0.0789473684210526
chr5	169659250	169660149	gc19_pc.promCore::gencode::C5orf58::ENSG00000234511.4	0.08
