chr	start	end	element_ID	p-value
chr5	1295104	1295362	gc19_pc.promCore::gencode::TERT::ENSG00000164362.14	4.97487687179742e-05
chr6	26103903	26104175	gc19_pc.promCore::gencode::HIST1H4C::ENSG00000197061.3	0.00985221674876847
chr12	119419099	119419499	gc19_pc.promCore::gencode::SRRM4::ENSG00000139767.4	0.0147783251231527
chrX	70473779	70475196	gc19_pc.promCore::gencode::ZMYM3::ENSG00000147130.10	0.0197044334975369
chr17	2496303	2573761	gc19_pc.promCore::gencode::PAFAH1B1::ENSG00000007168.8	0.0246305418719212
chr3	25657232	25706598	gc19_pc.promCore::gencode::TOP2B::ENSG00000077097.9	0.0295566502463054
chr4	153700888	153701336	gc19_pc.promCore::gencode::ARFIP1::ENSG00000164144.10	0.0344827586206897
chr17	72744590	72758341	gc19_pc.promCore::gencode::SLC9A3R1::ENSG00000109062.5	0.0394088669950739
chr1	200589662	200590062	gc19_pc.promCore::gencode::KIF14::ENSG00000118193.7	0.0443349753694581
chr10	103542970	103543370	gc19_pc.promCore::gencode::NPM3::ENSG00000107833.6	0.0492610837438424
chr12	51717699	51718652	gc19_pc.promCore::gencode::BIN2::ENSG00000110934.6	0.0541871921182266
chr2	231577359	231578462	gc19_pc.promCore::gencode::CAB39::ENSG00000135932.6	0.0591133004926108
chr11	126225354	126276817	gc19_pc.promCore::gencode::ST3GAL4::ENSG00000110080.14	0.0640394088669951
chr13	19755972	19756372	gc19_pc.promCore::gencode::RP11-408E5.4::ENSG00000121388.4	0.0693069306930693
chr12	1703232	1703531	gc19_pc.promCore::gencode::FBXL14::ENSG00000171823.6	0.0738916256157636
chr11	58480122	58499647	gc19_pc.promCore::gencode::GLYAT::ENSG00000149124.6	0.0792079207920792
chr12	58148680	58151469	gc19_pc.promCore::gencode::MARCH9::ENSG00000139266.5	0.083743842364532
chr8	98290072	98290376	gc19_pc.promCore::gencode::TSPYL5::ENSG00000180543.3	0.0886699507389163
chr2	148601885	148602384	gc19_pc.promCore::gencode::ACVR2A::ENSG00000121989.10	0.0940594059405941
chr3	12882181	12883287	gc19_pc.promCore::gencode::RPL32::ENSG00000144713.8	0.0985221674876847
chr1	214637946	214724766	gc19_pc.promCore::gencode::PTPN14::ENSG00000152104.7	0.103448275862069
chr20	56265480	56286741	gc19_pc.promCore::gencode::PMEPA1::ENSG00000124225.11	0.108374384236453
chr1	201976872	201979971	gc19_pc.promCore::gencode::ELF3::ENSG00000163435.11	0.118226600985222
chr14	24664340	24682879	gc19_pc.promCore::gencode::TM9SF1::ENSG00000100926.10	0.118226600985222
chr14	24682479	24682879	gc19_pc.promCore::gencode::TM9SF1::ENSG00000254692.1	0.118226600985222
chr3	155523855	155524340	gc19_pc.promCore::gencode::C3orf33::ENSG00000174928.11	0.123152709359606
chr17	42147902	42152301	gc19_pc.promCore::gencode::G6PC3::ENSG00000141349.4	0.12807881773399
chr5	36606256	36608525	gc19_pc.promCore::gencode::SLC1A3::ENSG00000079215.9	0.133004926108374
chr15	59157173	59324022	gc19_pc.promCore::gencode::RNF111::ENSG00000157450.11	0.137931034482759
chr7	107642287	107643900	gc19_pc.promCore::gencode::LAMB1::ENSG00000091136.9	0.142857142857143
chrX	84498796	84510936	gc19_pc.promCore::gencode::ZNF711::ENSG00000147180.12	0.148514851485149
chr11	65686527	65687394	gc19_pc.promCore::gencode::DRAP1::ENSG00000175550.3	0.152709359605911
chr19	15343043	15344446	gc19_pc.promCore::gencode::EPHX3::ENSG00000105131.3	0.157635467980296
chr14	90422045	90451702	gc19_pc.promCore::gencode::TDP1::ENSG00000042088.9	0.16256157635468
chr4	40477566	40633092	gc19_pc.promCore::gencode::RBM47::ENSG00000163694.10	0.167487684729064
chr5	43397166	43412693	gc19_pc.promCore::gencode::CCL28::ENSG00000151882.7	0.177339901477833
chr3	156271714	156273173	gc19_pc.promCore::gencode::SSR3::ENSG00000114850.2	0.182266009852217
chr2	70519708	70521103	gc19_pc.promCore::gencode::SNRPG::ENSG00000143977.9	0.187192118226601
chr7	93628831	93633894	gc19_pc.promCore::gencode::BET1::ENSG00000105829.7	0.192118226600985
chrX	38660484	38663185	gc19_pc.promCore::gencode::MID1IP1::ENSG00000165175.11	0.198019801980198
chr9	99212282	99212561	gc19_pc.promCore::gencode::HABP4::ENSG00000130956.9	0.201970443349754
chr10	91174142	91174718	gc19_pc.promCore::gencode::IFIT5::ENSG00000152778.7	0.206896551724138
chr19	39109534	39110050	gc19_pc.promCore::gencode::EIF3K::ENSG00000178982.5	0.211822660098522
chr12	81719389	82153532	gc19_pc.promCore::gencode::PPFIA2::ENSG00000139220.12	0.217821782178218
chr9	32573058	32573360	gc19_pc.promCore::gencode::NDUFB6::ENSG00000165264.6	0.221674876847291
chr17	58469589	58500069	gc19_pc.promCore::gencode::C17orf64::ENSG00000141371.8	0.231527093596059
chr11	115111500	115375875	gc19_pc.promCore::gencode::CADM1::ENSG00000182985.12	0.236453201970443
chr18	52942702	53332218	gc19_pc.promCore::gencode::TCF4::ENSG00000196628.9	0.241379310344828
chr8	31496701	32579520	gc19_pc.promCore::gencode::NRG1::ENSG00000157168.14	0.246305418719212
chr11	124621889	124622334	gc19_pc.promCore::gencode::VSIG2::ENSG00000019102.7	0.251231527093596
chr21	39528927	39669047	gc19_pc.promCore::gencode::KCNJ15::ENSG00000157551.13	0.25615763546798
chr17	53046007	53077376	gc19_pc.promCore::gencode::STXBP4::ENSG00000166263.9	0.261083743842365
chr4	128702775	128704903	gc19_pc.promCore::gencode::HSPA4L::ENSG00000164070.7	0.266009852216749
chr6	109416112	109477193	gc19_pc.promCore::gencode::CEP57L1::ENSG00000183137.10	0.270935960591133
chr8	41347714	41348372	gc19_pc.promCore::gencode::GOLGA7::ENSG00000147533.12	0.275862068965517
chr20	60757892	60758306	gc19_pc.promCore::gencode::MTG2::ENSG00000101181.13	0.280788177339901
chr12	113587462	113591234	gc19_pc.promCore::gencode::CCDC42B::ENSG00000186710.7	0.300492610837438
chr20	44420375	44422803	gc19_pc.promCore::gencode::DNTTIP1::ENSG00000101457.8	0.300492610837438
chr2	198482419	198540969	gc19_pc.promCore::gencode::RFTN2::ENSG00000162944.6	0.300492610837438
chr15	43200273	43213207	gc19_pc.promCore::gencode::TTBK2::ENSG00000128881.12	0.300492610837438
chr2	196620722	196933736	gc19_pc.promCore::gencode::DNAH7::ENSG00000118997.9	0.306930693069307
chr9	86586009	86595769	gc19_pc.promCore::gencode::HNRNPK::ENSG00000165119.14	0.310344827586207
chr17	30661362	30677242	gc19_pc.promCore::gencode::C17orf75::ENSG00000108666.5	0.315270935960591
chr19	8477953	8483488	gc19_pc.promCore::gencode::MARCH2::ENSG00000099785.6	0.320197044334975
chr11	1629615	1629893	gc19_pc.promCore::gencode::KRTAP5-3::ENSG00000196224.7	0.334975369458128
chr2	7057322	7137270	gc19_pc.promCore::gencode::RNF144A::ENSG00000151692.10	0.334975369458128
chr9	130517120	130541220	gc19_pc.promCore::gencode::SH2D3C::ENSG00000095370.15	0.334975369458128
chr1	247670159	247712648	gc19_pc.promCore::gencode::GCSAML::ENSG00000169224.8	0.344827586206897
chrX	100352977	100355625	gc19_pc.promCore::gencode::CENPI::ENSG00000102384.9	0.346534653465347
chr1	6484647	6511872	gc19_pc.promCore::gencode::ESPN::ENSG00000187017.10	0.349753694581281
chr13	113344442	113530322	gc19_pc.promCore::gencode::ATP11A::ENSG00000068650.14	0.359605911330049
chr18	49357	50440	gc19_pc.promCore::gencode::RP11-683L23.1::ENSG00000173213.7	0.364532019704433
chrX	106959431	107020772	gc19_pc.promCore::gencode::TSC22D3::ENSG00000157514.12	0.371287128712871
chr7	27169610	27170618	gc19_pc.promCore::gencode::HOXA4::ENSG00000197576.9	0.374384236453202
chr14	32545119	32547636	gc19_pc.promCore::gencode::ARHGAP5::ENSG00000100852.8	0.379310344827586
chr19	51527267	51531495	gc19_pc.promCore::gencode::KLK11::ENSG00000167757.9	0.38423645320197
chr2	165630064	165700389	gc19_pc.promCore::gencode::COBLL1::ENSG00000082438.11	0.389162561576355
chr14	51561657	51562979	gc19_pc.promCore::gencode::TRIM9::ENSG00000100505.9	0.394088669950739
chrX	119602647	119603420	gc19_pc.promCore::gencode::LAMP2::ENSG00000005893.11	0.400990099009901
chr17	40912592	40913475	gc19_pc.promCore::gencode::RAMP2::ENSG00000131477.6	0.403940886699507
chr11	44747814	44928157	gc19_pc.promCore::gencode::TSPAN18::ENSG00000157570.7	0.408866995073892
chr2	128293177	128377800	gc19_pc.promCore::gencode::MYO7B::ENSG00000169994.14	0.413793103448276
chr7	140043089	140104310	gc19_pc.promCore::gencode::SLC37A3::ENSG00000157800.13	0.41871921182266
chr12	23737346	24104166	gc19_pc.promCore::gencode::SOX5::ENSG00000134532.11	0.425742574257426
chr16	68021683	68071926	gc19_pc.promCore::gencode::DUS2::ENSG00000167264.13	0.428571428571429
chrX	106397264	106449870	gc19_pc.promCore::gencode::NUP62CL::ENSG00000198088.6	0.435643564356436
chr7	23749585	23750196	gc19_pc.promCore::gencode::STK31::ENSG00000196335.8	0.438423645320197
