chr	start	end	element_ID	p-value
chr5	127873505	128301420	gc19_pc.promCore::gencode::SLC27A6::ENSG00000113396.8	0.00033288948069241
chr16	70296064	70323646	gc19_pc.promCore::gencode::AARS::ENSG00000090861.11	0.00317460317460317
chr9	125026681	125033170	gc19_pc.promCore::gencode::MRRF::ENSG00000148187.13	0.00423728813559322
chr3	50358179	50360537	gc19_pc.promCore::gencode::HYAL2::ENSG00000068001.9	0.00602409638554217
chr15	75315695	75335761	gc19_pc.promCore::gencode::PPCDC::ENSG00000138621.7	0.00643086816720257
chr2	207024108	207024530	gc19_pc.promCore::gencode::EEF1B2::ENSG00000114942.9	0.00694444444444444
chr9	86284006	86323318	gc19_pc.promCore::gencode::UBQLN1::ENSG00000135018.9	0.00892857142857143
chr19	7694251	7694651	gc19_pc.promCore::gencode::XAB2::ENSG00000076924.7	0.0123456790123457
chr1	8422704	8877902	gc19_pc.promCore::gencode::RERE::ENSG00000142599.13	0.0128617363344051
chr6	27782518	27782807	gc19_pc.promCore::gencode::HIST1H2AJ::ENSG00000182611.3	0.0151515151515152
chr15	65476622	65477880	gc19_pc.promCore::gencode::CLPX::ENSG00000166855.5	0.0192926045016077
chr19	58978222	58978662	gc19_pc.promCore::gencode::ZNF324::ENSG00000083812.7	0.0193798449612403
chr22	50963833	50964998	gc19_pc.promCore::gencode::SCO2::ENSG00000130489.8	0.0222222222222222
chr2	32288479	32288900	gc19_pc.promCore::gencode::SPAST::ENSG00000021574.7	0.024390243902439
chr2	85766087	85766964	gc19_pc.promCore::gencode::MAT2A::ENSG00000168906.8	0.0257234726688103
chr8	91093549	91107903	gc19_pc.promCore::gencode::CALB1::ENSG00000104327.3	0.0261437908496732
chr10	16859182	16859727	gc19_pc.promCore::gencode::RSU1::ENSG00000148484.13	0.032258064516129
chr20	1974194	1974932	gc19_pc.promCore::gencode::PDYN::ENSG00000101327.4	0.0324675324675325
chr18	20378023	20596958	gc19_pc.promCore::gencode::RBBP8::ENSG00000101773.12	0.0337423312883436
chr14	23503736	23504639	gc19_pc.promCore::gencode::PSMB5::ENSG00000100804.14	0.0353697749196141
chr14	47120939	47121228	gc19_pc.promCore::gencode::RPL10L::ENSG00000165496.3	0.0357142857142857
chr22	22020072	22020557	gc19_pc.promCore::gencode::PPIL2::ENSG00000100023.13	0.0362903225806452
chr1	241031988	241520730	gc19_pc.promCore::gencode::RGS7::ENSG00000182901.11	0.0413223140495868
chr19	48389514	48389854	gc19_pc.promCore::gencode::SULT2A1::ENSG00000105398.3	0.0414012738853503
chr7	100181404	100187451	gc19_pc.promCore::gencode::FBXO24::ENSG00000106336.8	0.0418006430868167
chr5	65435598	65440862	gc19_pc.promCore::gencode::SREK1::ENSG00000153914.11	0.0446428571428571
chr19	47157714	47164595	gc19_pc.promCore::gencode::DACT3::ENSG00000197380.6	0.045016077170418
chr5	58295559	59784103	gc19_pc.promCore::gencode::PDE4D::ENSG00000113448.12	0.0473898707735157
chr11	61122013	61129971	gc19_pc.promCore::gencode::CYB561A3::ENSG00000162144.5	0.0489595104048959
chr11	118430937	118443885	gc19_pc.promCore::gencode::IFT46::ENSG00000118096.3	0.0514469453376206
chrX	100877586	100878550	gc19_pc.promCore::gencode::ARMCX3::ENSG00000102401.15	0.0523809523809524
chr19	47974920	47975625	gc19_pc.promCore::gencode::SLC8A2::ENSG00000118160.9	0.0546623794212219
chrX	129116385	129139363	gc19_pc.promCore::gencode::BCORL1::ENSG00000085185.11	0.0550847457627119
chr1	52521596	52522192	gc19_pc.promCore::gencode::BTF3L4::ENSG00000134717.13	0.0553846153846154
chr1	150898538	150899315	gc19_pc.promCore::gencode::SETDB1::ENSG00000143379.8	0.0578778135048231
chr13	28194702	28196228	gc19_pc.promCore::gencode::POLR1D::ENSG00000186184.11	0.0583941605839416
chr1	234040478	234350216	gc19_pc.promCore::gencode::SLC35F3::ENSG00000183780.8	0.0598006644518272
chr19	36248843	36250985	gc19_pc.promCore::gencode::C19orf55::ENSG00000167595.10	0.0604982206405694
chr16	30064210	30081098	gc19_pc.promCore::gencode::ALDOA::ENSG00000149925.12	0.0610932475884244
chr11	107328370	107328772	gc19_pc.promCore::gencode::CWF19L2::ENSG00000152404.11	0.0661157024793388
