id	p	q	method	tumor
enhancers::chr6:142705600-142706400::NA::NA	4.69515570249774e-24	1.44685918128171e-19	DriverPower	Bladder-TCC
enhancers::chr6:142705600-142706400::NA::NA	2.17226365683293e-11	6.69404768489635e-07	DriverPower	Breast-AdenoCA
enhancers::chr14:106321400-106328800::NA::NA	1.63056761409673e-22	5.0247571596005e-18	DriverPower	Lymph-BNHL
enhancers::chr14:106178000-106178600::NA::NA	1.38204109682365e-08	0.000212944892198589	DriverPower	Lymph-BNHL
enhancers::chr14:106321400-106328800::NA::NA	5.24113891024382e-16	1.61510936658074e-11	DriverPower	Lymph-CLL
enhancers::chr3:26409600-26410400::NA::NA	3.66800528193573e-10	1.13033250768131e-05	DriverPower	Skin-Melanoma
enhancers::chr4:139517000-139518000::NA::NA	2.70579544252943e-09	2.6556738946006e-05	DriverPower	Skin-Melanoma
enhancers::chr4:69328400-69332800::NA::NA	9.09571352562615e-10	1.40146754002848e-05	DriverPower	Skin-Melanoma
enhancers::chr8:108455400-108457400::NA::NA	3.44713641562903e-09	2.6556738946006e-05	DriverPower	Skin-Melanoma
enhancers::chr12:98150000-98152600::NA::NA	1.28751689032248e-08	7.93522409843548e-05	DriverPower	Skin-Melanoma
enhancers::chr5:153129200-153130000::NA::NA	8.84158848768567e-08	0.000340577988545652	DriverPower	Skin-Melanoma
enhancers::chr1:16934000-16936400::NA::NA	1.89562314255472e-07	0.000649061364010737	DriverPower	Skin-Melanoma
enhancers::chr3:26693400-26695200::NA::NA	5.80292534003367e-08	0.000271463538725457	DriverPower	Skin-Melanoma
enhancers::chr12:121133400-121141800::NA::NA	1.57727038113173e-06	0.0044186512786323	DriverPower	Skin-Melanoma
enhancers::chr2:163039600-163042800::NA::NA	6.56491168558646e-07	0.00202304318503032	DriverPower	Skin-Melanoma
enhancers::chr16:70190600-70191800::NA::NA	2.41996634821156e-06	0.0062144735822073	DriverPower	Skin-Melanoma
enhancers::chr20:41788200-41791600::NA::NA	6.16642254373768e-08	0.000271463538725457	DriverPower	Skin-Melanoma
enhancers::chr19:15482000-15483800::NA::NA	6.35198362450405e-06	0.0122339204607948	DriverPower	Skin-Melanoma
enhancers::chr8:108265200-108266400::NA::NA	3.30917359229832e-06	0.00784426872463578	DriverPower	Skin-Melanoma
enhancers::chr16:70605200-70608600::NA::NA	1.77526294594499e-05	0.0303925016345783	DriverPower	Skin-Melanoma
enhancers::chr18:37354800-37355600::NA::NA	1.01226441780349e-05	0.0183493766464897	DriverPower	Skin-Melanoma
enhancers::chr5:153020200-153021600::NA::NA	5.05601208926685e-06	0.0111290048959177	DriverPower	Skin-Melanoma
enhancers::chr2:6465400-6466400::NA::NA	1.9810103339179e-05	0.030523407225007	DriverPower	Skin-Melanoma
enhancers::chr16:9424000-9424800::NA::NA	3.51030687983245e-05	0.0450723403370487	DriverPower	Skin-Melanoma
enhancers::chr1:40880000-40880800::NA::NA	6.08757683722147e-05	0.0625315892719389	DriverPower	Skin-Melanoma
enhancers::chr2:230465800-230467000::NA::NA	1.9797059828741e-05	0.030523407225007	DriverPower	Skin-Melanoma
enhancers::chr16:9622000-9622600::NA::NA	3.23678773785798e-05	0.0433673264912311	DriverPower	Skin-Melanoma
enhancers::chr19:19103600-19105200::NA::NA	7.68711067166656e-05	0.074026875768149	DriverPower	Skin-Melanoma
enhancers::chr1:115906000-115908600::NA::NA	7.95744487385883e-05	0.0743080670402526	DriverPower	Skin-Melanoma
enhancers::chr15:91025200-91026800::NA::NA	0.000111824322492216	0.0931345492410843	DriverPower	Skin-Melanoma
enhancers::chr21:22194800-22196200::NA::NA	4.94782607995424e-05	0.0562792287498078	DriverPower	Skin-Melanoma
enhancers::chr3:68185400-68186000::NA::NA	2.49201072425894e-05	0.0365684773708398	DriverPower	Skin-Melanoma
enhancers::chr7:50300200-50307200::NA::NA	6.26194983302262e-06	0.0122339204607948	DriverPower	Skin-Melanoma
enhancers::chr9:81327400-81329200::NA::NA	0.000106145444013749	0.0908605000757695	DriverPower	Skin-Melanoma
enhancers::chr12:81307000-81307600::NA::NA	5.47891020310538e-05	0.058220033385826	DriverPower	Skin-Melanoma
enhancers::chr13:72233200-72234400::NA::NA	9.73617941587288e-05	0.0857228871084396	DriverPower	Skin-Melanoma
enhancers::chr8:108647400-108648400::NA::NA	5.09542762906833e-05	0.0562792287498078	DriverPower	Skin-Melanoma
enhancers::chr4:101219400-101221000::NA::NA	7.50798375681421e-05	0.074026875768149	DriverPower	Skin-Melanoma
enhancers::chr1:193448200-193450200::NA::NA	4.76576710861518e-05	0.0562792287498078	DriverPower	Skin-Melanoma
enhancers::chr10:45192000-45193000::NA::NA	9.69555501502767e-05	0.0857228871084396	DriverPower	Skin-Melanoma
enhancers::chr7:143154400-143156800::NA::NA	2.75304503576368e-05	0.0385626526464061	DriverPower	Skin-Melanoma
enhancers::chr11:56839400-56841200::NA::NA	5.11363708785896e-05	0.0562792287498078	DriverPower	Skin-Melanoma
enhancers::chr15:98255400-98256200::NA::NA	0.000120929103775781	0.0980671384724858	DriverPower	Skin-Melanoma
