id	p	q	method	tumor
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	0	0	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::KRAS::ENSG00000133703.7	0	0	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::VHL::ENSG00000134086.7	4.28532265307542e-103	2.88330792507758e-99	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::CTNNB1::ENSG00000168036.12	2.69689520019208e-96	1.08873659231754e-92	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::SMAD4::ENSG00000141646.9	5.35184838249279e-97	2.70067649001543e-93	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::PIK3CA::ENSG00000121879.3	8.43712624666606e-77	2.83838988814924e-73	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::PTEN::ENSG00000171862.5	4.514840915637e-65	1.30188662688761e-61	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::CDKN2A::ENSG00000147889.12	2.39664928611299e-61	6.04704573002383e-58	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::ARID1A::ENSG00000117713.13	8.44220195462263e-44	1.89339829393398e-40	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::APC::ENSG00000134982.12	5.05550413136297e-40	1.02045350891561e-36	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::PBRM1::ENSG00000163939.14	4.61082472821944e-28	8.46086337628268e-25	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::SETD2::ENSG00000181555.15	1.03369408368717e-20	1.73875958993546e-17	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::MAP2K4::ENSG00000065559.10	1.50306437147867e-16	2.3337964875613e-13	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::ARID2::ENSG00000189079.11	3.8356071093989e-13	5.16144863354778e-10	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::FBXW7::ENSG00000109670.9	6.16511645990574e-14	8.88877683879982e-11	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::ACVR2A::ENSG00000121989.10	2.97669522314403e-12	3.75528706744764e-09	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::BAP1::ENSG00000163930.5	2.68819368804011e-11	3.19183468194644e-08	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::RB1::ENSG00000139687.9	1.03368318581262e-10	1.15916083920154e-07	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::CDH1::ENSG00000039068.14	1.12732005166441e-10	1.19762922330769e-07	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::BRAF::ENSG00000157764.8	6.70968289601186e-10	6.77174746279997e-07	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::PIK3R1::ENSG00000145675.10	1.42597176732642e-09	1.37063048207066e-06	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::MAP3K1::ENSG00000095015.5	1.58898853075114e-08	1.28294933972847e-05	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::RNF43::ENSG00000108375.8	4.8591357289669e-09	4.26441976909552e-06	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::ARHGAP35::ENSG00000160007.13	6.42253784849512e-08	4.51687726591926e-05	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::AXIN1::ENSG00000103126.10	2.68156928358918e-08	2.08182599958645e-05	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::SPOP::ENSG00000121067.13	5.2314031245261e-09	4.39982800285664e-06	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::SF3B1::ENSG00000115524.11	6.713218626583e-08	4.51687726591926e-05	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::NRAS::ENSG00000213281.4	4.44108446388525e-09	4.07469499561471e-06	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::NFE2L2::ENSG00000116044.11	4.69707118835304e-08	3.51149562729282e-05	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::KEAP1::ENSG00000079999.9	2.13447254840549e-07	0.00013564718404333	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::ACVR1B::ENSG00000135503.8	6.49871706112762e-08	4.51687726591926e-05	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::SMARCA4::ENSG00000127616.13	1.34560096975678e-06	0.00077602730212973	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::TGFBR2::ENSG00000163513.13	2.15046316045904e-07	0.00013564718404333	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::MAP2K7::ENSG00000076984.13	3.51753620744587e-07	0.000215155964688772	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::EPHA2::ENSG00000142627.9	3.63931695527637e-06	0.00204054479839593	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::CBFB::ENSG00000067955.9	7.42566073992371e-07	0.000440844005986353	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::FOXA1::ENSG00000129514.4	9.60511703985212e-06	0.00523998074187608	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::ATP1A1::ENSG00000163399.11	1.10320272926245e-05	0.00586003870793749	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::PI15::ENSG00000137558.3	2.34180472821576e-05	0.0118173321097588	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::CDK12::ENSG00000167258.9	0.000209804798395783	0.0920632577308451	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::TBX3::ENSG00000135111.10	0.000119455146611964	0.0548000485082383	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::KLHL24::ENSG00000114796.11	2.17467052945843e-05	0.0112553140095175	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::ARFGEF2::ENSG00000124198.8	0.000126839059875107	0.0568943649684228	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::CDKN1B::ENSG00000111276.6	3.97688944142265e-05	0.0195789057012479	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::TBL1XR1::ENSG00000177565.11	9.81473768008927e-05	0.0460722046680469	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::CDKN1A::ENSG00000124762.9	4.4546877237521e-05	0.0214090170723657	DriverPower	Adenocarcinoma_tumors
gc19_pc.cds::gencode::KRAS::ENSG00000133703.7	0	0	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	0	0	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::PIK3CA::ENSG00000121879.3	1.35235762398666e-98	9.09911288005691e-95	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::SMAD4::ENSG00000141646.9	1.45412259003035e-97	7.33786611994066e-94	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::CTNNB1::ENSG00000168036.12	1.215541803336e-93	4.08928521672287e-90	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::VHL::ENSG00000134086.7	1.8719847631877e-96	7.55720248898875e-93	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::PTEN::ENSG00000171862.5	9.89274369087148e-79	2.85264330571773e-75	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::CDKN2A::ENSG00000147889.12	5.76642806875105e-76	1.45494188209675e-72	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::ARID1A::ENSG00000117713.13	4.29785934678875e-52	9.63914343499232e-49	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::APC::ENSG00000134982.12	9.02961778057899e-43	1.82262834900987e-39	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::PBRM1::ENSG00000163939.14	1.61047784376466e-27	2.95522684330816e-24	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::SETD2::ENSG00000181555.15	1.36788544358772e-23	2.12390520606293e-20	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::NFE2L2::ENSG00000116044.11	7.95994837621581e-26	1.33892964978264e-22	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::FBXW7::ENSG00000109670.9	3.4121073413887e-16	4.30458666787068e-13	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::CDH1::ENSG00000039068.14	1.80308968337687e-16	2.4263576839308e-13	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::MAP2K4::ENSG00000065559.10	8.27383831057446e-17	1.19291018784961e-13	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::ARID2::ENSG00000189079.11	2.34176408774296e-14	2.62602822839398e-11	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::RB1::ENSG00000139687.9	1.92551218965105e-14	2.28626256165332e-11	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::MEN1::ENSG00000133895.10	8.44709555821277e-14	8.9739275706592e-11	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::BAP1::ENSG00000163930.5	6.85077588562493e-13	6.91414556256696e-10	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::ARHGAP35::ENSG00000160007.13	9.71228653821068e-12	8.9110228988083e-09	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::SF3B1::ENSG00000115524.11	7.85864990240938e-12	7.55365944191111e-09	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::ACVR2A::ENSG00000121989.10	1.84786178903968e-11	1.62169957442461e-08	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::BRAF::ENSG00000157764.8	4.19472271847631e-09	3.38681912289777e-06	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::PIK3R1::ENSG00000145675.10	4.36718993046793e-09	3.39045110563443e-06	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::MAP3K1::ENSG00000095015.5	1.01218728733516e-07	6.19121224086672e-05	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::ACVR1B::ENSG00000135503.8	3.7827843102327e-09	3.18147922091863e-06	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::SMARCA4::ENSG00000127616.13	1.13520384260629e-07	6.73943810676704e-05	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::KEAP1::ENSG00000079999.9	1.67035303308688e-08	1.16262330940892e-05	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::TGFBR2::ENSG00000163513.13	9.74632774031554e-09	7.2862824236396e-06	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::EPHA2::ENSG00000142627.9	7.1838103703036e-08	4.55578357285905e-05	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::RNF43::ENSG00000108375.8	1.53459946241604e-07	8.85025432824796e-05	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::CBFB::ENSG00000067955.9	1.49013652901743e-08	1.07422877993631e-05	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::SPOP::ENSG00000121067.13	3.67128548738726e-08	2.47016325209706e-05	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::CDKN1A::ENSG00000124762.9	7.22244609023976e-08	4.55578357285905e-05	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::AXIN1::ENSG00000103126.10	7.17180581529671e-07	0.000380955001004642	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::NF1::ENSG00000196712.12	9.43670176294124e-06	0.0045352339305945	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::NOTCH1::ENSG00000148400.9	0.000114623697212836	0.0444938332354057	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::CDKN1B::ENSG00000111276.6	3.09957426105046e-07	0.000169094341781902	DriverPower	Carcinoma_tumors
gc19_pc.cds::gencode::NRAS::ENSG00000213281.4	1.92920722160421e-07	0.000108169577133558	DriverPower	Carcinoma_tumors
