id	p	q	method	tumor
gc19_pc.cds::gencode::CDH1::ENSG00000039068.14	7.00984849785727e-06	0.007855703549932046	ExInAtor	Adenocarcinoma_tumors
gc19_pc.cds::gencode::FBXW7::ENSG00000109670.9	4.6265701168273497e-07	0.00071790132612801	ExInAtor	Adenocarcinoma_tumors
gc19_pc.cds::gencode::CBFB::ENSG00000067955.9	4.7297358133689504e-05	0.041481839490121075	ExInAtor	Adenocarcinoma_tumors
gc19_pc.cds::gencode::CDKN2A::ENSG00000147889.12	1.3446973311360202e-14	2.7125234563675798e-11	ExInAtor	Adenocarcinoma_tumors
gc19_pc.cds::gencode::RB1::ENSG00000139687.9	7.627052970783591e-06	0.008097521711928768	ExInAtor	Adenocarcinoma_tumors
gc19_pc.cds::gencode::GATA3::ENSG00000107485.11	3.4635229359999204e-05	0.033269611745233525	ExInAtor	Adenocarcinoma_tumors
gc19_pc.cds::gencode::ARID2::ENSG00000189079.11	5.35690247608071e-05	0.04322377469900003	ExInAtor	Adenocarcinoma_tumors
gc19_pc.cds::gencode::PTEN::ENSG00000171862.5	1.32946730901114e-35	3.831144936767531e-32	ExInAtor	Adenocarcinoma_tumors
gc19_pc.cds::gencode::KRAS::ENSG00000133703.7	1.673606182619409e-232	1.6879991957899358e-228	ExInAtor	Adenocarcinoma_tumors
gc19_pc.cds::gencode::CHRNB2::ENSG00000160716.4	5.3341638036669894e-05	0.04322377469900003	ExInAtor	Adenocarcinoma_tumors
gc19_pc.cds::gencode::CT45A5::ENSG00000242284.3	4.34685740819481e-05	0.039856730744593505	ExInAtor	Adenocarcinoma_tumors
gc19_pc.cds::gencode::HIST1H4D::ENSG00000188987.2	5.24071512628432e-06	0.0062185709133769	ExInAtor	Adenocarcinoma_tumors
gc19_pc.cds::gencode::VHL::ENSG00000134086.7	4.2879446398682694e-43	2.1624104818855684e-39	ExInAtor	Adenocarcinoma_tumors
gc19_pc.cds::gencode::ACVR2A::ENSG00000121989.10	1.35923628008866e-07	0.00022848761868290372	ExInAtor	Adenocarcinoma_tumors
gc19_pc.cds::gencode::CTNNB1::ENSG00000168036.12	3.32261819387812e-42	1.3404770841381885e-38	ExInAtor	Adenocarcinoma_tumors
gc19_pc.cds::gencode::AXIN1::ENSG00000103126.10	1.38561203509202e-06	0.0018633710647917487	ExInAtor	Adenocarcinoma_tumors
gc19_pc.cds::gencode::PBRM1::ENSG00000163939.14	3.15396651986905e-17	7.952726579849811e-14	ExInAtor	Adenocarcinoma_tumors
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	1.673606182619409e-232	1.6879991957899358e-228	ExInAtor	Adenocarcinoma_tumors
gc19_pc.cds::gencode::RPL22::ENSG00000116251.5	5.1003409176423205e-06	0.0062185709133769	ExInAtor	Adenocarcinoma_tumors
gc19_pc.cds::gencode::MAP2K4::ENSG00000065559.10	1.0503160910301401e-05	0.010593488094129992	ExInAtor	Adenocarcinoma_tumors
