id	p	q	method	tumor
gc19_pc.cds::gencode::IDH1::ENSG00000138413.9	9.21483470851571e-27	1.8600143859139e-22	DriverPower	CNS_tumors
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	1.14510884399044e-23	1.15570110079735e-19	DriverPower	CNS_tumors
gc19_pc.cds::gencode::PTCH1::ENSG00000185920.11	1.09768513843046e-17	7.38559150640628e-14	DriverPower	CNS_tumors
gc19_pc.cds::gencode::EGFR::ENSG00000146648.11	3.44254372483048e-16	1.73719362714258e-12	DriverPower	CNS_tumors
gc19_pc.cds::gencode::PTEN::ENSG00000171862.5	1.07239002078503e-10	4.32923851390918e-07	DriverPower	CNS_tumors
gc19_pc.cds::gencode::CTDNEP1::ENSG00000175826.7	6.81232831602773e-07	0.00229178078431699	DriverPower	CNS_tumors
gc19_pc.cds::gencode::SMO::ENSG00000128602.5	7.68701742093221e-06	0.022166063805931	DriverPower	CNS_tumors
gc19_pc.cds::gencode::PIK3CA::ENSG00000121879.3	3.39514338378951e-05	0.0856637115022392	DriverPower	CNS_tumors
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	0	0	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::KRAS::ENSG00000133703.7	0	0	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::CTNNB1::ENSG00000168036.12	2.09033554045488e-103	1.40644742946939e-99	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::SMAD4::ENSG00000141646.9	2.25350133144734e-102	1.13717310938161e-98	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::CDKN2A::ENSG00000147889.12	8.58697850610932e-70	3.46656322291633e-66	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::APC::ENSG00000134982.12	1.85052197345072e-48	6.22546433901713e-45	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::ARID1A::ENSG00000117713.13	2.8492676500052e-46	8.21606678790785e-43	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::PIK3CA::ENSG00000121879.3	2.22057810215704e-18	4.98026322133776e-15	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::PTEN::ENSG00000171862.5	3.71062738308289e-20	9.36237671594102e-17	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::ARID2::ENSG00000189079.11	3.80956479843059e-16	7.68960654563215e-13	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::MAP2K4::ENSG00000065559.10	4.03583566202672e-13	7.40575843981903e-10	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::ACVR2A::ENSG00000121989.10	5.07100363318492e-12	8.52985069465313e-09	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::AXIN1::ENSG00000103126.10	8.65922033789199e-10	1.34451048092577e-06	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::ALB::ENSG00000163631.12	1.61566743439547e-08	2.17414981088483e-05	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::RNF43::ENSG00000108375.8	7.77254700560917e-09	1.12063472363015e-05	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::NFE2L2::ENSG00000116044.11	8.35639444986059e-08	0.000105421138731523	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::FBXW7::ENSG00000109670.9	3.41040046892758e-07	0.000382438519251684	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::TGFBR2::ENSG00000163513.13	2.62090143624181e-07	0.000311193502885535	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::GNAS::ENSG00000087460.19	7.51670495238625e-06	0.00606898757855666	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::BAP1::ENSG00000163930.5	6.41766048629853e-07	0.000681791983768083	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::SMARCA4::ENSG00000127616.13	4.13428408300167e-06	0.00362828366153864	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::ZFP36L2::ENSG00000152518.5	1.48381502750414e-06	0.00149754031650856	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::SF3B1::ENSG00000115524.11	4.8228307182107e-06	0.00405620158529513	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::ACVR1B::ENSG00000135503.8	1.88208519213593e-06	0.00180904236206018	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::SOX9::ENSG00000125398.5	2.90035269170834e-06	0.0026610735946424	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::PCF11::ENSG00000165494.6	1.86669292383323e-05	0.0129928264370944	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::MAP2K7::ENSG00000076984.13	8.51903001951326e-06	0.00661371619014904	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::WASL::ENSG00000106299.7	1.51067303112774e-05	0.0108903339761833	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::BRAF::ENSG00000157764.8	3.13108783404851e-05	0.0210670026434231	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::CDKN1A::ENSG00000124762.9	1.37046962152124e-05	0.0102455293742245	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::RB1::ENSG00000139687.9	8.53385648088054e-05	0.050663497960757	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::KEAP1::ENSG00000079999.9	6.34092882747541e-05	0.0387853479947246	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::NRAS::ENSG00000213281.4	3.29953595698131e-05	0.0214842365456992	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::TCF7L2::ENSG00000148737.11	9.78895520224726e-05	0.0564543030735317	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::EPHA2::ENSG00000142627.9	0.000125862926388604	0.0686633288960536	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::HNF4A::ENSG00000101076.12	4.44030421955197e-05	0.0280086064598927	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::MYF6::ENSG00000111046.3	0.000109994790868679	0.0616734681578966	DriverPower	Digestive_tract_tumors
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	0	0	DriverPower	Female_reproductive_system_tumors
gc19_pc.cds::gencode::PIK3CA::ENSG00000121879.3	9.66954511192121e-81	9.75898840420648e-77	DriverPower	Female_reproductive_system_tumors
gc19_pc.cds::gencode::PTEN::ENSG00000171862.5	2.84203331670538e-29	1.91221474992327e-25	DriverPower	Female_reproductive_system_tumors
gc19_pc.cds::gencode::MAP3K1::ENSG00000095015.5	1.28584575792731e-15	6.4886991559407e-12	DriverPower	Female_reproductive_system_tumors
gc19_pc.cds::gencode::PIK3R1::ENSG00000145675.10	6.02038610831712e-13	2.43042987192762e-09	DriverPower	Female_reproductive_system_tumors
gc19_pc.cds::gencode::CBFB::ENSG00000067955.9	2.79540344394155e-11	9.40420308599336e-08	DriverPower	Female_reproductive_system_tumors
gc19_pc.cds::gencode::FBXW7::ENSG00000109670.9	4.01931118426949e-09	1.15899708934971e-05	DriverPower	Female_reproductive_system_tumors
gc19_pc.cds::gencode::ARID1A::ENSG00000117713.13	2.14603735651978e-07	0.000541472050516897	DriverPower	Female_reproductive_system_tumors
gc19_pc.cds::gencode::CDH1::ENSG00000039068.14	2.92164399786982e-07	0.000655259823300025	DriverPower	Female_reproductive_system_tumors
gc19_pc.cds::gencode::ARHGAP35::ENSG00000160007.13	6.54934222325273e-07	0.00132198472776356	DriverPower	Female_reproductive_system_tumors
gc19_pc.cds::gencode::AKT1::ENSG00000142208.11	2.69288407321233e-06	0.00452965541814923	DriverPower	Female_reproductive_system_tumors
gc19_pc.cds::gencode::GATA3::ENSG00000107485.11	6.18278632606483e-06	0.00959996476858605	DriverPower	Female_reproductive_system_tumors
gc19_pc.cds::gencode::KRAS::ENSG00000133703.7	2.4718417346177e-06	0.00452965541814923	DriverPower	Female_reproductive_system_tumors
gc19_pc.cds::gencode::RB1::ENSG00000139687.9	1.03431867104921e-05	0.0139184815834189	DriverPower	Female_reproductive_system_tumors
gc19_pc.cds::gencode::PPP2R1A::ENSG00000105568.13	1.53860370827497e-05	0.0194104474072065	DriverPower	Female_reproductive_system_tumors
gc19_pc.cds::gencode::MAP2K4::ENSG00000065559.10	8.44698466145005e-06	0.0121787418136692	DriverPower	Female_reproductive_system_tumors
gc19_pc.cds::gencode::CTCF::ENSG00000102974.10	1.9495781670234e-05	0.0231483737066867	DriverPower	Female_reproductive_system_tumors
gc19_pc.cds::gencode::IDH1::ENSG00000138413.9	1.68925274073403e-25	3.40975665717164e-21	DriverPower	Glioma_tumors
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	2.15790176609794e-23	2.17786235743435e-19	DriverPower	Glioma_tumors
gc19_pc.cds::gencode::EGFR::ENSG00000146648.11	9.21091547137634e-16	6.19741095965771e-12	DriverPower	Glioma_tumors
gc19_pc.cds::gencode::PTEN::ENSG00000171862.5	5.87345184105186e-09	2.9638906352908e-05	DriverPower	Glioma_tumors
gc19_pc.cds::gencode::VHL::ENSG00000134086.7	5.44181787129737e-141	1.09843093732137e-136	DriverPower	Kidney_tumors
gc19_pc.cds::gencode::PBRM1::ENSG00000163939.14	3.65532163072623e-54	3.68913335581045e-50	DriverPower	Kidney_tumors
gc19_pc.cds::gencode::SETD2::ENSG00000181555.15	5.43673363411828e-18	3.65801561348925e-14	DriverPower	Kidney_tumors
gc19_pc.cds::gencode::BAP1::ENSG00000163930.5	3.52467551578531e-09	1.77863938215316e-05	DriverPower	Kidney_tumors
gc19_pc.cds::gencode::PTEN::ENSG00000171862.5	7.15751024552596e-08	0.000288948688611883	DriverPower	Kidney_tumors
gc19_pc.cds::gencode::MTOR::ENSG00000198793.8	3.17026086374353e-06	0.00914167364780901	DriverPower	Kidney_tumors
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	2.91250095988257e-06	0.00914167364780901	DriverPower	Kidney_tumors
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	1.71580658580613e-77	3.46335559344968e-73	DriverPower	Lung_tumors
gc19_pc.cds::gencode::NFE2L2::ENSG00000116044.11	7.96909500469641e-23	8.04280913348985e-19	DriverPower	Lung_tumors
gc19_pc.cds::gencode::KRAS::ENSG00000133703.7	2.26170146857322e-10	1.52174813810501e-06	DriverPower	Lung_tumors
gc19_pc.cds::gencode::NOTCH1::ENSG00000148400.9	7.34248033640237e-07	0.00370519913975705	DriverPower	Lung_tumors
