id	p	q	method	tumor
gc19_pc.cds::gencode::KRAS::ENSG00000133703.7	9.999900000999989e-06	0.01859981400185998	compositeDriver	Biliary-AdenoCA
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	9.999900000999989e-06	0.01859981400185998	compositeDriver	Biliary-AdenoCA
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	9.999900000999989e-06	0.011974065925507656	compositeDriver	Bone-Osteosarc
gc19_pc.cds::gencode::CUL5::ENSG00000166266.9	1.94700258951344e-05	0.011974065925507656	compositeDriver	Bone-Osteosarc
gc19_pc.cds::gencode::AKT1::ENSG00000142208.11	9.999900000999989e-06	0.023214767852321475	compositeDriver	Breast-AdenoCa
gc19_pc.cds::gencode::PIK3CA::ENSG00000121879.3	9.999900000999989e-06	0.023214767852321475	compositeDriver	Breast-AdenoCa
gc19_pc.cds::gencode::SF3B1::ENSG00000115524.11	9.999900000999989e-06	0.023214767852321475	compositeDriver	Breast-AdenoCa
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	9.999900000999989e-06	0.023214767852321475	compositeDriver	Breast-AdenoCa
gc19_pc.cds::gencode::MCM7::ENSG00000166508.13	9.999900000999989e-06	0.012209877901220986	compositeDriver	Cervix-SCC
gc19_pc.cds::gencode::MON2::ENSG00000061987.10	1.9999800002e-05	0.012209877901220998	compositeDriver	Cervix-SCC
gc19_pc.cds::gencode::EGFR::ENSG00000146648.11	9.999900000999989e-06	0.04728952710472895	compositeDriver	CNS-GBM
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	1.9999800002e-05	0.047289527104729	compositeDriver	CNS-GBM
gc19_pc.cds::gencode::SMO::ENSG00000128602.5	9.999900000999989e-06	0.017330781561815	compositeDriver	CNS-Medullo
gc19_pc.cds::gencode::PRKAR1A::ENSG00000108946.10	1.9999800002e-05	0.017330781561815	compositeDriver	CNS-Medullo
gc19_pc.cds::gencode::TBR1::ENSG00000136535.10	2.45362645990774e-05	0.017330781561815	compositeDriver	CNS-Medullo
gc19_pc.cds::gencode::FBXW7::ENSG00000109670.9	8.99991000089999e-05	0.0476770232297677	compositeDriver	CNS-Medullo
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	0.00029999700002999996	0.07957068837897857	compositeDriver	CNS-Oligo
gc19_pc.cds::gencode::IDH1::ENSG00000138413.9	0.00037009622501850496	0.07957068837897857	compositeDriver	CNS-Oligo
gc19_pc.cds::gencode::FGFR1::ENSG00000077782.15	9.999900000999989e-06	0.0019099809001909978	compositeDriver	CNS-PiloAstro
gc19_pc.cds::gencode::APC::ENSG00000134982.12	9.999900000999989e-06	0.025051416152505137	compositeDriver	ColoRect-AdenoCA
gc19_pc.cds::gencode::KRAS::ENSG00000133703.7	9.999900000999989e-06	0.025051416152505137	compositeDriver	ColoRect-AdenoCA
gc19_pc.cds::gencode::MYH2::ENSG00000125414.14	9.999900000999989e-06	0.025051416152505137	compositeDriver	ColoRect-AdenoCA
gc19_pc.cds::gencode::PIK3CA::ENSG00000121879.3	9.999900000999989e-06	0.025051416152505137	compositeDriver	ColoRect-AdenoCA
gc19_pc.cds::gencode::SYNE1::ENSG00000131018.18	9.999900000999989e-06	0.025051416152505137	compositeDriver	ColoRect-AdenoCA
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	9.999900000999989e-06	0.025051416152505137	compositeDriver	ColoRect-AdenoCA
gc19_pc.cds::gencode::DST::ENSG00000151914.13	1.9999800002e-05	0.042945284832866	compositeDriver	ColoRect-AdenoCA
gc19_pc.cds::gencode::CDKN2A::ENSG00000147889.12	9.999900000999989e-06	0.041619583804161954	compositeDriver	Eso-AdenoCa
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	9.999900000999989e-06	0.041619583804161954	compositeDriver	Eso-AdenoCa
gc19_pc.cds::gencode::SMAD4::ENSG00000141646.9	1.9999800002e-05	0.05549277840554933	compositeDriver	Eso-AdenoCa
gc19_pc.cds::gencode::PIK3CA::ENSG00000121879.3	2.9999700003e-05	0.062429375706243	compositeDriver	Eso-AdenoCa
gc19_pc.cds::gencode::CDKN2A::ENSG00000147889.12	9.999900000999989e-06	0.01952313810195231	compositeDriver	Head-SCC
