binID	Length	Mu	nMut	PvalRaw	QvalRaw	nSample	nMutSample	PvalM	QvalM	nEigenAll	nEigen	fscore	MuAdj	Pval	Qval
enhancers::chr7:84158800-84159600::NA::NA	703	4.9264546704660395e-06	3	0.006440130662571096	0.08913156753084917	3	3	0.006440130662571096	0.09482081652217997	3.0	3.0	18.277766666666665	4.002854815830062e-06	0.0036361217924766936	0.408897808254825
enhancers::chr5:149417800-149418800::NA::NA	124	3.383435099172436e-06	2	0.0009778962835697027	0.08913156753084917	2	2	0.0009778962835697027	0.09482081652217997	2.0	2.0	5.86894	8.561633972087678e-06	0.005983198704082089	0.408897808254825
enhancers::chr6:12000600-12002200::NA::NA	382	4.563484560704612e-06	2	0.015376842280758229	0.09350359120263974	2	2	0.015376842280758229	0.10030385238101354	2.0	2.0	23.685499999999998	2.8613600195080306e-06	0.006328548790020409	0.408897808254825
enhancers::chr3:189626200-189627200::NA::NA	279	5.587726166055618e-06	2	0.012457942686057426	0.08913156753084917	2	2	0.012457942686057426	0.09482081652217997	2.0	2.0	16.22055	5.115970304710861e-06	0.010540338558406307	0.408897808254825
enhancers::chr5:87194400-87195800::NA::NA	609	6.500315271549089e-06	3	0.009250552769467093	0.08913156753084917	3	3	0.009250552769467093	0.09482081652217997	3.0	3.0	13.133873333333332	7.350215521168393e-06	0.012842471858413427	0.408897808254825
enhancers::chr5:167070200-167071600::NA::NA	819	5.926600515812961e-06	3	0.015898305132437306	0.09350359120263974	3	3	0.015898305132437306	0.10030385238101354	2.0	2.0	14.7469	5.968475224446308e-06	0.01619426792075614	0.408897808254825
enhancers::chr5:82924200-82925400::NA::NA	291	5.135612077825458e-06	2	0.01150030941451667	0.08913156753084917	2	2	0.01150030941451667	0.09482081652217997	2.0	2.0	11.99193	6.360065715104513e-06	0.017201921771515385	0.408897808254825
enhancers::chr6:128951400-128952200::NA::NA	306	5.602682288102823e-06	2	0.014902504476503976	0.09350359120263974	2	2	0.014902504476503976	0.10009340985377513	2.0	2.0	13.4524	6.185213561552762e-06	0.017936786322288432	0.408897808254825
enhancers::chr2:211324600-211327600::NA::NA	641	3.2020025840080007e-06	2	0.020859051713937978	0.09659611594475591	2	2	0.020859051713937978	0.10475916799642543	2.0	2.0	15.298219999999999	3.108416833157602e-06	0.019740315756297835	0.408897808254825
enhancers::chr1:221262600-221263800::NA::NA	366	7.818168541383056e-06	3	0.00380873800974589	0.08913156753084917	3	3	0.00380873800974589	0.09482081652217997	3.0	3.0	8.054463333333333	1.4415406580048312e-05	0.019755994656297227	0.408897808254825
enhancers::chr14:23238000-23239000::NA::NA	359	2.49085318397501e-06	2	0.004295573917364264	0.08913156753084917	2	2	0.004295573917364264	0.09482081652217997	2.0	2.0	6.38067	5.797494192030829e-06	0.021405485502076296	0.408897808254825
