binID	Length	Mu	nMut	PvalRaw	QvalRaw	nSample	nMutSample	PvalM	QvalM	nEigenAll	nEigen	fscore	MuAdj	Pval	Qval
enhancers::chr2:172896000-172897600::NA::NA	157	5.721332725988422e-06	2	0.0010977671576553342	0.05818165935573272	2	2	0.0010977671576553342	0.08026507369761894	2.0	2.0	19.60855	4.209796712921746e-06	0.0005993302529545782	0.1270580136263706
enhancers::chr1:16950000-16952800::NA::NA	859	6.403323519386436e-06	3	0.0033235121688259747	0.07291018493611458	3	3	0.0033235121688259747	0.08026507369761894	3.0	3.0	17.577699999999997	5.255969011776817e-06	0.001910388702730847	0.2025012024894698
enhancers::chr3:113895800-113898600::NA::NA	201	1.1109468211191055e-05	2	0.006473961602160318	0.07291018493611458	2	2	0.006473961602160318	0.08026507369761894	2.0	2.0	16.75715	9.565386281579232e-06	0.004851837445351392	0.317538020817972
enhancers::chr6:82486800-82488200::NA::NA	241	1.074728731990125e-05	3	0.00038902145321077867	0.05182328270920419	3	3	0.00038902145321077867	0.08026507369761894	3.0	3.0	4.926763333333334	3.147360996276989e-05	0.008033324311362994	0.317538020817972
enhancers::chr7:16490200-16491000::NA::NA	262	9.34664505936303e-06	2	0.007727460861519632	0.07291018493611458	2	2	0.007727460861519632	0.08026507369761894	2.0	2.0	13.9419	9.672599073833458e-06	0.008251177689047798	0.317538020817972
enhancers::chr7:39544400-39545000::NA::NA	204	8.347544555011992e-06	2	0.0038355854965324235	0.07291018493611458	2	2	0.0038355854965324235	0.08026507369761894	2.0	2.0	8.382775	1.4367471219053025e-05	0.010884984057390726	0.317538020817972
enhancers::chr5:17340400-17341800::NA::NA	769	1.1739805815779965e-05	3	0.01280795697196081	0.07757962508730548	3	3	0.01280795697196081	0.08485271493924036	2.0	2.0	14.599450000000001	1.1602025561168694e-05	0.012413159088632867	0.317538020817972
enhancers::chr20:32676200-32678800::NA::NA	1220	6.308736899052973e-06	3	0.008357673595329174	0.07291018493611458	3	3	0.008357673595329174	0.08026507369761894	3.0	3.0	11.939106666666667	7.623949012167004e-06	0.013859473656263244	0.317538020817972
enhancers::chr1:192033800-192035400::NA::NA	510	1.4203793465256169e-05	3	0.007091482524457886	0.07291018493611458	3	3	0.007091482524457886	0.08026507369761894	3.0	3.0	10.755236666666667	1.905433414249743e-05	0.015552493218741574	0.317538020817972
enhancers::chr2:130918600-130919400::NA::NA	240	1.0649108723609601e-05	2	0.008385838597888277	0.07291018493611458	2	2	0.008385838597888277	0.08026507369761894	2.0	2.0	10.26652	1.4965781598100992e-05	0.015975030808809423	0.317538020817972
enhancers::chr21:16536600-16537400::NA::NA	378	7.798787622741344e-06	2	0.011005310933753143	0.07291018493611458	2	2	0.011005310933753143	0.08026507369761894	2.0	2.0	11.262965000000001	9.990420283590435e-06	0.017546696377851768	0.317538020817972
enhancers::chr22:30217400-30219000::NA::NA	405	7.099770544943413e-06	2	0.010496943382190772	0.07291018493611458	2	2	0.010496943382190772	0.08026507369761894	2.0	2.0	10.486165	9.768705694364687e-06	0.019138863205241056	0.317538020817972
enhancers::chr11:761600-767600::NA::NA	361	8.480425655743822e-06	2	0.011822120925564773	0.07371440106528623	2	2	0.011822120925564773	0.08084805278128167	2.0	2.0	10.72661	1.1406819254848967e-05	0.020617690455031628	0.317538020817972
enhancers::chr8:54976000-54977200::NA::NA	183	7.833674962376002e-06	2	0.0027440147270553356	0.07291018493611458	2	2	0.0027440147270553356	0.08026507369761894	2.0	2.0	4.85036	2.3302417204268208e-05	0.02199781038246736	0.317538020817972
enhancers::chr20:13846000-13847200::NA::NA	500	8.181718732129453e-06	2	0.020367460347585613	0.08767515854561049	2	2	0.020367460347585613	0.09094210482903962	2.0	2.0	13.6845	8.626309005345183e-06	0.022467312793724433	0.317538020817972
enhancers::chr3:5470200-5471200::NA::NA	552	1.052537916422321e-05	2	0.03871420775377307	0.09445299355022495	2	2	0.03871420775377307	0.09657553273112889	2.0	2.0	17.58585	8.635426356135858e-06	0.027014041829215105	0.33727377770095984
enhancers::chr6:109779200-109781600::NA::NA	400	7.493553887413694e-06	2	0.011358265145889473	0.07296824881601723	2	2	0.011358265145889473	0.08026507369761894	2.0	2.0	9.044740000000001	1.1953666831572996e-05	0.027166979875193127	0.33727377770095984
enhancers::chr4:187806400-187809400::NA::NA	735	9.320631473794428e-06	2	0.05193645574256897	0.10076950712580895	2	2	0.05193645574256897	0.10076950712580895	2.0	2.0	20.08625	6.695081570348914e-06	0.028636452823666402	0.33727377770095984
enhancers::chr12:89700400-89701400::NA::NA	459	9.403769195665285e-06	3	0.0016822612019071152	0.07132787496086168	3	3	0.0016822612019071152	0.08026507369761894	3.0	3.0	4.85036	2.7972893200508093e-05	0.03180963195572568	0.3470279071521764
enhancers::chr1:95906000-95907000::NA::NA	518	1.1052636844794961e-05	2	0.03770283148302827	0.09445299355022495	2	2	0.03770283148302827	0.09657553273112889	2.0	2.0	15.5671	1.0243953183817109e-05	0.03285832272654561	0.3470279071521764
enhancers::chr1:235873600-235874400::NA::NA	402	7.115575806496681e-06	2	0.010393519943137393	0.07291018493611458	2	2	0.010393519943137393	0.08026507369761894	2.0	2.0	7.509180000000001	1.3671838972578777e-05	0.03501978934278213	0.3470279071521764
enhancers::chr2:67689800-67691800::NA::NA	1013	9.826126790962958e-06	2	0.09867173460230591	0.13123982057146474	2	2	0.09867173460230591	0.13285012511835387	2.0	2.0	25.6903	5.518519576445986e-06	0.036113567755047996	0.3470279071521764
enhancers::chr7:44097000-44103400::NA::NA	748	6.315952203584755e-06	2	0.026574461011944547	0.0883803553972357	2	2	0.026574461011944547	0.09094210482903962	2.0	2.0	11.514585	7.914071038959277e-06	0.04003899717907545	0.3470279071521764
enhancers::chr7:20236600-20242600::NA::NA	343	1.0384215289026973e-05	2	0.015725945827631628	0.08131464671848548	2	2	0.015725945827631628	0.08754699371370733	2.0	2.0	8.556785	1.7509448335728898e-05	0.04108856529905852	0.3470279071521764
enhancers::chr16:2817800-2820800::NA::NA	1293	4.892112885889283e-06	2	0.04508357385029388	0.09541953566989543	2	2	0.04508357385029388	0.09732792638329334	2.0	2.0	14.850805000000001	4.752869323370597e-06	0.042817580258391004	0.3470279071521764
enhancers::chr21:28025200-28026000::NA::NA	515	9.525173604502553e-06	2	0.028472213177889005	0.0883803553972357	2	2	0.028472213177889005	0.09094210482903962	2.0	2.0	11.458974999999999	1.199324008012051e-05	0.04320477391792663	0.3470279071521764
enhancers::chr20:14536200-14537000::NA::NA	588	1.1718368213998824e-05	2	0.052469090279197175	0.10076950712580895	2	2	0.052469090279197175	0.10076950712580895	2.0	2.0	15.63033	1.0817038925891276e-05	0.0455276090395296	0.3470279071521764
enhancers::chr3:148506800-148510400::NA::NA	637	1.1667304050168849e-05	2	0.05992289947299422	0.10675340074180482	2	2	0.05992289947299422	0.10675340074180482	2.0	2.0	16.795749999999998	1.002260266664636e-05	0.045833874529532734	0.3470279071521764
enhancers::chr7:80628200-80629000::NA::NA	586	1.053321516140988e-05	2	0.04315419382736597	0.09492748361545694	2	2	0.04315419382736597	0.09692595695472972	2.0	2.0	12.698785	1.1967630856232837e-05	0.05412571415504327	0.36412409162493387
enhancers::chr8:132637000-132638200::NA::NA	475	1.1477427534924125e-05	3	0.003242092105404477	0.07291018493611458	3	3	0.003242092105404477	0.08026507369761894	3.0	3.0	4.85036	3.4141294620352465e-05	0.056353036486342385	0.36412409162493387
enhancers::chr15:51878000-51878600::NA::NA	521	9.413315859518734e-06	2	0.028460250095768837	0.0883803553972357	2	2	0.028460250095768837	0.09094210482903962	1.0	1.0	9.70294	1.3997442276867322e-05	0.05797115845045706	0.36412409162493387
enhancers::chr3:148319000-148321200::NA::NA	418	1.1389114014390535e-05	2	0.02695036834544119	0.0883803553972357	2	2	0.02695036834544119	0.09094210482903962	2.0	2.0	9.390885	1.7498177511331163e-05	0.058271371746527974	0.36412409162493387
enhancers::chr8:97225000-97226400::NA::NA	314	7.831989885218569e-06	2	0.0077906265952703176	0.07291018493611458	2	2	0.0077906265952703176	0.08026507369761894	2.0	2.0	4.85036	2.3297404694669266e-05	0.05828689655523779	0.36412409162493387
enhancers::chr5:80339800-80340400::NA::NA	252	8.625894792785791e-06	2	0.0061476399002612795	0.07291018493611458	2	2	0.0061476399002612795	0.08026507369761894	2.0	2.0	4.28258	2.9060833885157634e-05	0.05839725997758373	0.36412409162493387
enhancers::chr2:215970000-215972600::NA::NA	1521	8.937940822048327e-06	3	0.03668412018894859	0.09445299355022495	3	3	0.03668412018894859	0.09657553273112889	3.0	3.0	11.523766666666667	1.1190575414904192e-05	0.06320311788965698	0.3828303140744937
enhancers::chr22:30066400-30067800::NA::NA	668	6.8448959754613625e-06	2	0.02502373496860594	0.0883803553972357	2	2	0.02502373496860594	0.09094210482903962	2.0	2.0	8.32188	1.1867378741963336e-05	0.06703470330439346	0.39340617650834164
