binID	length	nMut	nSample	BGMR	p.raw	q.raw	CADD	p.CADD	q.CADD	EIGEN_NONCODING	p.EIGEN_NONCODING	q.EIGEN_NONCODING	p.min	q.min
gc19_pc.promCore::gencode::TERT::ENSG00000164362.14	252	5	5	2.2810230245939606e-06	2.7235975368407403e-08	2.4158310151777367e-05	6.0779999999999985	1.0310546814705473e-06	0.0009145455024643756	14.969799999999998	4.436761931357854e-08	3.9354078331144166e-05	4.436761931357854e-08	3.9354078331144166e-05
gc19_pc.promCore::gencode::RRP7A::ENSG00000189306.6	321	2	2	1.0261501544465482e-06	0.0010457072230427864	0.3638359897604204	7.787	0.0027527163212080668	0.7057780394624328	20.84375	0.0006616871265658484	0.2934582406319538	0.0006616871265658484	0.2934582406319538
gc19_pc.promCore::gencode::H3F3B::ENSG00000132475.4	1162	2	2	7.913303832611079e-07	0.007712576341800572	0.37317054748221373	16.175	0.004886463147826897	0.7057780394624328	36.8289	0.001628436175390365	0.4814742958570846	0.001628436175390365	0.4814742958570846
gc19_pc.promCore::gencode::PON3::ENSG00000105852.6	322	2	2	1.1926476373371671e-06	0.0014141426701426995	0.3638359897604204	10.187999999999999	0.0021979238768108102	0.7057780394624328	11.2447	0.0030039525325189116	0.6661264740860687	0.0021979238768108102	0.4873896196827972
gc19_pc.promCore::gencode::NFATC2IP::ENSG00000176953.6	799	1	1	1.6112094043867882e-06	0.16599625524545755	0.37317054748221373	13.45	0.15818233604496149	0.7057780394624328	15.8978	0.17197199491927198	0.8000611094333483	0.15818233604496149	0.5495078863172324
gc19_pc.promCore::gencode::IFT172::ENSG00000138002.10	665	1	1	1.989411685881437e-06	0.17017245117280846	0.37317054748221373	1.233	0.8548944643143688	1.0	15.7486	0.17779407620915635	0.8000611094333483	0.17779407620915635	0.5495078863172324
gc19_pc.promCore::gencode::RGS18::ENSG00000150681.5	381	1	1	2.2008511149894466e-06	0.11151014791506636	0.37317054748221373	12.32	0.11524546516452233	0.7057780394624328	14.7135	0.12436810183756326	0.8000611094333483	0.11524546516452233	0.5495078863172324
gc19_pc.promCore::gencode::ANKZF1::ENSG00000163516.9	584	1	1	1.4323955432678175e-06	0.11125885654974839	0.37317054748221373	6.255	0.21383929465064883	0.7057780394624328	20.3856	0.09119725111981333	0.8000611094333483	0.09119725111981333	0.5495078863172324
gc19_pc.promCore::gencode::TLR7::ENSG00000196664.4	394	1	1	2.119544862007348e-06	0.11108114117930899	0.37317054748221373	13.26	0.10711761621357326	0.7057780394624328	NA	1.0	1.0	0.10711761621357326	0.5495078863172324
gc19_pc.promCore::gencode::NECAP2::ENSG00000157191.15	366	1	1	3.638669525916698e-06	0.17120092304060833	0.37317054748221373	9.251	0.22816413224034296	0.7057780394624328	30.8088	0.09582694332729354	0.8000611094333483	0.09582694332729354	0.5495078863172324
gc19_pc.promCore::gencode::CASD1::ENSG00000127995.12	775	1	1	1.0640998228303306e-06	0.10977369207008492	0.37317054748221373	13.68	0.10277722763973994	0.7057780394624328	NA	1.0	1.0	0.10277722763973994	0.5495078863172324
gc19_pc.promCore::gencode::TUSC3::ENSG00000104723.16	612	1	1	1.3767944013593338e-06	0.11202032455840927	0.37317054748221373	8.758	0.15893130643790368	0.7057780394624328	4.85036	0.3329121415930209	0.8433057938250152	0.15893130643790368	0.5495078863172324
gc19_pc.promCore::gencode::SLAMF1::ENSG00000117090.10	592	1	1	1.3797022534207934e-06	0.10878233279750185	0.37317054748221373	7.399	0.18011887517854255	0.7057780394624328	15.119000000000002	0.11829379666029308	0.8000611094333483	0.11829379666029308	0.5495078863172324
gc19_pc.promCore::gencode::ATE1::ENSG00000107669.13	1079	1	1	7.544455044232734e-07	0.10843829377646699	0.37317054748221373	7.921	0.1688014226671978	0.7057780394624328	4.85036	0.3236978291544687	0.8395320890643677	0.1688014226671978	0.5495078863172324
gc19_pc.promCore::gencode::ZNF462::ENSG00000148143.8	916	1	1	8.850899676450953e-07	0.10802282067930262	0.37317054748221373	13.95	0.09927470127553362	0.7057780394624328	4.85036	0.32262335659296854	0.8391991709617685	0.09927470127553362	0.5495078863172324
gc19_pc.promCore::gencode::HSPA1A::ENSG00000204389.8	423	1	1	3.2026602220685345e-06	0.17388110034393028	0.37317054748221373	13.03	0.17059256795764513	0.7057780394624328	26.7437	0.11134671094623577	0.8000611094333483	0.11134671094623577	0.5495078863172324
gc19_pc.promCore::gencode::PSPC1::ENSG00000121390.13	419	1	1	1.925139792850565e-06	0.1075059600699529	0.37317054748221373	6.183	0.20919218740343618	0.7057780394624328	14.4137	0.12226960292465691	0.8000611094333483	0.12226960292465691	0.5495078863172324
gc19_pc.promCore::gencode::PYGL::ENSG00000100504.12	533	1	1	1.566350322807974e-06	0.11105153786680581	0.37317054748221373	15.2	0.0940867629952713	0.7057780394624328	4.85036	0.33042898406983656	0.8433057938250152	0.0940867629952713	0.5495078863172324
gc19_pc.promCore::gencode::IDH2::ENSG00000182054.5	707	1	1	1.1972648428401086e-06	0.1125044855942832	0.37317054748221373	10.67	0.13300219400302835	0.7057780394624328	14.908	0.12393777747547956	0.8000611094333483	0.12393777747547956	0.5495078863172324
gc19_pc.promCore::gencode::PRSS50::ENSG00000206549.8	655	1	1	1.3028376019460672e-06	0.11336656429836532	0.37317054748221373	8.106	0.17253775971624044	0.7057780394624328	NA	1.0	1.0	0.17253775971624044	0.5495078863172324
gc19_pc.promCore::gencode::SGCE::ENSG00000127990.11	494	1	1	1.6328076837107243e-06	0.10750260067324618	0.37317054748221373	18.06	0.07720572453070142	0.7057780394624328	19.4086	0.09230731543168474	0.8000611094333483	0.07720572453070142	0.5495078863172324
gc19_pc.promCore::gencode::AAED1::ENSG00000158122.7	454	1	1	1.946171168745108e-06	0.11713442126097627	0.37317054748221373	11.71	0.12693267966531596	0.7057780394624328	NA	1.0	1.0	0.12693267966531596	0.5495078863172324
gc19_pc.promCore::gencode::MGEA5::ENSG00000198408.9	1036	1	1	1.189021583496124e-06	0.15944056946941257	0.37317054748221373	11.48	0.1755496609081522	0.7057780394624328	4.85036	0.44669248757214963	0.880480525503326	0.1755496609081522	0.5495078863172324
gc19_pc.promCore::gencode::AC004076.9::ENSG00000268163.1	394	1	1	2.235386598364977e-06	0.11678339782734432	0.37317054748221373	13.83	0.1082485970601451	0.7057780394624328	12.7809	0.14835834377123602	0.8000611094333483	0.1082485970601451	0.5495078863172324
gc19_pc.promCore::gencode::RPS6::ENSG00000137154.8	438	1	1	2.009439119173779e-06	0.11670766751922257	0.37317054748221373	8.064	0.1782768975138654	0.7057780394624328	4.85036	0.34483524858966325	0.8433057938250152	0.1782768975138654	0.5495078863172324
gc19_pc.promCore::gencode::PDZD3::ENSG00000172367.11	495	1	1	1.7762248533980929e-06	0.11659518008937449	0.37317054748221373	9.873	0.14803534124842804	0.7057780394624328	4.85036	0.34455082068178505	0.8433057938250152	0.14803534124842804	0.5495078863172324
gc19_pc.promCore::gencode::KIF2A::ENSG00000068796.12	1635	1	1	7.59679135009165e-07	0.16065436435513575	0.37317054748221373	6.109	0.3063410881544945	0.7057780394624328	17.4897	0.15252905790988883	0.8000611094333483	0.15252905790988883	0.5495078863172324
gc19_pc.promCore::gencode::TOR1AIP2::ENSG00000169905.8	398	1	1	3.196875394133873e-06	0.16423059905041554	0.37317054748221373	12.93	0.16224528766433965	0.7057780394624328	NA	1.0	1.0	0.16224528766433965	0.5495078863172324
gc19_pc.promCore::gencode::KPNA5::ENSG00000196911.5	601	1	1	1.4518715757075583e-06	0.11576564013495064	0.37317054748221373	9.338	0.15473634773174352	0.7057780394624328	13.0512	0.14427400372494378	0.8000611094333483	0.14427400372494378	0.5495078863172324
gc19_pc.promCore::gencode::FAIM3::ENSG00000162894.7	893	1	1	9.703550530447352e-07	0.11501127580077823	0.37317054748221373	4.689	0.2828419980411819	0.7057780394624328	11.3505	0.16298087365760983	0.8000611094333483	0.16298087365760983	0.5495078863172324
gc19_pc.promCore::gencode::NKX2-5::ENSG00000183072.9	473	1	1	1.8315224716255508e-06	0.11498425224603694	0.37317054748221373	15.04	0.09843605586802705	0.7057780394624328	27.11	0.07176335336680471	0.8000611094333483	0.07176335336680471	0.5495078863172324
gc19_pc.promCore::gencode::RIBC1::ENSG00000158423.12	528	1	1	1.6367064245790283e-06	0.11471851253427653	0.37317054748221373	9.888	0.1454915867240065	0.7057780394624328	NA	1.0	1.0	0.1454915867240065	0.5495078863172324
gc19_pc.promCore::gencode::SIGLEC12::ENSG00000254521.2	456	1	1	1.8933621731961737e-06	0.11461768201285287	0.37317054748221373	10.22	0.1409937776816436	0.7057780394624328	8.16046	0.21851154308311826	0.8000611094333483	0.1409937776816436	0.5495078863172324
gc19_pc.promCore::gencode::TNKS1BP1::ENSG00000149115.9	889	1	1	1.4107790621803932e-06	0.16208605056103	0.37317054748221373	16.12	0.13061477535028337	0.7057780394624328	4.85036	0.4526040145998107	0.8881853118363542	0.13061477535028337	0.5495078863172324
gc19_pc.promCore::gencode::TCF21::ENSG00000118526.6	460	1	1	2.755722261263444e-06	0.1636736674630684	0.37317054748221373	13.57	0.15469210344246823	0.7057780394624328	14.6856	0.18221445963310928	0.8000611094333483	0.15469210344246823	0.5495078863172324
gc19_pc.promCore::gencode::GLYR1::ENSG00000140632.12	950	1	1	1.308846647268474e-06	0.1608116658354657	0.37317054748221373	1.736	0.7243291410454415	0.9406734232903465	19.1267	0.14057877289151763	0.8000611094333483	0.14057877289151763	0.5495078863172324
gc19_pc.promCore::gencode::KLK1::ENSG00000167748.6	350	1	1	2.2984678227110618e-06	0.10723288126562518	0.37317054748221373	12.04	0.11325982494240797	0.7057780394624328	14.2738	0.12308025325510988	0.8000611094333483	0.11325982494240797	0.5495078863172324
gc19_pc.promCore::gencode::RPS6KC1::ENSG00000136643.7	358	1	1	2.221670398329593e-06	0.1060859084974951	0.37317054748221373	8.395	0.15670860197604627	0.7057780394624328	16.2887	0.10755500773717205	0.8000611094333483	0.10755500773717205	0.5495078863172324
gc19_pc.promCore::gencode::AL365202.1::ENSG00000203286.4	367	1	1	2.4206651862499926e-06	0.11773455746835909	0.37317054748221373	9.905	0.14901018136685631	0.7057780394624328	4.85036	0.34742717145910745	0.8433057938250152	0.14901018136685631	0.5495078863172324
gc19_pc.promCore::gencode::ZNF692::ENSG00000171163.11	790	1	1	9.48367451662062e-07	0.10025033156663203	0.37317054748221373	7.778	0.15910573582891546	0.7057780394624328	17.6084	0.09439732324580756	0.8000611094333483	0.09439732324580756	0.5495078863172324
gc19_pc.promCore::gencode::NACA2::ENSG00000253506.1	222	1	1	3.3697040156651326e-06	0.10010631716076195	0.37317054748221373	10.67	0.11849938188106118	0.7057780394624328	9.47142	0.16811425181798006	0.8000611094333483	0.11849938188106118	0.5495078863172324
gc19_pc.promCore::gencode::ASB4::ENSG00000005981.8	271	1	1	2.7405596230897802e-06	0.0994230515873424	0.37317054748221373	12.54	0.10106855655220601	0.7057780394624328	23.88	0.06991337890506524	0.8000611094333483	0.06991337890506524	0.5495078863172324
gc19_pc.promCore::gencode::SLC45A4::ENSG00000022567.5	1060	1	1	1.4556681217359193e-06	0.19552413727320764	0.37317054748221373	19.77	0.13099798288672573	0.7057780394624328	4.85036	0.523530529842883	0.9381244039810851	0.13099798288672573	0.5495078863172324
gc19_pc.promCore::gencode::SMC1A::ENSG00000072501.13	809	1	1	9.163221497834157e-07	0.09924682020145695	0.37317054748221373	9.888	0.12617291247421464	0.7057780394624328	NA	1.0	1.0	0.12617291247421464	0.5495078863172324
gc19_pc.promCore::gencode::PBXIP1::ENSG00000163346.12	411	1	1	1.7947270583772143e-06	0.09878039928838034	0.37317054748221373	5.187	0.2257306222342046	0.7057780394624328	14.861	0.10923106172451111	0.8000611094333483	0.10923106172451111	0.5495078863172324
gc19_pc.promCore::gencode::KRT17::ENSG00000128422.11	927	1	1	1.6524617105107942e-06	0.19425542506872812	0.37317054748221373	10.41	0.23258380779968124	0.7057780394624328	28.0603	0.11945814733123325	0.8000611094333483	0.11945814733123325	0.5495078863172324
gc19_pc.promCore::gencode::MEP1A::ENSG00000112818.5	274	1	1	2.6631386331799426e-06	0.09777183373232709	0.37317054748221373	3.839	0.2896169982531552	0.7057780394624328	11.1596	0.1413373204544352	0.8000611094333483	0.1413373204544352	0.5495078863172324
gc19_pc.promCore::gencode::RFK::ENSG00000135002.7	685	1	1	1.0598989028929483e-06	0.09730485931944141	0.37317054748221373	7.234	0.16519432685108762	0.7057780394624328	4.85036	0.2944851876488125	0.8182601002423767	0.16519432685108762	0.5495078863172324
gc19_pc.promCore::gencode::YWHAE::ENSG00000108953.12	703	1	1	2.2063872583430796e-06	0.19644043568486086	0.37317054748221373	15.31	0.16661769658709788	0.7057780394624328	39.4078	0.08764326679017283	0.8000611094333483	0.08764326679017283	0.5495078863172324
