chromosome	start	end	total_cn	major_cn	minor_cn	star
1	1	121499999	2	1	1	3
1	121500000	128899999	2	1	1	3
1	128900000	247247500	2	1	1	3
1	247247501	249152674	2	1	1	2
2	30762	90499999	2	1	1	3
2	90500000	96799999	2	1	1	3
2	96800000	242985759	2	1	1	3
3	61495	87899999	2	1	1	3
3	87900000	93899999	2	1	1	2
3	93900000	197847500	2	1	1	3
4	27500	48199999	2	1	1	3
4	48200000	52699999	2	1	1	2
4	52700000	191154275	2	1	1	3
5	14676	46099999	3	2	1	3
5	46100000	50699999	3	2	1	2
5	50700000	130990023	3	2	1	3
5	130990024	180711553	3	2	1	3
6	242501	58699999	2	1	1	3
6	58700000	63299999	2	1	1	2
6	63300000	170884224	2	1	1	3
7	40386	57999999	2	1	1	3
7	58000000	61699999	2	1	1	2
7	61700000	72651001	2	1	1	2
7	72651002	138540915	2	1	1	3
7	138540916	140491998	3	2	1	2
7	140491999	158771400	2	1	1	3
8	10001	159285	2	1	1	2
8	159286	43099999	2	1	1	3
8	43100000	48099999	2	1	1	2
8	48100000	146364021	2	1	1	3
9	10001	212556	2	1	1	2
9	212557	47299999	2	1	1	3
9	47300000	50699999	2	1	1	2
9	50700000	140267500	2	1	1	3
10	94426	37999999	2	1	1	3
10	38000000	42299999	2	1	1	2
10	42300000	135389924	2	1	1	3
11	20721	196943	2	1	1	2
11	196944	51599999	2	1	1	3
11	51600000	55699999	2	1	1	2
11	55700000	134452200	2	1	1	3
12	110107	33299999	2	1	1	3
12	33300000	38439994	2	1	1	2
12	38439995	119561422	2	1	1	3
12	119561423	119987561	2	1	1	2
12	119987562	128240789	2	1	1	3
12	128240790	128832499	2	1	1	2
12	128832500	132349400	2	1	1	3
12	132349401	133851894	2	1	1	2
13	1	16299999	2	1	1	1
13	16300000	19499999	2	1	1	2
13	19500000	114142800	2	1	1	3
13	114142801	115169877	2	1	1	2
14	1	16099999	2	1	1	1
14	16100000	19099999	2	1	1	2
14	19100000	106405649	2	1	1	3
15	1	15799999	2	1	1	1
15	15800000	20699999	2	1	1	2
15	20700000	100338800	2	1	1	3
15	100338801	102426739	2	1	1	2
16	83802	34599999	2	1	1	2
16	34600000	38599999	2	1	1	2
16	38600000	88827200	2	1	1	3
16	88827201	90354752	2	1	1	2
17	12500	22199999	2	1	1	2
17	22200000	25799999	2	1	1	2
17	25800000	39892494	2	1	1	2
17	39892495	78774600	2	1	1	2
17	78774601	81195209	2	1	1	2
18	27500	80030	2	1	1	2
18	80031	15399999	2	1	1	2
18	15400000	18999999	2	1	1	2
18	19000000	76067000	2	1	1	3
18	76067001	78077247	2	1	1	2
19	102500	245630	2	1	1	2
19	245631	24399999	2	1	1	2
19	24400000	28599999	2	1	1	2
19	28600000	59128982	2	1	1	2
20	24347	25599999	2	1	1	3
20	25600000	29441341	2	1	1	2
20	29441342	62432500	2	1	1	2
21	1	9417499	NA	NA	NA	NA
21	9417500	10899999	NA	NA	NA	NA
21	10900000	14299999	2	1	1	1
21	14300000	46937500	2	1	1	2
21	46937501	48129894	2	1	1	2
22	1	12199999	2	1	1	1
22	12200000	17899999	2	1	1	2
22	17900000	49687500	2	1	1	2
22	49687501	51304565	2	1	1	2
X	1	58099999	2	1	1	2
X	58100000	62999999	2	1	1	2
X	63000000	154929638	2	1	1	2
