chromosome	start	end	total_cn	major_cn	minor_cn	star
1	1	13187499	2	1	1	2
1	13187500	121499999	2	1	1	2
1	121500000	128899999	2	1	1	2
1	128900000	203058428	2	1	1	2
1	203058429	203351501	3	2	1	2
1	203351502	203352604	3	2	1	2
1	203352605	247247500	2	1	1	2
1	247247501	249250620	2	1	1	2
2	30762	34702111	1	1	0	3
2	34702112	36263002	1	1	0	3
2	36263003	90499999	2	1	1	3
2	90500000	96799999	2	1	1	3
2	96800000	139916932	2	1	1	3
2	139916933	189770044	2	1	1	3
2	189770045	240813309	2	1	1	3
2	240813310	240817504	2	1	1	1
2	240817505	242852391	2	1	1	3
2	242852392	242951000	2	1	1	2
3	62437	87899999	2	1	1	3
3	87900000	93899999	2	1	1	2
3	93900000	163493844	2	1	1	3
3	163493845	187502330	2	1	1	3
3	187502331	187502612	2	1	1	3
3	187502613	189406502	2	1	1	3
3	189406503	189456544	1	1	0	2
3	189456545	198022429	2	1	1	3
4	27500	35274541	2	1	1	3
4	35274542	40832354	2	1	1	3
4	40832355	41030153	3	2	1	3
4	41030154	48199999	2	1	1	3
4	48200000	53355759	2	1	1	2
4	53355760	53972500	2	1	1	2
4	53972501	54023337	2	1	1	2
4	54023338	54120637	3	2	1	2
4	54120638	54637998	3	2	1	2
4	54637999	54715772	6	3	3	2
4	54715773	55476388	5	3	2	2
4	55476389	55804711	4	2	2	2
4	55804712	56351795	4	2	2	2
4	56351796	56382499	5	3	2	2
4	56382500	59001379	3	2	1	2
4	59001380	63759401	2	1	1	2
4	63759402	63782018	2	1	1	2
4	63782019	71223105	2	1	1	2
4	71223106	114173066	2	1	1	3
4	114173067	114624828	2	1	1	2
4	114624829	191154275	2	1	1	3
5	20747	46099999	2	1	1	3
5	46100000	50699999	2	1	1	2
5	50700000	180712500	2	1	1	3
6	39681	203396	2	1	1	1
6	203397	55901231	2	1	1	3
6	55901232	58699999	2	1	1	2
6	58700000	63299999	2	1	1	2
6	63300000	120770032	2	1	1	3
6	120770033	170915126	2	1	1	3
7	40386	48836915	3	2	1	3
7	48836916	53783159	3	2	1	2
7	53783160	54756386	7	5	2	2
7	54756387	54762081	7	5	2	2
7	54762082	54763078	11	6	5	2
7	54763079	54858692	11	6	5	1
7	54858693	54904043	11	6	5	1
7	54904044	54914388	14	9	5	1
7	54914389	54925455	15	11	4	2
7	54925456	54936496	21	16	5	1
7	54936497	55198954	21	16	5	1
7	55198955	55222711	20	16	4	2
7	55222712	55268670	21	16	5	2
7	55268671	55294042	21	17	4	1
7	55294043	55304952	15	13	2	1
7	55304953	55307862	15	13	2	1
7	55307863	55308268	15	13	2	1
7	55308269	55344176	9	6	3	1
7	55344177	55410139	8	6	2	2
7	55410140	55930555	8	6	2	2
7	55930556	56169306	8	6	2	2
7	56169307	57999999	3	2	1	2
7	58000000	61699999	3	2	1	2
7	61700000	158821400	3	2	1	3
8	10001	165404	2	1	1	2
8	165405	30924792	2	1	1	3
8	30924793	43099999	2	1	1	3
8	43100000	48099999	2	1	1	2
8	48100000	76543339	2	1	1	3
8	76543340	85470445	2	1	1	3
8	85470446	117005801	2	1	1	3
8	117005802	146364021	2	1	1	3
9	10001	153760	2	1	1	2
9	153761	9522380	2	1	1	3
9	9522381	47299999	2	1	1	3
9	47300000	50699999	2	1	1	2
9	50700000	106577955	2	1	1	3
9	106577956	140273200	2	1	1	3
10	98087	37999999	1	1	0	3
10	38000000	42392499	1	1	0	3
10	42392500	74067252	1	1	0	3
10	74067253	74253746	1	1	0	2
10	74253747	135406861	1	1	0	3
11	20721	196943	2	1	1	2
11	196944	551185	2	1	1	2
11	551186	552567	2	1	1	2
11	552568	553249	2	1	1	1
11	553250	553310	2	1	1	2
11	553311	48447601	2	1	1	3
11	48447602	51599999	2	1	1	2
11	51600000	55699999	2	1	1	2
11	55700000	59429172	2	1	1	3
11	59429173	59429532	2	1	1	3
11	59429533	119993535	2	1	1	3
11	119993536	120206981	1	1	0	2
11	120206982	120255594	1	1	0	2
11	120255595	120300662	1	1	0	1
11	120300663	120430453	1	1	0	1
11	120430454	121054279	1	1	0	3
11	121054280	134452200	2	1	1	3
12	110107	207856	1	1	0	2
12	207857	2835781	1	1	0	2
12	2835782	2835835	1	1	0	2
12	2835836	4378082	1	1	0	2
12	4378083	4439815	9	8	1	1
12	4439816	4469359	5	4	1	2
12	4469360	4469855	5	4	1	2
12	4469856	4502945	5	4	1	2
12	4502946	4520779	4	3	1	2
12	4520780	4524922	9	8	1	1
12	4524923	4621900	4	3	1	2
12	4621901	8046898	1	1	0	2
12	8046899	8122726	9	8	1	2
12	8122727	32295262	1	1	0	2
12	32295263	32295550	1	1	0	3
12	32295551	33299999	1	1	0	2
12	33300000	38199999	1	1	0	2
12	38200000	39741594	1	1	0	3
12	39741595	39775246	1	1	0	1
12	39775247	39788593	1	1	0	1
12	39788594	39843286	1	1	0	1
12	39843287	41638931	1	1	0	2
12	41638932	41645373	1	1	0	2
12	41645374	41648162	49	49	0	1
12	41648163	41694344	49	49	0	1
12	41694345	41781625	1	1	0	2
12	41781626	41852511	1	1	0	1
12	41852512	41933031	1	1	0	1
12	41933032	41938811	1	1	0	1
12	41938812	41953179	1	1	0	2
12	41953180	64634872	1	1	0	2
12	64634873	64637022	1	1	0	2
12	64637023	69124639	1	1	0	2
12	69124640	69154303	49	49	0	1
12	69154304	69247438	49	49	0	1
12	69247439	69252245	49	49	0	1
