chromosome	start	end	total_cn	major_cn	minor_cn	star
1	10001	121499999	2	1	1	3
1	121500000	128899999	2	1	1	3
1	128900000	205611512	2	1	1	3
1	205611513	205637741	2	1	1	2
1	205637742	247247500	2	1	1	3
1	247247501	249250620	2	1	1	3
2	45977	90499999	2	1	1	3
2	90500000	96799999	2	1	1	3
2	96800000	242985695	2	1	1	3
3	10001	100073	2	1	1	2
3	100074	70766022	2	1	1	3
3	70766023	71641398	1	1	0	2
3	71641399	87899999	2	1	1	3
3	87900000	93899999	2	1	1	3
3	93900000	197779891	2	1	1	3
4	35526	48199999	2	1	1	3
4	48200000	52699999	2	1	1	3
4	52700000	164412975	2	1	1	3
4	164412976	164490672	1	1	0	2
4	164490673	191154275	2	1	1	3
5	22500	46099999	2	1	1	3
5	46100000	50699999	2	1	1	3
5	50700000	180689978	2	1	1	3
6	39681	201975	2	1	1	1
6	201976	4555208	2	1	1	3
6	4555209	4643432	1	1	0	2
6	4643433	58699999	2	1	1	3
6	58700000	63299999	2	1	1	3
6	63300000	170899934	2	1	1	3
7	40386	57999999	2	1	1	3
7	58000000	61699999	2	1	1	3
7	61700000	158817500	2	1	1	3
8	10001	209990	2	1	1	2
8	209991	43099999	2	1	1	2
8	43100000	48099999	2	1	1	2
8	48100000	146364021	2	1	1	3
9	10001	47299999	2	1	1	3
9	47300000	50699999	2	1	1	2
9	50700000	140267500	2	1	1	3
10	102500	37999999	2	1	1	3
10	38000000	42299999	2	1	1	2
10	42300000	88980111	2	1	1	3
10	88980112	89592889	1	1	0	2
10	89592890	90313516	0	0	0	2
10	90313517	94224241	1	1	0	2
10	94224242	135420983	2	1	1	3
11	190010	51599999	2	1	1	3
11	51600000	55699999	2	1	1	3
11	55700000	68232851	2	1	1	3
11	68232852	68232889	2	1	1	2
11	68232890	68234976	1	1	0	2
11	68234977	68863907	1	1	0	2
11	68863908	111811760	2	1	1	3
11	111811761	118262677	1	1	0	2
11	118262678	134442500	2	1	1	3
12	110107	33299999	2	1	1	2
12	33300000	38199999	2	1	1	3
12	38200000	132342500	2	1	1	3
12	132342501	133851894	2	1	1	2
13	1	16299999	2	1	1	1
13	16300000	19499999	2	1	1	2
13	19500000	114137500	2	1	1	3
13	114137501	115169877	2	1	1	3
14	1	16099999	2	1	1	1
14	16100000	19099999	2	1	1	2
14	19100000	19468548	2	1	1	2
14	19468549	20375050	2	1	1	2
14	20375051	106362500	2	1	1	3
15	1	15799999	2	1	1	1
15	15800000	20699999	2	1	1	2
15	20700000	41476010	2	1	1	3
15	41476011	41713242	1	1	0	2
15	41713243	100332500	2	1	1	3
15	100332501	102531391	2	1	1	3
16	100010	19401022	2	1	1	3
16	19401023	20404274	1	1	0	2
16	20404275	34472499	2	1	1	3
16	34472500	38599999	2	1	1	3
16	38600000	88822500	2	1	1	2
16	88822501	90354752	2	1	1	2
17	15056	22199999	2	1	1	3
17	22200000	25799999	2	1	1	3
17	25800000	78772500	2	1	1	3
17	78772501	81195209	2	1	1	3
18	27500	15399999	2	1	1	3
18	15400000	18999999	2	1	1	3
18	19000000	76112500	2	1	1	3
18	76112501	78077247	2	1	1	3
19	102500	260136	2	1	1	2
19	260137	24399999	2	1	1	3
19	24400000	28599999	2	1	1	3
19	28600000	59128982	2	1	1	3
20	80020	25599999	2	1	1	3
20	25600000	29399999	2	1	1	3
20	29400000	62432500	2	1	1	3
21	1	9417499	NA	NA	NA	NA
21	9417500	10899999	NA	NA	NA	NA
21	10900000	14299999	2	2	0	1
21	14300000	39882784	2	1	1	3
21	39882785	40495714	1	1	0	2
21	40495715	46937500	2	1	1	3
21	46937501	48129894	2	1	1	2
22	1	12199999	2	1	1	1
22	12200000	17899999	2	1	1	3
22	17900000	49687500	2	1	1	3
22	49687501	51304565	2	1	1	3
X	1	58099999	1	1	0	3
X	58100000	62999999	1	1	0	3
X	63000000	155270559	1	1	0	3
Y	1	11599999	1	1	0	1
Y	11600000	13399999	1	1	0	1
Y	13400000	59373565	1	1	0	1
