chromosome	start	end	total_cn	major_cn	minor_cn	star
1	1	14095383	2	1	1	3
1	14095384	14098346	2	1	1	2
1	14098347	26994186	2	1	1	3
1	26994187	27672863	2	1	1	2
1	27672864	57050829	2	1	1	3
1	57050830	57599690	1	1	0	3
1	57599691	103229727	2	1	1	3
1	103229728	103355271	1	1	0	2
1	103355272	121499999	2	1	1	3
1	121500000	128899999	2	1	1	3
1	128900000	208280648	2	1	1	3
1	208280649	209492381	1	1	0	3
1	209492382	218031316	2	1	1	3
1	218031317	218140914	2	1	1	2
1	218140915	241881495	2	1	1	3
1	241881496	241881723	2	1	1	3
1	241881724	245390548	2	1	1	3
1	245390549	245430130	2	1	1	2
1	245430131	247247500	2	1	1	3
1	247247501	249250620	2	1	1	3
2	30762	78917590	2	1	1	3
2	78917591	78918744	2	1	1	3
2	78918745	90499999	2	1	1	3
2	90500000	96799999	2	1	1	3
2	96800000	194420388	2	1	1	3
2	194420389	194843524	1	1	0	3
2	194843525	195354596	2	1	1	2
2	195354597	195469571	2	1	1	3
2	195469572	238012282	2	1	1	3
2	238012283	242985493	1	1	0	3
3	100074	15467469	2	1	1	3
3	15467470	16195919	1	1	0	3
3	16195920	47093701	2	1	1	3
3	47093702	47164412	2	1	1	3
3	47164413	49752130	2	1	1	3
3	49752131	49757013	2	1	1	2
3	49757014	49770139	2	1	1	2
3	49770140	50723389	2	1	1	2
3	50723390	68064998	2	1	1	3
3	68064999	69415562	2	1	1	2
3	69415563	74498846	2	1	1	3
3	74498847	75116191	1	1	0	2
3	75116192	86741943	2	1	1	3
3	86741944	86744307	2	1	1	2
3	86744308	87899999	2	1	1	3
3	87900000	93899999	2	1	1	3
3	93900000	145463600	2	1	1	3
3	145463601	145466549	2	1	1	2
3	145466550	145767162	2	1	1	2
3	145767163	156308586	2	1	1	3
3	156308587	156681703	1	1	0	3
3	156681704	174591400	2	1	1	3
3	174591401	175236013	2	1	1	2
3	175236014	192015710	2	1	1	3
3	192015711	192620942	2	1	1	2
3	192620943	198022429	2	1	1	3
4	46538	4029738	2	1	1	2
4	4029739	4299765	3	2	1	2
