chromosome	start	end	total_cn	major_cn	minor_cn	star
1	1	840008	0	0	0	1
1	840009	2310029	0	0	0	1
1	2310030	6669962	2	2	0	1
1	6669963	121499999	3	2	1	2
1	121500000	128899999	3	2	1	1
1	128900000	143752499	3	2	1	1
1	143752500	181834456	4	3	1	1
1	181834457	247247500	4	3	1	1
1	247247501	249250620	4	3	1	1
2	20016	88341743	3	2	1	1
2	88341744	90499999	3	2	1	1
2	90500000	96799999	3	2	1	1
2	96800000	119797499	3	2	1	1
2	119797500	123127499	5	4	1	1
2	123127500	242951000	4	3	1	1
3	100753	12565601	2	2	0	1
3	12565602	51440087	2	2	0	1
3	51440088	87899999	3	2	1	2
3	87900000	93899999	NA	NA	NA	NA
3	93900000	197847500	4	3	1	1
4	27500	48199999	4	3	1	1
4	48200000	52699999	4	3	1	1
4	52700000	190807499	4	3	1	1
5	14757	46099999	4	3	1	1
5	46100000	50699999	NA	NA	NA	NA
5	50700000	171782553	3	2	1	2
5	171782554	180712500	1	1	0	1
6	39681	242500	3	2	1	1
6	242501	31327500	3	2	1	1
6	31327501	58699999	3	2	1	1
6	58700000	63299999	NA	NA	NA	NA
6	63300000	170915126	4	3	1	1
7	40016	54217499	3	2	1	1
7	54217500	55588890	6	4	2	2
7	55588891	55591120	6	4	2	1
7	55591121	57999999	2	2	0	1
7	58000000	61699999	NA	NA	NA	NA
7	61700000	76175402	1	1	0	1
7	76175403	99146202	4	3	1	1
7	99146203	99579976	3	2	1	1
7	99579977	158821400	3	2	1	1
8	1	162413	4	3	1	1
8	162414	43099999	4	3	1	1
8	43100000	48099999	NA	NA	NA	NA
8	48100000	146364021	5	3	2	2
9	47500	20952758	3	3	0	2
9	20952759	21028215	0	0	0	2
9	21028216	47299999	3	3	0	2
9	47300000	50699999	3	3	0	1
9	50700000	69847499	3	3	0	1
9	69847500	140273200	2	2	0	1
10	102500	37999999	3	2	1	1
10	38000000	42299999	3	2	1	1
10	42300000	135389924	3	2	1	1
11	20721	220102	2	2	0	1
11	220103	6352152	2	2	0	1
11	6352153	15573363	3	2	1	2
11	15573364	15999182	6	4	2	1
11	15999183	51599999	3	2	1	2
11	51600000	55699999	NA	NA	NA	NA
11	55700000	56902009	7	5	2	1
11	56902010	57082499	7	5	2	1
11	57082500	57177918	8	5	3	1
11	57177919	57385332	5	3	2	1
11	57385333	58961338	7	5	2	1
11	58961339	59098082	9	6	3	1
11	59098083	66075833	4	3	1	1
11	66075834	68448743	3	2	1	1
11	68448744	74606018	8	7	1	1
11	74606019	80321763	7	5	2	1
11	80321764	81148978	11	7	4	1
11	81148979	81351027	11	7	4	1
11	81351028	81482783	14	9	5	1
11	81482784	82076156	12	8	4	1
11	82076157	85738232	8	6	2	1
11	85738233	85745728	11	9	2	1
11	85745729	86082707	14	14	0	1
11	86082708	86086180	13	12	1	1
11	86086181	86086600	13	12	1	1
11	86086601	88400033	17	17	0	1
11	88400034	88440064	15	14	1	1
11	88440065	88593591	16	15	1	1
11	88593592	96966356	4	3	1	2
11	96966357	97507465	16	15	1	1
11	97507466	97745971	10	7	3	1
11	97745972	97767788	16	15	1	1
11	97767789	97885745	14	14	0	1
11	97885746	97933543	16	15	1	1
11	97933544	100849565	18	18	0	1
11	100849566	100851991	26	26	0	1
11	100851992	100896056	34	34	0	1
11	100896057	100918599	35	35	0	1
11	100918600	101677967	32	32	0	1
11	101677968	101678948	32	32	0	1
11	101678949	102138882	82	82	0	1
11	102138883	102508852	77	77	0	1
11	102508853	102846890	82	82	0	1
11	102846891	102935838	81	81	0	1
11	102935839	103211646	84	84	0	1
11	103211647	103213675	51	51	0	1
11	103213676	124642545	3	3	0	1
11	124642546	126280647	2	2	0	1
11	126280648	126303595	4	4	0	1
11	126303596	126356786	4	3	1	1
11	126356787	129424297	4	3	1	2
11	129424298	129428798	4	3	1	1
11	129428799	130059563	5	4	1	1
11	130059564	131682500	5	4	1	1
11	131682501	132661063	7	6	1	1
11	132661064	132974044	7	6	1	1
11	132974045	134452200	4	3	1	1
12	110107	33299999	3	2	1	1
12	33300000	38199999	3	2	1	1
12	38200000	132349400	3	2	1	1
12	132349401	133851894	3	2	1	1
13	1	16299999	4	3	1	1
13	16300000	19499999	4	3	1	1
13	19500000	114142800	4	3	1	1
13	114142801	115169877	4	3	1	1
14	1	16099999	3	2	1	1
14	16100000	19099999	3	2	1	1
14	19100000	34950876	3	2	1	1
14	34950877	106368400	3	2	1	1
15	1	15799999	4	3	1	1
15	15800000	20699999	4	3	1	1
15	20700000	100338800	4	3	1	1
15	100338801	102365237	4	3	1	1
16	85065	33377500	2	2	0	1
16	33377501	34599999	3	2	1	1
16	34600000	38599999	3	2	1	1
16	38600000	46461839	3	2	1	1
16	46461840	88827200	3	2	1	1
16	88827201	90354752	3	2	1	1
17	7	22199999	2	2	0	1
17	22200000	25799999	2	2	0	1
17	25800000	78774600	2	2	0	1
17	78774601	81195209	2	2	0	1
18	27500	15399999	3	2	1	1
18	15400000	18999999	NA	NA	NA	NA
18	19000000	76117000	4	3	1	1
18	76117001	78077247	4	3	1	1
19	102500	290469	0	0	0	1
19	290470	9085961	0	0	0	1
19	9085962	16150042	0	0	0	1
19	16150043	24399999	0	0	0	1
19	24400000	28599999	NA	NA	NA	NA
19	28600000	41966113	1	1	0	1
19	41966114	46551457	1	1	0	1
19	46551458	56293413	0	0	0	1
19	56293414	59128982	1	1	0	1
20	42366	25599999	4	3	1	1
20	25600000	29849356	NA	NA	NA	NA
20	29849357	62432500	3	2	1	1
21	1	9417499	NA	NA	NA	NA
21	9417500	10899999	NA	NA	NA	NA
21	10900000	14299999	NA	NA	NA	NA
21	14300000	46937500	3	2	1	1
21	46937501	48129894	5	3	2	1
22	1	12199999	2	2	0	1
22	12200000	17899999	2	2	0	1
22	17900000	31749995	2	2	0	1
22	31749996	49687500	2	2	0	1
22	49687501	51304565	2	2	0	1
X	1	58099999	NA	NA	NA	NA
X	58100000	62999999	NA	NA	NA	NA
X	63000000	155270559	NA	NA	NA	NA
Y	1	11599999	NA	NA	NA	NA
Y	11600000	13399999	NA	NA	NA	NA
Y	13400000	59373565	NA	NA	NA	NA
