chromosome	start	end	total_cn	major_cn	minor_cn	star
1	10001	4315127	3	2	1	2
1	4315128	4337956	3	2	1	2
1	4337957	5442526	3	2	1	2
1	5442527	5471740	2	2	0	2
1	5471741	9873572	1	1	0	2
1	9873573	14658561	3	2	1	2
1	14658562	14663296	3	2	1	2
1	14663297	14678616	3	2	1	2
1	14678617	15073253	2	1	1	2
1	15073254	15108918	3	2	1	2
1	15108919	15123084	4	3	1	2
1	15123085	15124374	3	2	1	1
1	15124375	24168661	3	2	1	2
1	24168662	24210076	5	4	1	2
1	24210077	27870043	4	2	2	1
1	27870044	27906652	4	2	2	2
1	27906653	29208415	4	2	2	1
1	29208416	29340633	4	2	2	2
1	29340634	29381168	4	2	2	2
1	29381169	30153374	2	2	0	2
1	30153375	30154114	6	4	2	1
1	30154115	30161014	6	4	2	1
1	30161015	31879307	6	4	2	2
1	31879308	31908935	6	4	2	1
1	31908936	33399988	6	4	2	2
1	33399989	34870473	4	2	2	2
1	34870474	34891414	6	4	2	1
1	34891415	37120248	4	2	2	2
1	37120249	37120490	4	2	2	2
1	37120491	37125538	4	2	2	1
1	37125539	37379810	6	4	2	2
1	37379811	37413315	16	15	1	1
1	37413316	40828752	4	2	2	2
1	40828753	41066498	2	2	0	2
1	41066499	41066635	2	2	0	1
1	41066636	41066693	NA	NA	NA	NA
1	41066694	41067037	NA	NA	NA	NA
1	41067038	41071543	9	7	2	1
1	41071544	41072997	9	7	2	1
1	41072998	41766749	9	7	2	2
1	41766750	43893951	6	4	2	2
1	43893952	44482241	2	2	0	2
1	44482242	44607717	6	4	2	2
1	44607718	44642356	6	4	2	1
1	44642357	45138615	6	3	3	1
1	45138616	45155132	6	3	3	1
1	45155133	45925438	6	4	2	2
1	45925439	45926621	6	3	3	1
1	45926622	46069057	6	3	3	1
1	46069058	46369611	8	7	1	1
1	46369612	47444971	5	3	2	2
1	47444972	47657343	18	16	2	1
1	47657344	47657472	18	16	2	1
1	47657473	47658664	18	16	2	1
1	47658665	48687273	18	16	2	1
1	48687274	48892106	22	20	2	1
1	48892107	48892150	11	9	2	1
1	48892151	48956527	4	2	2	1
1	48956528	49070288	2	2	0	2
1	49070289	49953009	5	3	2	2
1	49953010	49953048	5	3	2	2
1	49953049	50067979	1	1	0	2
1	50067980	50072448	1	1	0	1
1	50072449	50074774	NA	NA	NA	NA
1	50074775	50480224	4	3	1	1
1	50480225	53386295	2	2	0	2
1	53386296	54470011	5	3	2	2
1	54470012	55445691	2	2	0	1
1	55445692	56348074	4	2	2	1
1	56348075	56471309	2	2	0	2
1	56471310	56474529	2	2	0	2
1	56474530	60429924	2	2	0	2
1	60429925	60644440	7	5	2	2
1	60644441	61289758	4	2	2	2
1	61289759	62233717	7	5	2	2
1	62233718	62358578	4	2	2	2
1	62358579	62359158	4	2	2	2
1	62359159	62376227	4	2	2	2
1	62376228	62794215	6	4	2	2
1	62794216	62794444	2	2	0	1
1	62794445	62794571	2	2	0	1
1	62794572	62880237	2	2	0	2
1	62880238	62886941	0	0	0	1
1	62886942	62887008	NA	NA	NA	NA
1	62887009	63232591	4	2	2	2
1	63232592	63232619	3	2	1	2
1	63232620	63233175	2	2	0	1
1	63233176	63233230	2	2	0	1
1	63233231	68163941	2	2	0	2
1	68163942	68271616	4	4	0	2
1	68271617	69083799	2	2	0	2
1	69083800	69271092	7	5	2	2
1	69271093	70935856	2	2	0	2
1	70935857	71239087	5	3	2	2
1	71239088	107830371	2	2	0	2
1	107830372	121499999	5	3	2	2
1	121500000	128899999	NA	NA	NA	NA
1	128900000	143516938	4	2	2	2
1	143516939	162042500	4	2	2	2
1	162042501	174893063	5	3	2	2
1	174893064	174897467	5	3	2	2
1	174897468	185318812	5	3	2	2
1	185318813	196392681	5	3	2	2
1	196392682	198115849	7	5	2	1
1	198115850	198140698	8	6	2	1
1	198140699	198652153	7	5	2	2
1	198652154	199043155	4	2	2	2
1	199043156	227606021	7	5	2	2
1	227606022	227619082	8	6	2	1
1	227619083	233114505	8	6	2	2
1	233114506	233278033	8	6	2	2
1	233278034	244562169	8	6	2	1
1	244562170	247249600	7	6	1	1
1	247249601	249250620	9	7	2	2
2	14004	39476424	3	2	1	2
2	39476425	40643036	4	2	2	2
2	40643037	40733283	4	3	1	2
2	40733284	90499999	3	2	1	2
2	90500000	96799999	NA	NA	NA	NA
2	96800000	140517781	3	2	1	2
2	140517782	141133866	5	4	1	2
2	141133867	242802500	3	2	1	2
2	242802501	243017718	3	2	1	2
3	111945	3724650	2	2	0	2
3	3724651	3906637	4	4	0	2
3	3906638	87899999	2	2	0	2
3	87900000	93899999	NA	NA	NA	NA
3	93900000	175463110	2	2	0	2
3	175463111	176370145	4	4	0	2
3	176370146	198022429	2	2	0	2
4	47884	74956	2	2	0	1
4	74957	46307409	2	2	0	2
4	46307410	48199999	5	3	2	2
4	48200000	52699999	NA	NA	NA	NA
4	52700000	63579486	2	2	0	2
4	63579487	69160723	2	2	0	2
4	69160724	90631489	3	2	1	2
4	90631490	91179383	5	4	1	2
4	91179384	130192777	3	2	1	2
4	130192778	130194455	4	2	2	1
4	130194456	191154275	4	2	2	1
5	22500	46099999	4	2	2	2
5	46100000	50699999	4	2	2	2
5	50700000	162355658	4	2	2	2
5	162355659	162361765	4	2	2	2
5	162361766	180685900	4	2	2	2
6	39681	205799	1	1	0	1
6	205800	5750164	2	2	0	2
6	5750165	5751792	2	2	0	1
6	5751793	5751848	1	1	0	1
6	5751849	6410741	4	2	2	2
6	6410742	6415431	2	2	0	1
6	6415432	6415934	2	2	0	1
6	6415935	6672552	2	2	0	2
6	6672553	6675832	2	2	0	2
6	6675833	9495425	2	2	0	2
6	9495426	9497097	3	2	1	2
6	9497098	9497168	3	2	1	1
6	9497169	10317341	4	2	2	2
6	10317342	10561187	2	2	0	2
6	10561188	24374384	4	2	2	2
6	24374385	32947129	2	2	0	2
6	32947130	34283620	4	4	0	2
6	34283621	58699999	2	2	0	2
6	58700000	63527683	NA	NA	NA	NA
6	63527684	66452288	4	2	2	2
6	66452289	66453307	2	2	0	2
6	66453308	66453350	2	2	0	1
6	66453351	66467498	2	2	0	2
6	66467499	66472649	2	2	0	1
6	66472650	70801611	2	2	0	2
6	70801612	70802161	2	2	0	2
6	70802162	70808550	4	2	2	1
6	70808551	70811570	4	2	2	2
6	70811571	70811629	4	2	2	2
6	70811630	72921809	4	2	2	2
6	72921810	72923805	4	2	2	2
6	72923806	72925581	4	2	2	1
6	72925582	74279395	2	2	0	2
6	74279396	74281127	2	2	0	1
6	74281128	74281244	NA	NA	NA	NA
6	74281245	74282560	4	2	2	1
6	74282561	74282662	4	2	2	1
6	74282663	76967913	4	2	2	2
6	76967914	78631257	2	2	0	2
6	78631258	78631292	2	2	0	1
6	78631293	78632005	1	1	0	1
6	78632006	78632054	NA	NA	NA	NA
6	78632055	79263578	4	2	2	2
6	79263579	86265302	4	2	2	2
6	86265303	86638573	1	1	0	2
6	86638574	86646107	2	2	0	1
6	86646108	86650536	2	1	1	1
6	86650537	86650567	2	1	1	1
6	86650568	86660153	NA	NA	NA	NA
6	86660154	86663822	NA	NA	NA	NA
6	86663823	86667048	NA	NA	NA	NA
6	86667049	86691635	2	1	1	1
6	86691636	86697578	1	1	0	1
6	86697579	86697601	NA	NA	NA	NA
6	86697602	86715549	2	1	1	1
6	86715550	86741642	3	2	1	1
6	86741643	88212859	2	2	0	2
6	88212860	88224280	4	2	2	2
6	88224281	88225558	4	2	2	1
6	88225559	89150835	4	2	2	2
6	89150836	89152410	4	2	2	1
6	89152411	98239590	2	2	0	2
6	98239591	98240081	2	2	0	2
6	98240082	98251292	2	2	0	1
6	98251293	98264234	2	2	0	1
6	98264235	98294156	2	2	0	2
6	98294157	98306960	4	2	2	2
6	98306961	98654938	2	2	0	2
6	98654939	98659234	2	2	0	1
6	98659235	98661746	4	2	2	1
6	98661747	98665736	4	2	2	1
6	98665737	98665759	4	2	2	1
6	98665760	98672671	4	2	2	1
6	98672672	106870393	4	2	2	2
6	106870394	106886119	4	2	2	2
6	106886120	106959727	4	2	2	2
6	106959728	106972117	4	2	2	2
6	106972118	107565157	4	2	2	2
6	107565158	109127499	2	2	0	2
6	109127500	109279082	3	2	1	2
6	109279083	109287482	4	2	2	1
6	109287483	109288872	4	2	2	1
6	109288873	109295872	4	2	2	1
6	109295873	109298361	NA	NA	NA	NA
6	109298362	109298522	NA	NA	NA	NA
6	109298523	109301110	NA	NA	NA	NA
6	109301111	109508832	2	1	1	1
6	109508833	109511908	2	2	0	1
6	109511909	109626593	3	3	0	1
6	109626594	109628005	3	3	0	1
6	109628006	109636719	3	3	0	1
6	109636720	109637755	2	2	0	1
6	109637756	109974498	2	2	0	1
6	109974499	112533323	4	2	2	2
6	112533324	112551507	6	5	1	1
6	112551508	120579829	4	2	2	2
6	120579830	120823047	2	2	0	2
6	120823048	120825315	2	2	0	1
6	120825316	120825421	3	2	1	1
6	120825422	124134689	4	2	2	2
6	124134690	125708618	3	2	1	2
6	125708619	130127934	3	2	1	2
6	130127935	130170898	3	2	1	1
6	130170899	153505605	3	2	1	2
6	153505606	155722977	4	2	2	2
6	155722978	155723219	4	2	2	1
6	155723220	155724398	3	2	1	1
6	155724399	155726253	4	3	1	1
6	155726254	155726492	2	2	0	1
6	155726493	155726791	NA	NA	NA	NA
6	155726792	155726832	NA	NA	NA	NA
6	155726833	155726876	NA	NA	NA	NA
6	155726877	155921004	2	2	0	2
6	155921005	155924810	2	2	0	1
6	155924811	155926110	5	3	2	1
6	155926111	155937174	4	2	2	2
6	155937175	155946545	4	2	2	1
6	155946546	156334674	4	2	2	2
