chromosome	start	end	total_cn	major_cn	minor_cn	star
1	10001	232499	3	2	1	2
1	232500	817499	3	3	0	2
1	817500	16869420	3	3	0	3
1	16869421	25601201	3	3	0	3
1	25601202	72767209	3	3	0	3
1	72767210	79846257	3	3	0	3
1	79846258	121435201	5	3	2	3
1	121435202	128899999	5	3	2	2
1	128900000	142612500	5	3	2	1
1	142612501	143393400	5	3	2	1
1	143393401	143544202	5	3	2	1
1	143544203	247247500	5	3	2	2
1	247247501	249250620	5	3	2	3
2	13241	90499999	5	3	2	2
2	90500000	96799999	5	3	2	2
2	96800000	201750765	5	3	2	2
2	201750766	201750818	5	3	2	2
2	201750819	201750854	5	3	2	2
2	201750855	201750927	5	3	2	2
2	201750928	225241749	5	3	2	2
2	225241750	226532577	4	3	1	2
2	226532578	242985695	5	3	2	2
3	100074	15826776	5	3	2	3
3	15826777	15826840	5	3	2	3
3	15826841	15851218	5	3	2	3
3	15851219	15851668	5	3	2	2
3	15851669	20901417	4	3	1	3
3	20901418	78308655	3	3	0	3
3	78308656	87899999	4	3	1	3
3	87900000	93899999	4	3	1	3
3	93900000	97754190	4	3	1	3
3	97754191	127446355	3	2	1	3
3	127446356	195193185	4	3	1	3
3	195193186	195232285	4	3	1	2
3	195232286	195342602	4	3	1	2
3	195342603	195454099	4	3	1	2
3	195454100	198022429	4	3	1	3
4	9997	61486	4	2	2	2
4	61487	48199999	4	2	2	3
4	48200000	52699999	4	2	2	2
4	52700000	191154275	4	2	2	3
5	22500	141907	5	3	2	2
5	141908	859827	5	3	2	2
5	859828	46099999	5	3	2	3
5	46100000	50699999	5	3	2	3
5	50700000	79131281	5	3	2	3
5	79131282	79131420	5	3	2	3
5	79131421	139329175	5	3	2	3
5	139329176	139329621	5	3	2	3
5	139329622	177687609	5	3	2	3
5	177687610	180689978	5	3	2	3
6	39681	201975	4	2	2	1
6	201976	58699999	4	2	2	3
6	58700000	63299999	NA	NA	NA	NA
6	63300000	66611037	6	4	2	3
