chromosome	start	end	total_cn	major_cn	minor_cn	star
1	10001	17690039	2	1	1	3
1	17690040	17690143	2	1	1	2
1	17690144	17985743	3	2	1	3
1	17985744	50924635	2	1	1	3
1	50924636	51026551	1	1	0	1
1	51026552	121499999	2	1	1	2
1	121500000	128899999	2	1	1	2
1	128900000	143900201	2	1	1	2
1	143900202	247247500	3	2	1	2
1	247247501	249250620	3	2	1	3
2	20016	90499999	2	1	1	3
2	90500000	96799999	2	1	1	3
2	96800000	219114223	2	1	1	3
2	219114224	219362862	3	2	1	3
2	219362863	219362906	3	2	1	2
2	219362907	242983145	2	1	1	3
3	100074	13239160	2	2	0	2
3	13239161	13241432	1	1	0	2
3	13241433	13241650	1	1	0	2
3	13241651	13242317	1	1	0	2
3	13242318	13242519	1	1	0	2
3	13242520	13433927	3	3	0	2
3	13433928	58229989	1	1	0	1
3	58229990	87899999	2	1	1	3
3	87900000	93899999	2	1	1	3
3	93900000	111163320	2	1	1	3
3	111163321	111168932	2	1	1	2
3	111168933	197796280	2	1	1	3
4	27500	48199999	2	1	1	3
4	48200000	52699999	2	1	1	3
4	52700000	191154275	2	1	1	3
5	22500	851581	2	1	1	2
5	851582	992461	2	1	1	2
5	992462	1319999	3	2	1	3
5	1320000	46099999	2	1	1	3
5	46100000	50699999	2	1	1	3
5	50700000	180689978	2	1	1	3
6	39681	201975	2	1	1	1
6	201976	58699999	2	1	1	3
6	58700000	63299999	2	1	1	3
6	63300000	170849934	2	1	1	3
7	40386	20952684	2	1	1	3
7	20952685	20956298	1	1	0	1
7	20956299	56074359	2	1	1	3
7	56074360	56077281	2	1	1	2
7	56077282	57999999	2	1	1	2
7	58000000	61699999	2	1	1	3
7	61700000	158817500	2	1	1	3
8	187743	12247644	1	1	0	3
8	12247645	20529976	1	1	0	3
8	20529977	20739960	2	1	1	2
8	20739961	43099999	1	1	0	3
8	43100000	48099999	NA	NA	NA	NA
8	48100000	141768801	3	2	1	2
8	141768802	141895199	2	1	1	1
8	141895200	146364021	3	2	1	2
9	47500	153936	2	1	1	2
9	153937	47299999	2	1	1	2
9	47300000	50699999	2	1	1	2
9	50700000	98235457	2	1	1	2
9	98235458	100836043	1	1	0	3
9	100836044	101164992	2	2	0	3
9	101164993	120050332	1	1	0	3
9	120050333	140267500	2	1	1	2
10	102500	37999999	2	1	1	3
10	38000000	42299999	2	1	1	3
10	42300000	135389304	2	1	1	3
11	20721	190009	2	1	1	2
11	190010	38829142	2	1	1	3
11	38829143	38830028	2	1	1	3
11	38830029	51599999	2	1	1	3
11	51600000	55699999	2	1	1	3
11	55700000	64185693	2	1	1	3
11	64185694	65212333	2	1	1	3
11	65212334	65421938	3	2	1	3
11	65421939	134442500	2	1	1	2
12	110107	33299999	2	1	1	3
12	33300000	38199999	2	1	1	3
12	38200000	46006138	2	1	1	3
12	46006139	46281257	1	1	0	3
12	46281258	46305909	1	1	0	3
12	46305910	47121187	1	1	0	3
12	47121188	132342500	2	1	1	3
12	132342501	133851894	2	1	1	2
13	1	16299999	2	1	1	1
13	16300000	19499999	2	1	1	2
13	19500000	94848843	2	1	1	3
13	94848844	94952384	3	2	1	3
13	94952385	114137500	2	1	1	3
13	114137501	115169877	2	1	1	2
14	1	16099999	2	1	1	1
14	16100000	19099999	2	1	1	2
14	19100000	106362500	2	1	1	3
15	1	15799999	2	1	1	1
15	15800000	20699999	2	1	1	2
15	20700000	100332500	2	1	1	3
15	100332501	102531391	2	1	1	3
16	100010	34599999	2	1	1	3
16	34600000	38599999	2	1	1	3
16	38600000	88827200	2	1	1	3
16	88827201	90354752	2	1	1	3
17	7	17972973	2	1	1	3
17	17972974	18172179	3	2	1	2
17	18172180	22199999	2	1	1	2
17	22200000	25799999	2	1	1	3
17	25800000	36791543	2	1	1	3
17	36791544	36890442	2	1	1	2
17	36890443	78774600	2	1	1	3
17	78774601	81195209	2	1	1	2
18	10001	15399999	2	1	1	3
18	15400000	18999999	2	1	1	3
18	19000000	70372812	2	1	1	3
18	70372813	70376157	2	1	1	3
18	70376158	71721333	2	1	1	3
18	71721334	71920368	3	2	1	3
18	71920369	76117000	2	1	1	2
18	76117001	78077247	2	1	1	2
19	102500	260136	2	1	1	2
19	260137	3211145	2	1	1	2
19	3211146	3401901	3	2	1	2
19	3401902	24399999	2	1	1	2
19	24400000	28599999	2	1	1	2
19	28600000	59128982	2	1	1	3
20	17500	25599999	2	1	1	2
20	25600000	29399999	2	1	1	2
20	29400000	32679720	2	1	1	2
20	32679721	32681573	2	1	1	2
20	32681574	62432500	2	1	1	2
21	1	9417499	NA	NA	NA	NA
21	9417500	10899999	NA	NA	NA	NA
21	10900000	14299999	2	1	1	1
21	14300000	46937500	2	1	1	3
21	46937501	48129894	2	1	1	2
22	1	12199999	2	1	1	1
22	12200000	17899999	2	1	1	3
22	17900000	41909253	2	1	1	2
22	41909254	42121189	3	2	1	2
22	42121190	49687500	2	1	1	2
22	49687501	51304565	2	1	1	2
X	1	58099999	1	1	0	3
X	58100000	62999999	1	1	0	3
X	63000000	155270559	1	1	0	3
Y	1	11599999	1	1	0	1
Y	11600000	13399999	1	1	0	1
Y	13400000	59373565	1	1	0	1
