chromosome	start	end	total_cn	major_cn	minor_cn	star
1	1	791002	4	3	1	2
1	791003	105402729	4	2	2	3
1	105402730	105412618	4	2	2	3
1	105412619	121140401	4	2	2	3
1	121140402	128899999	4	2	2	3
1	128900000	142913202	4	2	2	2
1	142913203	144832823	8	6	2	1
1	144832824	145110047	8	6	2	1
1	145110048	147831144	4	2	2	2
1	147831145	149856801	11	9	2	2
1	149856802	157162613	4	2	2	2
1	157162614	160175654	3	2	1	3
1	160175655	160195654	3	2	1	1
1	160195655	160318731	3	2	1	3
1	160318732	160320107	3	2	1	2
1	160320108	160899436	3	2	1	3
1	160899437	160904299	3	2	1	2
1	160904300	173412068	3	2	1	3
1	173412069	173412141	3	2	1	3
1	173412142	183568016	3	2	1	3
1	183568017	184864010	11	9	2	2
1	184864011	196390159	3	2	1	3
1	196390160	196397108	3	2	1	1
1	196397109	197187108	3	2	1	2
1	197187109	200370953	3	2	1	3
1	200370954	200389986	7	5	2	1
1	200389987	200860614	3	2	1	2
1	200860615	200867326	3	2	1	2
1	200867327	203966774	3	2	1	2
1	203966775	204382124	3	2	1	2
1	204382125	205501505	3	2	1	2
1	205501506	205504651	3	2	1	2
1	205504652	212065679	3	2	1	3
1	212065680	212080047	3	2	1	2
1	212080048	212262298	3	2	1	2
1	212262299	212262464	3	2	1	2
1	212262465	220032329	3	2	1	3
1	220032330	220050919	3	2	1	2
1	220050920	224216786	3	2	1	3
1	224216787	224305497	5	3	2	2
1	224305498	224309220	6	4	2	1
1	224309221	224311496	7	5	2	1
1	224311497	224324179	7	5	2	2
1	224324180	224903189	3	2	1	3
1	224903190	224916859	23	22	1	1
1	224916860	225525207	3	2	1	3
1	225525208	225537095	3	2	1	3
1	225537096	225537397	3	2	1	2
1	225537398	225537971	3	2	1	2
1	225537972	226860073	3	2	1	3
1	226860074	226871918	4	2	2	1
1	226871919	227091503	3	2	1	2
1	227091504	227536450	7	5	2	2
1	227536451	227983452	3	2	1	2
1	227983453	229121178	3	2	1	2
1	229121179	229133571	5	3	2	2
1	229133572	230438852	3	2	1	3
1	230438853	230442828	7	5	2	1
1	230442829	230455031	7	5	2	1
1	230455032	230467610	7	5	2	1
1	230467611	234508792	3	2	1	3
1	234508793	234531532	3	2	1	2
1	234531533	235587432	3	2	1	3
1	235587433	235588900	3	2	1	3
1	235588901	244931155	3	2	1	3
1	244931156	245061921	7	5	2	1
1	245061922	246648397	3	2	1	3
1	246648398	246658014	3	2	1	1
1	246658015	246658063	3	2	1	2
1	246658064	247249600	3	2	1	3
1	247249601	249250620	3	2	1	2
2	22500	78065001	4	2	2	3
2	78065002	78068859	4	2	2	2
2	78068860	84120758	4	2	2	3
2	84120759	84127206	4	2	2	1
2	84127207	89840101	4	2	2	3
2	89840102	96799999	4	2	2	3
2	96800000	141607569	4	2	2	3
2	141607570	141681822	3	2	1	2
2	141681823	141977888	1	1	0	3
2	141977889	142112018	3	2	1	2
2	142112019	142155243	3	2	1	2
2	142155244	142181014	3	2	1	2
2	142181015	147461982	4	2	2	3
2	147461983	186642201	4	2	2	3
2	186642202	242951000	4	2	2	3
3	62226	41587226	4	2	2	3
3	41587227	41722358	2	2	0	3
3	41722359	65896336	4	2	2	3
3	65896337	65920600	2	2	0	1
3	65920601	83984578	4	2	2	3
3	83984579	85289122	6	4	2	3
3	85289123	87899999	4	2	2	3
3	87900000	93899999	4	2	2	2
3	93900000	126511297	4	2	2	3
3	126511298	126570076	4	2	2	2
3	126570077	128464394	4	2	2	2
3	128464395	128469485	4	2	2	2
3	128469486	174836168	4	2	2	3
3	174836169	174896644	3	2	1	2
3	174896645	198022429	4	2	2	3
4	27500	48199999	3	2	1	3
4	48200000	52699999	3	2	1	3
4	52700000	150888850	3	2	1	3
4	150888851	150904006	1	1	0	1
4	150904007	191154275	3	2	1	3
5	39977	721104	4	2	2	2
5	721105	879994	8	5	3	1
5	879995	18877533	4	2	2	3
5	18877534	18903236	4	2	2	1
5	18903237	45966409	4	2	2	3
5	45966410	46099999	4	2	2	2
5	46100000	50699999	4	2	2	2
5	50700000	99727801	4	2	2	3
5	99727802	180711582	4	2	2	3
6	254111	399995	6	4	2	2
6	399996	5846466	6	4	2	2
6	5846467	5850627	6	4	2	2
6	5850628	27776265	6	4	2	2
6	27776266	27787259	6	4	2	2
6	27787260	53521891	6	4	2	2
6	53521892	53528210	5	3	2	2
6	53528211	55081996	6	4	2	2
6	55081997	55101127	5	3	2	2
6	55101128	58699999	4	2	2	3
6	58700000	63299999	4	2	2	2
6	63300000	102772887	4	2	2	3
6	102772888	102772990	4	2	2	2
6	102772991	103057237	4	2	2	2
6	103057238	103057446	4	2	2	2
6	103057447	165979801	4	2	2	2
6	165979802	170904942	4	2	2	2
7	60044	40368090	4	2	2	3
7	40368091	40371203	4	2	2	3
7	40371204	47436239	4	2	2	3
7	47436240	47598822	2	2	0	2
7	47598823	57999999	4	2	2	3
7	58000000	61869076	4	2	2	2
7	61869077	62190533	4	2	2	1
7	62190534	62313277	6	3	3	2
7	62313278	62382334	6	3	3	2
7	62382335	62435579	8	4	4	2
7	62435580	158837488	4	2	2	3
7	158837489	158878029	4	2	2	1
8	10001	195765	4	2	2	2
8	195766	3678320	4	2	2	2
