chromosome	start	end	total_cn	major_cn	minor_cn	star
1	802133	5231582	1	1	0	2
1	5231583	30389201	1	1	0	2
1	30389202	31400013	2	1	1	2
1	31400014	32019949	3	2	1	2
1	32019950	37789973	1	1	0	2
1	37789974	39336310	3	2	1	2
1	39336311	40354818	2	1	1	2
1	40354819	47952499	3	2	1	2
1	47952500	53796506	2	2	0	2
1	53796507	56931855	1	1	0	2
1	56931856	57203441	1	1	0	2
1	57203442	57377171	1	1	0	2
1	57377172	58218728	1	1	0	2
1	58218729	67223520	1	1	0	2
1	67223521	75050039	2	2	0	2
1	75050040	78783471	2	2	0	2
1	78783472	80249993	2	2	0	2
1	80249994	80342449	2	2	0	2
1	80342450	80651388	2	2	0	2
1	80651389	82479933	2	2	0	2
1	82479934	83096902	2	2	0	2
1	83096903	83989997	2	2	0	1
1	83989998	87436901	2	2	0	2
1	87436902	88979998	1	1	0	2
1	88979999	98684553	1	1	0	2
1	98684554	99869828	1	1	0	2
1	99869829	100160004	1	1	0	2
1	100160005	103264137	1	1	0	2
1	103264138	106685301	1	1	0	2
1	106685302	107081301	1	1	0	2
1	107081302	107530301	1	1	0	2
1	107530302	118810019	1	1	0	2
1	118810020	120345914	1	1	0	2
1	120345915	121499999	2	1	1	2
1	121500000	128899999	2	1	1	2
1	128900000	143178938	2	1	1	2
1	143178939	147779894	2	1	1	2
1	147779895	163050005	2	1	1	2
1	163050006	169036439	2	1	1	2
1	169036440	175460061	2	1	1	1
1	175460062	177315661	2	1	1	2
1	177315662	177469705	2	1	1	2
1	177469706	188550000	2	1	1	2
1	188550001	192675705	2	1	1	2
1	192675706	193682062	1	1	0	2
1	193682063	196272897	2	1	1	2
1	196272898	197948434	2	1	1	2
1	197948435	198359970	2	1	1	2
1	198359971	208477273	2	1	1	2
1	208477274	208609998	2	1	1	1
1	208609999	208676273	2	1	1	2
1	208676274	208789981	2	1	1	1
1	208789982	215420747	2	1	1	2
1	215420748	216059942	2	1	1	2
1	216059943	219966592	2	1	1	2
1	219966593	220031131	2	1	1	1
1	220031132	224083655	2	1	1	2
1	224083656	249250620	2	1	1	2
2	26844	4469984	2	1	1	2
2	4469985	4594088	2	1	1	2
2	4594089	14749079	2	1	1	2
2	14749080	19630000	2	1	1	2
2	19630001	22798485	2	1	1	2
2	22798486	29847957	2	1	1	2
2	29847958	29919953	2	1	1	2
2	29919954	41292516	2	1	1	2
2	41292517	41462771	2	1	1	2
2	41462772	41636613	2	1	1	2
2	41636614	41711466	2	1	1	2
2	41711467	41889157	2	1	1	2
2	41889158	41951361	2	1	1	2
2	41951362	42060005	2	1	1	1
2	42060006	49500115	2	1	1	2
2	49500116	49567945	2	1	1	2
2	49567946	50972884	2	1	1	2
2	50972885	51295728	2	1	1	1
2	51295729	53119297	2	1	1	2
2	53119298	53219986	2	1	1	1
2	53219987	56436522	2	1	1	2
2	56436523	57146731	2	1	1	2
2	57146732	57242888	4	2	2	2
2	57242889	58356413	2	1	1	2
2	58356414	58934223	2	1	1	2
2	58934224	59123660	2	1	1	2
2	59123661	66301710	2	1	1	2
2	66301711	66849869	2	1	1	2
2	66849870	67073367	2	1	1	2
2	67073368	70847597	2	1	1	2
2	70847598	77179872	2	1	1	2
2	77179873	79843397	2	1	1	2
2	79843398	81021084	2	1	1	2
2	81021085	81180092	2	1	1	2
2	81180093	81899897	2	1	1	2
2	81899898	84729890	2	1	1	2
2	84729891	86607000	2	1	1	2
2	86607001	87095380	2	1	1	2
2	87095381	90239997	2	1	1	2
2	90239998	96799999	2	1	1	2
2	96800000	107939977	2	1	1	2
2	107939978	111716977	2	1	1	2
2	111716978	111984371	2	1	1	2
2	111984372	113517500	2	1	1	2
2	113517501	115356988	2	1	1	2
2	115356989	117662993	2	1	1	2
2	117662994	117800650	2	1	1	2
2	117800651	123510060	2	1	1	2
2	123510061	124475045	2	1	1	1
2	124475046	124522980	2	1	1	2
2	124522981	125602500	2	1	1	2
2	125602501	138876795	1	1	0	2
2	138876796	139830576	1	1	0	2
2	139830577	140002688	2	2	0	2
2	140002689	140270726	1	1	0	2
2	140270727	140936821	1	1	0	2
2	140936822	141723062	1	1	0	2
2	141723063	141780771	1	1	0	2
2	141780772	142829998	1	1	0	2
2	142829999	146529988	1	1	0	2
2	146529989	146783835	1	1	0	2
2	146783836	146880030	1	1	0	2
2	146880031	147041681	1	1	0	2
2	147041682	147259858	1	1	0	2
2	147259859	147379849	1	1	0	2
2	147379850	150511212	1	1	0	2
2	150511213	150739974	3	2	1	2
2	150739975	151560002	1	1	0	2
2	151560003	155179748	1	1	0	2
2	155179749	155849960	1	1	0	2
2	155849961	156959989	1	1	0	2
2	156959990	159016514	1	1	0	2
2	159016515	161479957	1	1	0	2
2	161479958	163350405	1	1	0	2
2	163350406	163795956	1	1	0	2
2	163795957	163850019	1	1	0	2
2	163850020	163920092	1	1	0	2
2	163920093	164009976	1	1	0	2
2	164009977	167529827	1	1	0	2
2	167529828	167585957	2	2	0	2
2	167585958	170909987	1	1	0	2
2	170909988	177973219	1	1	0	2
2	177973220	179395503	1	1	0	2
2	179395504	179669966	2	2	0	1
2	179669967	185095008	2	2	0	2
2	185095009	187422744	1	1	0	2
2	187422745	187525674	1	1	0	2
2	187525675	187984952	2	2	0	2
2	187984953	188179739	2	2	0	2
2	188179740	192919981	2	2	0	2
2	192919982	193555573	2	2	0	2
2	193555574	194380761	1	1	0	2
2	194380762	195810002	1	1	0	2
2	195810003	198749687	1	1	0	2
2	198749688	221521706	2	2	0	2
2	221521707	226279987	4	2	2	2
2	226279988	226453361	1	1	0	2
2	226453362	226847905	2	2	0	2
2	226847906	227380003	1	1	0	2
2	227380004	227489960	4	3	1	2
2	227489961	242986605	1	1	0	2
3	100019	996742	2	1	1	2
3	996743	4329889	2	1	1	2
3	4329890	5847582	2	1	1	2
3	5847583	6389435	2	1	1	2
3	6389436	6501775	1	1	0	1
3	6501776	17099999	2	1	1	2
3	17100000	17450034	2	1	1	2
3	17450035	18599960	2	1	1	2
3	18599961	18877668	2	1	1	1
3	18877669	19313589	2	1	1	1
3	19313590	19459882	2	1	1	2
3	19459883	21904937	2	1	1	2
3	21904938	22083451	2	1	1	2
3	22083452	22200006	2	1	1	2
3	22200007	22239938	2	1	1	2
3	22239939	22371358	2	1	1	2
3	22371359	23665008	2	1	1	2
3	23665009	30281548	2	1	1	2
3	30281549	31556049	2	1	1	2
3	31556050	34309233	2	1	1	2
3	34309234	35653913	2	1	1	2
3	35653914	35698319	2	1	1	1
3	35698320	46112499	2	1	1	2
3	46112500	46368689	2	2	0	1
3	46368690	58252499	1	1	0	1
3	58252500	59240017	2	1	1	1
3	59240018	59409524	2	1	1	1
3	59409525	59492186	4	3	1	2
3	59492187	60590000	3	2	1	2
3	60590001	61400006	2	1	1	1
3	61400007	62640018	2	1	1	1
3	62640019	63320000	3	2	1	2
3	63320001	64810008	3	2	1	2
3	64810009	64990012	3	2	1	2
3	64990013	65091404	1	1	0	1
3	65091405	68219981	3	2	1	2
3	68219982	70219973	3	2	1	2
3	70219974	70539998	3	2	1	2
3	70539999	71330948	3	2	1	2
3	71330949	74125730	1	1	0	2
3	74125731	74196658	2	1	1	2
3	74196659	75377276	2	1	1	2
3	75377277	75569370	1	1	0	2
3	75569371	77922499	2	1	1	2
3	77922500	78506940	1	1	0	2
3	78506941	79582466	2	1	1	2
3	79582467	79788660	2	1	1	1
3	79788661	83030045	2	1	1	2
3	83030046	84410095	2	1	1	2
3	84410096	84488160	2	1	1	2
3	84488161	85310017	2	1	1	2
3	85310018	87899999	2	1	1	2
3	87900000	94608129	NA	NA	NA	NA
3	94608130	97349989	1	1	0	2
3	97349990	97939995	1	1	0	2
3	97939996	98804923	1	1	0	2
3	98804924	98854995	1	1	0	2
3	98854996	99386130	1	1	0	2
3	99386131	99490013	1	1	0	2
3	99490014	100980013	1	1	0	2
3	100980014	102009997	1	1	0	2
3	102009998	103620181	1	1	0	2
3	103620182	104075177	1	1	0	2
3	104075178	104909994	1	1	0	2
3	104909995	105040857	4	3	1	2
3	105040858	111620008	1	1	0	2
3	111620009	114069976	1	1	0	2
3	114069977	115837499	1	1	0	2
3	115837500	117389933	1	1	0	1
3	117389934	130164042	1	1	0	2
3	130164043	131290000	1	1	0	2
3	131290001	131429943	1	1	0	2
3	131429944	131520087	1	1	0	2
3	131520088	139454806	1	1	0	2
3	139454807	143302724	1	1	0	2
3	143302725	145716916	1	1	0	2
3	145716917	154899992	1	1	0	2
3	154899993	156036850	1	1	0	2
3	156036851	158830991	4	2	2	2
3	158830992	160320907	1	1	0	2
3	160320908	160377455	2	2	0	1
3	160377456	161229949	4	2	2	2
3	161229950	162080053	1	1	0	1
3	162080054	165859716	1	1	0	2
3	165859717	165927929	5	4	1	2
3	165927930	166009984	1	1	0	1
3	166009985	166960027	1	1	0	2
3	166960028	167276468	1	1	0	2
3	167276469	167299485	1	1	0	2
3	167299486	167636685	1	1	0	2
3	167636686	167729609	5	4	1	2
3	167729610	168079983	1	1	0	2
3	168079984	173276094	1	1	0	2
3	173276095	174078488	1	1	0	2
3	174078489	176375602	1	1	0	2
3	176375603	176538203	1	1	0	2
3	176538204	177641024	1	1	0	2
3	177641025	193045131	1	1	0	2
3	193045132	193069939	1	1	0	2
3	193069940	198022429	1	1	0	2
4	64009	9057756	2	1	1	2
4	9057757	11353598	2	1	1	2
4	11353599	12427801	2	1	1	2
4	12427802	13911289	2	1	1	2
4	13911290	13989985	2	1	1	2
4	13989986	18855193	2	1	1	2
4	18855194	19820022	2	1	1	2
4	19820023	23680105	2	1	1	2
4	23680106	23731943	2	1	1	1
4	23731944	27982649	2	1	1	2
4	27982650	31249921	2	1	1	2
4	31249922	35599948	2	1	1	2
4	35599949	35889992	2	1	1	2
4	35889993	36099970	2	1	1	2
4	36099971	37209927	2	1	1	2
4	37209928	37239983	2	1	1	2
4	37239984	43015372	2	1	1	2
4	43015373	43170284	2	1	1	2
4	43170285	44948666	2	1	1	2
4	44948667	45084149	2	1	1	2
