chromosome	start	end	total_cn	major_cn	minor_cn	star
1	10001	1462244	3	2	1	3
1	1462245	2781139	2	1	1	3
1	2781140	85998107	3	2	1	3
1	85998108	121499999	3	2	1	3
1	121500000	128899999	3	2	1	2
1	128900000	142567802	3	2	1	2
1	142567803	144860974	3	2	1	2
1	144860975	149753801	7	5	2	2
1	149753802	155251492	7	5	2	2
1	155251493	155251637	7	5	2	2
1	155251638	155962943	11	9	2	2
1	155962944	155964512	3	2	1	2
1	155964513	237023784	3	2	1	3
1	237023785	237025381	3	2	1	2
1	237025382	247247500	3	2	1	3
1	247247501	249250620	3	2	1	3
2	20016	79844320	3	2	1	2
2	79844321	79859261	4	3	1	2
2	79859262	90441202	3	2	1	2
2	90441203	96799999	3	2	1	2
2	96800000	209260371	3	2	1	2
2	209260372	209260524	3	2	1	2
2	209260525	209385854	3	2	1	2
2	209385855	242951000	2	2	0	3
3	100074	22647997	2	2	0	2
3	22647998	22664828	3	3	0	2
3	22664829	55789057	2	2	0	2
3	55789058	75600638	2	2	0	2
3	75600639	77152027	2	2	0	2
3	77152028	81187275	4	2	2	2
3	81187276	82920032	4	2	2	2
3	82920033	84657036	6	4	2	2
3	84657037	87899999	4	2	2	2
3	87900000	93899999	NA	NA	NA	NA
3	93900000	122087256	6	4	2	2
3	122087257	127594927	6	4	2	2
3	127594928	127595341	6	4	2	2
3	127595342	127598806	6	4	2	2
3	127598807	128024800	8	6	2	2
3	128024801	128033277	8	6	2	2
3	128033278	138992500	8	6	2	2
3	138992501	165042364	9	7	2	2
3	165042365	166803165	9	7	2	2
3	166803166	180725752	9	7	2	1
3	180725753	180730207	10	8	2	1
3	180730208	197859220	10	8	2	2
4	71935	3894291	3	3	0	2
4	3894292	4216187	3	3	0	2
4	4216188	6957500	3	3	0	2
4	6957501	7052234	3	3	0	2
4	7052235	7052280	2	2	0	2
4	7052281	48199999	2	2	0	2
4	48200000	52699999	2	2	0	2
4	52700000	69373402	2	2	0	2
