chromosome	start	end	total_cn	major_cn	minor_cn	star
1	1	121499999	2	1	1	3
1	121500000	128899999	2	1	1	2
1	128900000	142914938	2	1	1	2
1	142914939	148179855	2	1	1	3
1	148179856	249250620	2	1	1	2
2	55926	90499999	2	1	1	2
2	90500000	96799999	2	1	1	2
2	96800000	242985695	2	1	1	2
3	62309	87899999	2	1	1	3
3	87900000	93899999	2	1	1	3
3	93900000	198022429	2	1	1	3
4	50084	48199999	2	1	1	2
4	48200000	52699999	2	1	1	2
4	52700000	191154275	2	1	1	2
5	1	46099999	2	1	1	2
5	46100000	50699999	2	1	1	2
5	50700000	98426172	2	1	1	2
5	98426173	100263491	2	1	1	2
5	100263492	120151215	1	1	0	2
5	120151216	120714387	2	1	1	2
5	120714388	120735237	0	0	0	1
5	120735238	180689978	2	1	1	3
6	180248	58699999	2	1	1	2
6	58700000	63299999	2	1	1	3
6	63300000	170904973	2	1	1	2
7	40386	57999999	2	1	1	2
7	58000000	61699999	2	1	1	2
7	61700000	159138662	2	1	1	2
8	202842	43099999	2	1	1	2
8	43100000	48099999	2	1	1	2
8	48100000	146364021	2	1	1	2
9	47500	170390	2	1	1	1
9	170391	38726674	2	1	1	3
9	38726675	47299999	2	1	1	2
9	47300000	50699999	2	1	1	2
9	50700000	66533429	2	1	1	1
9	66533430	141019790	2	1	1	3
10	95353	37999999	2	1	1	2
10	38000000	42299999	2	1	1	2
10	42300000	135534746	2	1	1	2
11	200002	51599999	2	1	1	3
11	51600000	55699999	2	1	1	2
11	55700000	135006515	2	1	1	3
12	110107	228375	2	1	1	2
12	228376	33299999	2	1	1	2
12	33300000	38199999	2	1	1	2
12	38200000	133851894	2	1	1	2
13	1	16299999	NA	NA	NA	NA
13	16300000	19499999	2	1	1	2
13	19500000	35770384	2	1	1	2
13	35770385	96444904	1	1	0	2
13	96444905	96494903	1	1	0	2
13	96494904	115169877	2	1	1	2
14	1	16099999	NA	NA	NA	NA
14	16100000	19099999	2	1	1	1
14	19100000	105380004	2	1	1	3
14	105380005	107349539	2	1	1	2
15	1	15799999	NA	NA	NA	NA
15	15800000	20699999	2	1	1	2
15	20700000	102531391	2	1	1	2
16	100010	34599999	2	1	1	2
16	34600000	38599999	2	1	1	2
16	38600000	46450013	2	1	1	2
16	46450014	90354752	2	1	1	3
17	828	22199999	2	1	1	2
17	22200000	25799999	2	1	1	3
17	25800000	81195209	2	1	1	2
18	27500	125370	2	1	1	1
18	125371	15399999	2	1	1	2
18	15400000	18999999	2	1	1	2
18	19000000	78077247	2	1	1	2
19	102500	260136	2	1	1	2
19	260137	24399999	2	1	1	2
19	24400000	28599999	2	1	1	2
19	28600000	59128982	2	1	1	2
20	82204	25599999	2	1	1	3
20	25600000	29507499	2	1	1	3
20	29507500	63025519	2	1	1	2
21	1	10037500	NA	NA	NA	NA
21	10037501	14299999	NA	NA	NA	NA
21	14300000	48129894	2	1	1	2
22	1	12199999	NA	NA	NA	NA
22	12200000	17899999	2	1	1	2
22	17900000	51304565	2	1	1	2
X	1	58099999	1	1	0	3
X	58100000	62999999	1	1	0	2
X	63000000	155270559	1	1	0	3
Y	1	11599999	1	1	0	1
Y	11600000	13399999	NA	NA	NA	NA
Y	13400000	59373565	1	1	0	1
