chromosome	start	end	total_cn	major_cn	minor_cn	star
1	1	840008	3	2	1	2
1	840009	11812705	3	2	1	3
1	11812706	11862669	4	3	1	2
1	11862670	11866013	4	3	1	2
1	11866014	114046210	2	1	1	3
1	114046211	114046395	2	1	1	3
1	114046396	121499999	2	1	1	3
1	121500000	128899999	2	1	1	2
1	128900000	142564938	2	1	1	2
1	142564939	142730938	2	1	1	2
1	142730939	142967402	1	1	0	2
1	142967403	143362500	1	1	0	2
1	143362501	143541401	1	1	0	1
1	143541402	192531201	2	1	1	3
1	192531202	192538409	2	1	1	2
1	192538410	225355245	2	1	1	3
1	225355246	225355260	2	1	1	3
1	225355261	247247500	2	1	1	3
1	247247501	249250620	2	1	1	3
2	16078	40011082	3	2	1	3
2	40011083	40011255	3	2	1	2
2	40011256	43887489	3	2	1	3
2	43887490	43887721	3	2	1	3
2	43887722	90499999	3	2	1	3
2	90500000	96799999	3	2	1	3
2	96800000	104757195	3	2	1	3
2	104757196	104757206	3	2	1	3
2	104757207	117842314	3	2	1	3
2	117842315	141978973	3	2	1	3
2	141978974	141979009	3	2	1	2
2	141979010	203688445	3	2	1	2
2	203688446	204228580	2	1	1	3
2	204228581	204299882	3	2	1	2
2	204299883	211536760	2	1	1	3
2	211536761	211540931	2	1	1	2
2	211540932	242955889	2	1	1	3
3	100074	5425542	1	1	0	3
3	5425543	8477654	3	2	1	3
3	8477655	11311850	5	4	1	3
3	11311851	13539899	3	2	1	3
3	13539900	13543652	11	10	1	1
3	13543653	13547038	11	10	1	1
3	13547039	13551531	11	10	1	1
3	13551532	14161729	4	3	1	2
3	14161730	14163874	11	10	1	2
3	14163875	14213474	5	4	1	1
3	14213475	14220741	5	4	1	1
3	14220742	14241064	5	4	1	1
3	14241065	14245204	5	4	1	1
3	14245205	15500376	5	4	1	3
3	15500377	15502964	5	4	1	2
3	15502965	15615699	9	8	1	1
3	15615700	15618342	1	1	0	1
3	15618343	60465001	1	1	0	3
3	60465002	60472859	1	1	0	2
3	60472860	79151723	1	1	0	3
3	79151724	79673058	2	1	1	3
3	79673059	79674697	2	1	1	2
3	79674698	79677499	1	1	0	2
3	79677500	81717033	1	1	0	3
3	81717034	87899999	2	1	1	3
3	87900000	93899999	2	1	1	3
3	93900000	102338063	2	1	1	3
3	102338064	103173933	2	1	1	2
3	103173934	103183770	2	1	1	2
3	103183771	111284757	2	1	1	3
3	111284758	112912780	2	1	1	2
3	112912781	125390023	2	1	1	3
3	125390024	134801289	3	2	1	3
3	134801290	137228780	2	1	1	2
3	137228781	142570337	3	2	1	2
3	142570338	143344958	4	3	1	3
3	143344959	143543925	3	2	1	2
3	143543926	145182401	4	3	1	2
3	145182402	145276603	5	4	1	2
3	145276604	145354155	6	5	1	2
3	145354156	145668141	3	2	1	2
3	145668142	145668371	3	2	1	2
3	145668372	145673481	3	2	1	2
3	145673482	145710739	3	2	1	2
3	145710740	146484592	3	2	1	2
3	146484593	146902167	2	1	1	2
3	146902168	146902713	2	1	1	1
3	146902714	146903412	3	2	1	2
3	146903413	146904078	3	2	1	2
3	146904079	147764449	3	2	1	2
3	147764450	147915161	3	2	1	2
3	147915162	147915757	3	2	1	2
3	147915758	147916232	5	4	1	1
3	147916233	148136929	5	4	1	2
3	148136930	148449073	3	2	1	2
3	148449074	148616101	3	2	1	2
3	148616102	150449393	2	1	1	2
3	150449394	150451604	2	1	1	2
3	150451605	150451690	2	1	1	2
3	150451691	150490625	2	1	1	2
3	150490626	151187385	2	1	1	2
3	151187386	151612295	3	2	1	2
3	151612296	151812013	4	3	1	2
3	151812014	152019165	5	4	1	2
3	152019166	152064199	5	4	1	2
3	152064200	152737598	5	4	1	2
3	152737599	152972061	5	4	1	2
3	152972062	153136417	4	3	1	2
3	153136418	153656159	2	1	1	2
3	153656160	153779126	3	2	1	2
3	153779127	156621348	2	1	1	2
3	156621349	161165531	2	1	1	2
3	161165532	161210665	3	2	1	2
3	161210666	161350458	2	1	1	2
3	161350459	162809428	3	2	1	3
3	162809429	163706319	2	1	1	2
3	163706320	164219770	3	2	1	2
3	164219771	164504048	2	1	1	2
3	164504049	167446413	3	2	1	3
3	167446414	167827870	3	2	1	2
3	167827871	169451435	5	4	1	2
3	169451436	169763269	4	3	1	2
3	169763270	170742643	5	4	1	2
3	170742644	170950100	4	3	1	2
3	170950101	171428585	5	4	1	3
3	171428586	171586620	3	2	1	2
3	171586621	177718342	1	1	0	3
3	177718343	198022429	2	1	1	3
4	36797	6858425	1	1	0	3
4	6858426	6864479	3	2	1	1
4	6864480	8430201	3	2	1	3
4	8430202	34671769	2	1	1	3
4	34671770	47159522	2	1	1	3
4	47159523	47159572	2	1	1	3
4	47159573	48199999	2	1	1	3
4	48200000	52699999	2	1	1	3
4	52700000	191154275	2	1	1	3
5	22500	859608	2	1	1	2
5	859609	28371925	2	1	1	3
5	28371926	28375476	2	1	1	1
5	28375477	28376007	2	1	1	1
5	28376008	28380010	1	1	0	2
5	28380011	45425611	2	1	1	3
5	45425612	45428771	2	1	1	3
5	45428772	50699999	2	1	1	3
5	50700000	180706525	2	1	1	3
6	39681	229981	1	1	0	3
6	229982	415908	1	1	0	2
6	415909	11665476	1	1	0	3
6	11665477	11666731	1	1	0	2
6	11666732	11668203	2	2	0	1
6	11668204	21150842	2	2	0	3
6	21150843	28162525	1	1	0	3
6	28162526	28202500	4	3	1	2
6	28202501	28252833	4	3	1	2
6	28252834	28353609	3	2	1	2
6	28353610	28355057	4	3	1	2
