chromosome	start	end	total_cn	major_cn	minor_cn	star
1	1	57207547	2	1	1	2
1	57207548	69910029	2	1	1	3
1	69910030	71978869	2	1	1	2
1	71978870	75247500	2	1	1	2
1	75247501	77059862	2	1	1	2
1	77059863	77126293	2	1	1	2
1	77126294	87129833	2	1	1	2
1	87129834	87131615	2	1	1	2
1	87131616	96190025	2	1	1	3
1	96190026	98552500	2	1	1	2
1	98552501	98644154	0	0	0	2
1	98644155	102255980	2	1	1	2
1	102255981	103602221	2	1	1	2
1	103602222	103606711	2	1	1	1
1	103606712	103646668	2	1	1	2
1	103646669	121351121	2	1	1	3
1	121351122	128899999	2	1	1	2
1	128900000	152320017	2	1	1	2
1	152320018	163509751	2	1	1	3
1	163509752	163542528	2	1	1	3
1	163542529	173272660	2	1	1	2
1	173272661	188842115	2	1	1	2
1	188842116	195889717	2	1	1	2
1	195889718	196436607	2	1	1	2
1	196436608	197196555	2	1	1	2
1	197196556	198649946	2	1	1	2
1	198649947	198734985	2	1	1	2
1	198734986	249250620	2	1	1	2
2	14004	22551815	2	1	1	2
2	22551816	40457774	2	1	1	2
2	40457775	50638644	2	1	1	3
2	50638645	50929725	2	1	1	2
2	50929726	51530006	2	1	1	2
2	51530007	56594575	2	1	1	3
2	56594576	60086269	2	1	1	2
2	60086270	67447526	2	1	1	2
2	67447527	90499999	2	1	1	3
2	90500000	96799999	2	1	1	2
2	96800000	117159846	2	1	1	2
2	117159847	123919938	2	1	1	3
2	123919939	124577792	2	1	1	2
2	124577793	145453211	2	1	1	3
2	145453212	147418645	2	1	1	2
2	147418646	147985590	2	1	1	2
2	147985591	147987132	2	1	1	2
2	147987133	156246706	2	1	1	3
2	156246707	157769987	2	1	1	2
2	157769988	193214906	2	1	1	3
2	193214907	202833338	2	1	1	3
2	202833339	202989664	1	1	0	2
2	202989665	203096608	2	1	1	2
2	203096609	203307570	1	1	0	2
2	203307571	211401177	2	1	1	3
2	211401178	212170080	2	1	1	2
2	212170081	212279999	2	1	1	2
2	212280000	213169759	2	1	1	2
2	213169760	213233512	2	1	1	2
2	213233513	221509944	2	1	1	3
2	221509945	223775217	2	1	1	3
2	223775218	223799817	2	1	1	2
2	223799818	242985493	2	1	1	2
3	83293	1378635	2	1	1	2
3	1378636	1535471	2	1	1	2
3	1535472	3980251	2	1	1	2
3	3980252	5520176	2	1	1	3
3	5520177	6217517	2	1	1	2
3	6217518	7812661	2	1	1	2
3	7812662	18836128	2	1	1	3
3	18836129	19690044	2	1	1	2
3	19690045	21838971	2	1	1	2
3	21838972	21866735	2	1	1	2
3	21866736	30902878	2	1	1	2
3	30902879	35400006	2	1	1	3
3	35400007	35713413	2	1	1	2
3	35713414	35797608	2	1	1	2
3	35797609	59953231	2	1	1	2
3	59953232	63089962	2	1	1	2
3	63089963	63363277	2	1	1	2
3	63363278	63500626	2	1	1	2
3	63500627	70228011	2	1	1	2
3	70228012	70261170	2	1	1	2
3	70261171	70303324	1	1	0	2
3	70303325	73118098	1	1	0	3
3	73118099	77589917	2	1	1	2
3	77589918	80330502	2	1	1	2
3	80330503	83156062	2	1	1	2
3	83156063	87899999	2	1	1	2
3	87900000	94161429	2	1	1	2
3	94161430	100849551	2	1	1	2
3	100849552	100973239	2	1	1	2
3	100973240	105211069	2	1	1	2
3	105211070	105929995	2	1	1	3
3	105929996	110161268	2	1	1	3
3	110161269	120400008	2	1	1	2
3	120400009	131776928	2	1	1	2
3	131776929	168739847	2	1	1	3
3	168739848	198022429	2	1	1	3
4	60646	14277348	2	1	1	3
4	14277349	14358626	2	1	1	2
4	14358627	14530024	2	1	1	2
4	14530025	17080101	2	1	1	2
4	17080102	18340075	2	1	1	3
4	18340076	29289512	2	1	1	2
4	29289513	29338671	0	0	0	2
4	29338672	43440034	2	1	1	3
4	43440035	46089987	2	1	1	2
4	46089988	48199999	2	1	1	2
4	48200000	52699999	2	1	1	2
4	52700000	58751704	2	1	1	3
4	58751705	63845827	2	1	1	2
4	63845828	66840034	2	1	1	2
4	66840035	91919974	2	1	1	3
4	91919975	96971490	2	1	1	2
4	96971491	105040807	2	1	1	2
4	105040808	108162732	2	1	1	2
4	108162733	111462709	2	1	1	3
4	111462710	118795009	2	1	1	2
4	118795010	125833545	2	1	1	2
4	125833546	130764616	2	1	1	3
4	130764617	140712660	2	1	1	2
4	140712661	140811046	2	1	1	2
4	140811047	190799943	2	1	1	3
5	1	26291936	2	1	1	2
5	26291937	40589980	2	1	1	3
5	40589981	41788116	2	1	1	2
5	41788117	43762593	2	1	1	2
5	43762594	45884816	2	1	1	2
5	45884817	46099999	0	0	0	2
5	46100000	50699999	NA	NA	NA	NA
5	50700000	52394954	2	1	1	2
5	52394955	58031025	2	1	1	3
5	58031026	62070020	2	1	1	3
5	62070021	66850079	2	1	1	2
5	66850080	85653789	2	1	1	2
5	85653790	88880718	2	1	1	2
5	88880719	89149936	2	1	1	2
5	89149937	94062608	2	1	1	2
5	94062609	98539519	2	1	1	2
5	98539520	99675854	2	1	1	2
5	99675855	100715344	2	1	1	2
5	100715345	100849433	2	1	1	1
5	100849434	102249971	2	1	1	2
5	102249972	113899998	2	1	1	2
5	113899999	114019557	0	0	0	2
5	114019558	117467036	2	1	1	2
5	117467037	125263021	2	1	1	2
5	125263022	125320008	2	1	1	1
5	125320009	127464095	2	1	1	3
5	127464096	127496235	1	1	0	2
5	127496236	144170010	2	1	1	3
5	144170011	144214303	2	1	1	3
5	144214304	144360675	0	0	0	2
5	144360676	145619593	2	1	1	2
5	145619594	145622019	2	1	1	2
5	145622020	147685034	2	1	1	3
5	147685035	160573767	2	1	1	2
5	160573768	160630711	2	1	1	2
5	160630712	180689978	2	1	1	2
6	205800	18647052	2	1	1	2
6	18647053	18764408	2	1	1	1
6	18764409	22972928	2	1	1	3
6	22972929	32631992	2	1	1	2
6	32631993	32699989	2	1	1	2
6	32699990	51730041	2	1	1	3
6	51730042	54165398	2	1	1	3
6	54165399	55250086	2	1	1	2
6	55250087	57997430	2	1	1	3
6	57997431	58034812	2	1	1	2
6	58034813	63299999	2	1	1	2
6	63300000	72389988	2	1	1	2
6	72389989	79076637	2	1	1	2
6	79076638	82390001	2	1	1	2
6	82390002	82528527	2	1	1	1
6	82528528	92579355	2	1	1	2
6	92579356	93829024	2	1	1	2
6	93829025	121952448	2	1	1	2
6	121952449	127546719	2	1	1	2
6	127546720	144894717	2	1	1	3
6	144894718	144895748	2	1	1	2
6	144895749	170912653	2	1	1	2
7	44935	8589998	2	1	1	2
7	8589999	11750034	2	1	1	2
7	11750035	12218758	2	1	1	2
7	12218759	25529984	2	1	1	3
7	25529985	41650118	2	1	1	2
7	41650119	57999999	2	1	1	2
7	58000000	61862500	NA	NA	NA	NA
7	61862501	62103162	0	0	0	2
7	62103163	62160029	0	0	0	2
7	62160030	62460063	2	1	1	1
7	62460064	88619315	2	1	1	3
7	88619316	89159978	2	1	1	2
7	89159979	96517003	2	1	1	2
7	96517004	96548042	0	0	0	2
7	96548043	109800005	2	1	1	3
7	109800006	114469989	2	1	1	2
7	114469990	114968693	2	1	1	2
7	114968694	115233613	2	1	1	2
7	115233614	115610005	2	1	1	2
7	115610006	159138662	2	1	1	3
8	203655	423226	2	1	1	2
8	423227	2770920	1	1	0	2
8	2770921	42814689	1	1	0	2
8	42814690	43099999	2	1	1	2
8	43100000	48099999	2	1	1	2
8	48100000	76736941	2	1	1	3
8	76736942	76828957	2	1	1	2
8	76828958	78614935	2	1	1	2
8	78614936	83270008	2	1	1	2
8	83270009	84743838	2	1	1	2
8	84743839	94192350	2	1	1	2
8	94192351	108610017	2	1	1	3
8	108610018	109580097	2	1	1	3
8	109580098	127909996	2	1	1	2
8	127909997	137092961	2	1	1	2
8	137092962	146364021	2	1	1	3
9	10001	225913	2	1	1	2
9	225914	1419997	2	1	1	2
9	1419998	8639987	2	1	1	2
9	8639988	10345057	2	1	1	2
9	10345058	15104608	2	1	1	2
9	15104609	15105584	2	1	1	2
9	15105585	21355988	2	1	1	3
9	21355989	26026679	2	1	1	2
9	26026680	26115289	0	0	0	2
9	26115290	26384090	2	1	1	2
