chromosome	start	end	total_cn	major_cn	minor_cn	star
1	1	822499	2	1	1	2
1	822500	8950202	2	1	1	2
1	8950203	17120420	3	2	1	3
1	17120421	22120735	3	2	1	3
1	22120736	22137425	3	2	1	3
1	22137426	24688916	3	2	1	3
1	24688917	25156781	4	2	2	2
1	25156782	28030550	3	2	1	3
1	28030551	28080549	3	2	1	3
1	28080550	28134956	3	2	1	2
1	28134957	28134969	3	2	1	2
1	28134970	117824223	3	2	1	2
1	117824224	117875807	6	4	2	2
1	117875808	121352500	6	4	2	2
1	121352501	128899999	6	4	2	2
1	128900000	143292602	6	4	2	2
1	143292603	145433638	6	4	2	1
1	145433639	145435950	6	4	2	2
1	145435951	145435984	6	4	2	1
1	145435985	145615602	7	4	3	2
1	145615603	149864374	6	4	2	2
1	149864375	149923717	4	2	2	2
1	149923718	151682621	5	3	2	2
1	151682622	151691855	5	3	2	2
1	151691856	161365401	6	4	2	2
1	161365402	196924400	6	4	2	2
1	196924401	199820004	6	4	2	2
1	199820005	201888416	6	4	2	2
1	201888417	201981077	5	3	2	2
1	201981078	201992987	7	4	3	2
1	201992988	202157022	5	3	2	2
1	202157023	209092459	6	4	2	2
1	209092460	209371550	5	3	2	2
1	209371551	226544921	6	4	2	2
1	226544922	226545109	6	4	2	2
1	226545110	245908961	6	4	2	2
1	245908962	247137788	5	4	1	2
1	247137789	247249600	5	3	2	2
1	247249601	249250620	5	3	2	2
2	20016	5636841	4	2	2	3
2	5636842	12998892	4	2	2	2
2	12998893	13012279	6	4	2	2
2	13012280	24039981	4	2	2	2
2	24039982	26142192	4	2	2	2
2	26142193	26536039	4	2	2	2
2	26536040	26570248	4	2	2	2
2	26570249	27733993	4	2	2	3
2	27733994	28117803	6	4	2	2
2	28117804	32182402	4	2	2	2
2	32182403	32943470	4	2	2	2
2	32943471	33162614	4	2	2	3
2	33162615	34049733	5	3	2	3
2	34049734	38630437	4	2	2	3
2	38630438	38644717	5	4	1	1
2	38644718	38860016	4	2	2	3
2	38860017	39073002	4	2	2	2
2	39073003	42253197	4	2	2	2
2	42253198	42274611	5	3	2	2
2	42274612	42676602	4	2	2	3
2	42676603	42862002	4	2	2	2
2	42862003	60889981	4	2	2	3
2	60889982	70190023	4	2	2	3
2	70190024	70569938	4	2	2	2
2	70569939	79549876	4	2	2	3
2	79549877	79938792	5	3	2	2
2	79938793	89875801	4	2	2	2
2	89875802	96799999	NA	NA	NA	NA
2	96800000	97023858	5	3	2	1
2	97023859	122539394	4	2	2	3
2	122539395	122712612	6	4	2	3
2	122712613	122747779	4	2	2	2
2	122747780	122749161	4	2	2	2
2	122749162	122750132	4	2	2	2
2	122750133	122755157	4	2	2	2
2	122755158	133007801	4	2	2	2
2	133007802	180214535	4	2	2	2
2	180214536	180541992	3	2	1	2
2	180541993	198296802	4	2	2	2
2	198296803	203007000	4	2	2	2
2	203007001	204239962	4	2	2	2
2	204239963	205180005	4	2	2	2
2	205180006	205230164	6	4	2	2
2	205230165	207114997	4	2	2	2
2	207114998	219369959	4	2	2	2
2	219369960	220000474	4	2	2	2
2	220000475	220269938	6	4	2	2
2	220269939	230791802	4	2	2	2
2	230791803	230940063	4	2	2	2
2	230940064	242951000	4	2	2	2
3	62226	7634722	3	2	1	2
3	7634723	7659250	3	2	1	2
3	7659251	18218173	3	2	1	2
3	18218174	18445782	2	1	1	2
3	18445783	45576736	3	2	1	2
3	45576737	45591541	3	2	1	2
3	45591542	45591655	3	2	1	2
3	45591656	45603431	3	2	1	2
3	45603432	49718871	3	2	1	3
3	49718872	50188758	4	2	2	2
3	50188759	69710980	3	2	1	2
3	69710981	69741572	5	4	1	3
3	69741573	69742784	5	4	1	2
3	69742785	69745831	3	2	1	1
3	69745832	87899999	3	2	1	3
3	87900000	93899999	3	2	1	3
3	93900000	134293625	3	2	1	2
3	134293626	134474276	4	2	2	2
3	134474277	138487602	3	2	1	2
3	138487603	138635602	3	2	1	2
3	138635603	145241097	3	2	1	2
3	145241098	145257021	2	2	0	2
3	145257022	197847500	3	2	1	2
4	9997	68201	2	2	0	1
4	68202	9194401	2	2	0	2
4	9194402	13566296	2	2	0	2
4	13566297	15049015	5	5	0	2
4	15049016	28595063	3	3	0	2
4	28595064	30480852	4	3	1	3
4	30480853	30740125	3	3	0	2
4	30740126	30791588	4	3	1	3
4	30791589	30858706	3	3	0	2
4	30858707	31057649	4	3	1	3
4	31057650	32696260	3	3	0	2
4	32696261	34029691	4	3	1	3
4	34029692	36612844	3	3	0	2
4	36612845	37308658	4	3	1	2
4	37308659	46789993	3	3	0	2
4	46789994	48199999	4	3	1	2
4	48200000	52699999	4	3	1	3
4	52700000	57728226	4	3	1	2
4	57728227	57732737	4	3	1	2
4	57732738	109232501	4	3	1	3
4	109232502	109256699	4	3	1	2
4	109256700	176652677	4	3	1	3
4	176652678	176709074	3	3	0	2
4	176709075	176779302	4	3	1	3
4	176779303	177395371	3	3	0	2
4	177395372	179308485	4	3	1	3
4	179308486	180395473	3	3	0	2
4	180395474	182067499	4	3	1	3
4	182067500	182094090	2	1	1	2
4	182094091	191154275	4	3	1	3
5	22500	16994194	5	3	2	2
5	16994195	17062589	7	4	3	2
5	17062590	25034634	5	3	2	2
5	25034635	25353979	6	4	2	2
5	25353980	25360989	3	2	1	1
5	25360990	26417617	6	4	2	2
5	26417618	37468514	3	2	1	2
5	37468515	45885422	3	2	1	2
5	45885423	50699999	3	2	1	2
5	50700000	57515390	3	2	1	2
5	57515391	68359001	3	2	1	2
5	68359002	68852802	3	2	1	2
5	68852803	98519977	3	2	1	2
5	98519978	98578739	2	1	1	2
5	98578740	125849998	3	2	1	2
5	125849999	126149995	3	2	1	2
5	126149996	133405538	3	2	1	2
