chromosome	start	end	total_cn	major_cn	minor_cn	star
1	1	6993202	2	1	1	3
1	6993203	121499999	2	1	1	3
1	121500000	128899999	2	1	1	3
1	128900000	144486001	2	1	1	2
1	144486002	149708802	2	1	1	2
1	149708803	161976800	2	1	1	2
1	161976801	174539985	2	1	1	3
1	174539986	174669981	1	1	0	2
1	174669982	235291042	2	1	1	3
1	235291043	247249600	2	1	1	3
1	247249601	249250620	2	1	1	3
2	16078	218159	1	1	0	3
2	218160	218175	1	1	0	3
2	218176	58139406	1	1	0	3
2	58139407	58139494	1	1	0	3
2	58139495	58139531	1	1	0	3
2	58139532	59485709	1	1	0	3
2	59485710	59489637	1	1	0	2
2	59489638	68446935	2	1	1	3
2	68446936	87953001	2	1	1	3
2	87953002	90499999	2	1	1	3
2	90500000	96799999	2	1	1	2
2	96800000	100933036	2	1	1	3
2	100933037	104511558	2	1	1	2
2	104511559	137110019	2	1	1	3
2	137110020	154760716	2	1	1	3
2	154760717	167330575	2	1	1	3
2	167330576	197929997	2	1	1	3
2	197929998	198312600	2	1	1	2
2	198312601	202334602	2	1	1	2
2	202334603	231000002	2	1	1	3
2	231000003	242999968	2	1	1	3
3	60596	3621404	2	1	1	3
3	3621405	3628537	2	1	1	3
3	3628538	53560606	2	1	1	3
3	53560607	53560631	2	1	1	3
3	53560632	60205457	2	1	1	3
3	60205458	60398638	1	1	0	2
3	60398639	60464946	2	1	1	2
3	60464947	60604424	1	1	0	2
3	60604425	68948079	2	1	1	3
3	68948080	68948116	2	1	1	3
3	68948117	68948137	2	1	1	2
3	68948138	87899999	2	1	1	3
3	87900000	93899999	2	1	1	3
3	93900000	105723852	2	1	1	3
3	105723853	106286280	1	1	0	3
3	106286281	106461882	2	1	1	3
3	106461883	141338802	2	1	1	3
3	141338803	152532808	2	1	1	3
3	152532809	170199778	2	1	1	3
3	170199779	170199822	2	1	1	3
3	170199823	182433758	2	1	1	3
3	182433759	187369897	2	1	1	3
3	187369898	198022429	2	1	1	3
4	9997	70006	2	1	1	2
4	70007	48199999	2	1	1	2
4	48200000	52699999	2	1	1	3
4	52700000	91129558	2	1	1	3
4	91129559	91381794	1	1	0	2
4	91381795	93232061	2	1	1	3
4	93232062	121534815	2	1	1	3
4	121534816	157635385	2	1	1	3
4	157635386	157635532	2	1	1	2
4	157635533	157637823	2	1	1	1
4	157637824	157637870	1	1	0	2
4	157637871	157737927	1	1	0	2
4	157737928	178272529	2	1	1	3
4	178272530	191154275	2	1	1	2
5	27334	851581	2	1	1	2
5	851582	4390279	2	1	1	2
5	4390280	9651608	2	1	1	3
5	9651609	9687383	3	2	1	2
5	9687384	41834045	2	1	1	3
5	41834046	46099999	2	1	1	3
5	46100000	50699999	2	1	1	2
5	50700000	51701615	2	1	1	3
5	51701616	58797208	2	1	1	3
5	58797209	59164603	1	1	0	3
5	59164604	59510842	2	1	1	3
5	59510843	59608820	2	1	1	2
5	59608821	102858398	2	1	1	3
5	102858399	102870853	2	1	1	2
5	102870854	180915259	2	1	1	2
6	39681	205919	1	1	0	2
6	205920	413679	1	1	0	2
6	413680	13511662	1	1	0	3
6	13511663	23749561	3	2	1	2
6	23749562	23756927	3	2	1	2
6	23756928	25167318	1	1	0	3
6	25167319	25217250	3	2	1	3
6	25217251	25221971	3	2	1	1
6	25221972	25237268	3	2	1	3
6	25237269	25255501	4	3	1	2
6	25255502	26546220	3	2	1	2
6	26546221	26547208	3	2	1	2
6	26547209	49982138	3	2	1	2
6	49982139	57357341	3	2	1	2
6	57357342	58183201	2	1	1	3
6	58183202	58699999	3	2	1	2
6	58700000	63299999	NA	NA	NA	NA
6	63300000	65113969	3	2	1	3
6	65113970	65165132	2	1	1	2
6	65165133	65818849	3	2	1	3
6	65818850	66299952	2	1	1	3
6	66299953	67163730	1	1	0	3
6	67163731	67774660	2	1	1	3
6	67774661	69738201	1	1	0	3
6	69738202	72072924	2	1	1	3
6	72072925	72269667	1	1	0	3
6	72269668	72269707	1	1	0	2
6	72269708	72270857	1	1	0	2
6	72270858	72284103	2	1	1	2
6	72284104	78986001	1	1	0	3
6	78986002	120461271	1	1	0	2
6	120461272	120757149	2	1	1	2
6	120757150	120760087	3	2	1	2
6	120760088	120760407	3	2	1	2
6	120760408	120820463	3	2	1	2
6	120820464	121055339	2	1	1	2
6	121055340	122085102	3	2	1	2
6	122085103	122129423	2	1	1	2
6	122129424	122129596	3	2	1	2
6	122129597	122129897	3	2	1	2
6	122129898	122187763	3	2	1	2
6	122187764	122189200	3	2	1	2
6	122189201	124319450	3	2	1	2
6	124319451	124527943	2	1	1	2
6	124527944	124553565	1	1	0	2
6	124553566	124665010	2	1	1	2
6	124665011	125170094	3	2	1	2
6	125170095	125203322	2	1	1	2
6	125203323	136572601	3	2	1	2
6	136572602	162619556	3	2	1	2
6	162619557	162626091	1	1	0	1
6	162626092	162666574	2	1	1	2
6	162666575	162690673	1	1	0	2
6	162690674	162692107	1	1	0	2
6	162692108	162766571	1	1	0	2
6	162766572	162836484	2	1	1	2
6	162836485	162852873	2	1	1	2
6	162852874	162902942	1	1	0	2
6	162902943	162959788	2	1	1	2
6	162959789	163008872	2	1	1	2
6	163008873	163144648	2	1	1	2
6	163144649	166709933	3	2	1	3
6	166709934	170948029	3	2	1	2
7	40386	30517490	2	1	1	2
7	30517491	30628723	2	1	1	2
7	30628724	35064019	2	1	1	3
7	35064020	35064122	2	1	1	3
7	35064123	47864944	2	1	1	3
7	47864945	47864982	2	1	1	3
7	47864983	47865083	2	1	1	2
7	47865084	47865121	2	1	1	2
7	47865122	47865170	2	1	1	2
7	47865171	47865192	2	1	1	2
7	47865193	47865204	2	1	1	2
7	47865205	47865228	2	1	1	2
7	47865229	47865271	2	1	1	2
7	47865272	47865297	2	1	1	2
7	47865298	47865311	2	1	1	2
7	47865312	47865441	2	1	1	2
7	47865442	47865476	2	1	1	2
7	47865477	57999999	2	1	1	3
7	58000000	61699999	2	1	1	3
7	61700000	65720883	2	1	1	2
7	65720884	66570013	2	1	1	3
7	66570014	72347201	2	1	1	2
7	72347202	77210148	2	1	1	3
7	77210149	85351879	2	1	1	3
7	85351880	105884990	2	1	1	3
7	105884991	115077173	2	1	1	2
7	115077174	153259968	2	1	1	2
7	153259969	153261110	2	1	1	2
7	153261111	158826573	2	1	1	2
8	1	163225	3	2	1	2
8	163226	12513689	3	2	1	2
8	12513690	43099999	3	2	1	2
8	43100000	48099999	3	2	1	2
8	48100000	61598006	3	2	1	2
8	61598007	61810048	3	2	1	2
8	61810049	101219601	3	2	1	2
8	101219602	133779961	3	2	1	2
8	133779962	144526294	3	2	1	2
8	144526295	146364021	4	3	1	2
9	66584	203936	2	1	1	2
9	203937	21507081	2	1	1	3
9	21507082	26684032	1	1	0	3
9	26684033	26686186	1	1	0	2
9	26686187	26801390	1	1	0	2
9	26801391	26802057	2	1	1	2
9	26802058	26805815	2	1	1	2
9	26805816	47299999	2	1	1	3
9	47300000	50699999	2	1	1	2
9	50700000	71030092	2	1	1	2
9	71030093	95485011	2	1	1	3
9	95485012	105224907	2	1	1	3
9	105224908	105226159	2	1	1	3
9	105226160	140273200	2	1	1	3
10	95074	37999999	3	2	1	2
10	38000000	42795840	3	2	1	2
10	42795841	42798147	3	2	1	2
10	42798148	46950952	3	2	1	2
10	46950953	68470864	3	2	1	2
10	68470865	68475781	3	2	1	2
10	68475782	70632401	3	2	1	2
10	70632402	96930986	3	2	1	2
10	96930987	96931077	3	2	1	2
10	96931078	111780027	3	2	1	2
10	111780028	135224960	3	2	1	2
10	135224961	135389924	3	2	1	2
11	20721	202071	2	1	1	2
11	202072	23879419	2	1	1	3
11	23879420	23904284	1	1	0	3
11	23904285	51599999	2	1	1	3
11	51600000	55699999	2	1	1	2
11	55700000	62623401	2	1	1	3
11	62623402	84242312	2	1	1	3
11	84242313	84619102	2	1	1	2
11	84619103	85998215	2	1	1	2
11	85998216	120073520	2	1	1	2
11	120073521	120831519	2	1	1	2
11	120831520	134452200	2	1	1	2
12	110107	202093	1	1	0	2
12	202094	1924499	1	1	0	3
12	1924500	1925553	1	1	0	2
12	1925554	2200282	3	2	1	2
12	2200283	2201659	3	2	1	2
12	2201660	2560268	6	5	1	2
12	2560269	2562481	6	5	1	2
12	2562482	4855069	5	4	1	2
12	4855070	4857693	5	4	1	2
12	4857694	20006300	2	1	1	3
12	20006301	33299999	2	1	1	3
12	33300000	38199999	2	1	1	2
12	38200000	38833503	2	1	1	2
12	38833504	39576486	1	1	0	3
12	39576487	39577866	1	1	0	3
12	39577867	55110066	1	1	0	3
12	55110067	55512409	2	1	1	2
12	55512410	66451370	2	1	1	3
12	66451371	132349400	2	1	1	3
12	132349401	133851894	2	1	1	2
13	1	16299999	1	1	0	1
13	16300000	19499999	1	1	0	2
13	19500000	22930327	1	1	0	3
13	22930328	23177021	0	0	0	2
13	23177022	23188643	0	0	0	2
13	23188644	23670109	0	0	0	3
13	23670110	23791687	1	1	0	2
13	23791688	23803693	1	1	0	1
13	23803694	23849824	1	1	0	2
13	23849825	25402793	2	2	0	2
13	25402794	29314239	2	2	0	2
13	29314240	29454356	3	3	0	2
13	29454357	29454405	3	3	0	2
13	29454406	29840435	2	2	0	2
13	29840436	31186553	3	3	0	2
13	31186554	31188609	1	1	0	2
13	31188610	31468598	1	1	0	3
13	31468599	31471297	1	1	0	1
13	31471298	32045626	3	3	0	2
13	32045627	32969487	2	2	0	2
13	32969488	34802812	2	2	0	2
13	34802813	35259258	0	0	0	3
13	35259259	36273240	2	2	0	2
13	36273241	37009800	1	1	0	2
13	37009801	37520290	2	1	1	2
13	37520291	37692531	1	1	0	3
13	37692532	37989925	2	1	1	2
13	37989926	38264389	3	2	1	2
13	38264390	38512154	2	1	1	2
13	38512155	39193088	5	4	1	2
13	39193089	39203603	5	4	1	2
13	39203604	39642779	5	4	1	2
13	39642780	39994277	4	3	1	2
13	39994278	40302314	5	4	1	3
13	40302315	40304452	5	4	1	2
13	40304453	41899798	5	4	1	2
13	41899799	42179594	5	4	1	2
13	42179595	42187124	5	4	1	2
13	42187125	42189406	5	4	1	2
13	42189407	42197624	5	4	1	2
13	42197625	42203102	5	4	1	2
13	42203103	42400271	5	4	1	2
