chromosome	start	end	total_cn	major_cn	minor_cn	star
1	1	840008	3	2	1	2
1	840009	15241333	3	2	1	2
1	15241334	15357617	2	2	0	2
1	15357618	49778531	3	2	1	2
1	49778532	49876185	3	2	1	2
1	49876186	49891563	4	2	2	2
1	49891564	49898691	3	2	1	2
1	49898692	54612308	3	2	1	2
1	54612309	120461693	3	2	1	2
1	120461694	120473838	3	2	1	2
1	120473839	121499999	3	2	1	2
1	121500000	128899999	3	2	1	1
1	128900000	143541401	3	2	1	1
1	143541402	144813002	3	2	1	1
1	144813003	147781197	4	2	2	3
1	147781198	149029621	4	2	2	3
1	149029622	155932617	4	2	2	3
1	155932618	155941879	3	2	1	1
1	155941880	166540342	3	2	1	2
1	166540343	166963716	4	2	2	2
1	166963717	171427458	3	2	1	2
1	171427459	171619778	4	2	2	3
1	171619779	173916574	3	2	1	2
1	173916575	174077409	4	2	2	2
1	174077410	174079654	4	2	2	2
1	174079655	174498705	4	2	2	2
1	174498706	174521817	3	2	1	2
1	174521818	174759016	4	2	2	2
1	174759017	174918570	4	2	2	2
1	174918571	176170858	4	2	2	2
1	176170859	176567132	3	2	1	3
1	176567133	176844400	4	2	2	2
1	176844401	184478739	3	2	1	2
1	184478740	184564678	2	2	0	2
1	184564679	192480634	3	2	1	2
1	192480635	192790492	2	1	1	2
1	192790493	193079592	1	1	0	2
1	193079593	193282016	2	1	1	2
1	193282017	247249600	3	2	1	2
1	247249601	249250620	3	2	1	3
2	15953	90499999	3	2	1	2
2	90500000	96799999	3	2	1	2
2	96800000	99046601	3	2	1	2
2	99046602	109016193	4	3	1	2
2	109016194	117519941	4	3	1	2
2	117519942	117622801	3	2	1	2
2	117622802	154779991	4	3	1	3
2	154779992	154809792	3	2	1	2
2	154809793	170551365	4	3	1	2
2	170551366	205461539	4	3	1	2
2	205461540	206030041	3	3	0	2
2	206030042	213845860	4	3	1	2
2	213845861	213865952	3	2	1	1
2	213865953	242989444	4	3	1	2
