chromosome	start	end	total_cn	major_cn	minor_cn	star
1	10001	12983252	2	2	0	3
1	12983253	17092499	2	2	0	3
1	17092500	118966739	2	2	0	3
1	118966740	119037335	3	3	0	2
1	119037336	121499999	2	2	0	2
1	121500000	128899999	NA	NA	NA	NA
1	128900000	143392499	2	2	0	1
1	143392500	247247500	2	1	1	3
1	247247501	249250620	2	1	1	3
2	20016	90499999	2	1	1	3
2	90500000	96799999	2	1	1	3
2	96800000	242985695	2	1	1	3
3	100074	78502281	2	1	1	3
3	78502282	78508011	2	1	1	1
3	78508012	84147077	2	1	1	3
3	84147078	84154471	2	1	1	1
3	84154472	87899999	2	1	1	3
3	87900000	93899999	2	1	1	3
3	93900000	159970843	2	1	1	3
3	159970844	160046934	2	1	1	2
3	160046935	175111334	2	1	1	3
3	175111335	175183911	3	2	1	2
3	175183912	198022429	2	1	1	3
4	41306	48199999	2	1	1	3
4	48200000	52699999	2	1	1	3
4	52700000	73889435	2	1	1	3
4	73889436	73899918	2	1	1	1
4	73899919	94376715	2	1	1	3
4	94376716	94379334	2	1	1	3
4	94379335	181172103	2	1	1	3
4	181172104	181172569	2	1	1	1
4	181172570	181174740	2	1	1	1
4	181174741	181316126	1	1	0	3
4	181316127	191154275	2	1	1	3
5	14757	849604	2	1	1	2
5	849605	29690519	2	1	1	3
5	29690520	29695419	2	1	1	2
5	29695420	46099999	2	1	1	3
5	46100000	50699999	2	1	1	3
5	50700000	93739687	2	1	1	3
5	93739688	93743758	2	1	1	3
5	93743759	180689978	2	1	1	3
6	39681	201975	2	2	0	1
6	201976	43810096	2	2	0	3
6	43810097	58699999	2	1	1	3
6	58700000	63299999	2	1	1	3
6	63300000	170899934	2	1	1	3
7	49992	57999999	2	1	1	3
7	58000000	61699999	2	1	1	3
7	61700000	158817500	2	1	1	3
8	10001	170011	2	1	1	2
8	170012	43099999	2	1	1	3
8	43100000	48099999	2	1	1	3
8	48100000	146364021	2	1	1	3
9	47500	4917152	2	1	1	3
9	4917153	5586856	11	10	1	2
9	5586857	5590544	11	10	1	1
9	5590545	6160366	11	10	1	2
9	6160367	47299999	2	1	1	3
9	47300000	50699999	2	1	1	2
9	50700000	140267500	2	1	1	3
10	101023	37999999	2	1	1	3
10	38000000	42299999	2	1	1	2
10	42300000	58761941	2	1	1	3
10	58761942	58764359	2	1	1	2
10	58764360	135420356	2	1	1	3
11	20721	190009	2	1	1	2
11	190010	51599999	2	1	1	3
11	51600000	55699999	2	1	1	3
11	55700000	134442500	2	1	1	3
12	110107	33299999	2	1	1	3
12	33300000	38199999	2	1	1	3
12	38200000	41881214	2	1	1	3
12	41881215	41888551	2	1	1	1
12	41888552	123903636	2	1	1	3
12	123903637	123904091	2	1	1	2
12	123904092	123905659	2	1	1	2
12	123905660	123905670	2	1	1	2
12	123905671	130402694	2	1	1	3
12	130402695	130419709	3	3	0	2
12	130419710	132342500	2	1	1	3
12	132342501	133851894	2	1	1	3
13	1	16299999	2	1	1	1
13	16300000	19499999	2	1	1	2
13	19500000	87712645	2	1	1	3
13	87712646	87725717	2	1	1	1
13	87725718	114137500	2	1	1	3
13	114137501	115169877	2	1	1	3
14	1	16099999	2	1	1	1
14	16100000	19099999	2	1	1	2
14	19100000	106362500	2	1	1	3
15	1	15799999	2	1	1	1
15	15800000	20699999	2	1	1	2
15	20700000	100332500	2	1	1	3
15	100332501	102531391	2	1	1	3
16	9999	100009	2	1	1	2
16	100010	34599999	2	1	1	3
16	34600000	38599999	2	1	1	3
16	38600000	78460272	2	1	1	3
16	78460273	78564173	1	1	0	3
16	78564174	88822500	2	1	1	3
16	88822501	90354752	2	1	1	3
17	12500	22199999	2	1	1	3
17	22200000	25799999	2	1	1	3
17	25800000	34453771	2	1	1	3
17	34453772	34487223	2	1	1	2
17	34487224	78772500	2	1	1	3
17	78772501	81195209	2	1	1	3
18	27500	7459530	3	2	1	3
18	7459531	15399999	2	1	1	3
18	15400000	18999999	2	1	1	3
18	19000000	25179585	2	1	1	3
18	25179586	25213707	1	1	0	2
18	25213708	26566449	2	1	1	3
18	26566450	26571230	2	1	1	2
18	26571231	27035994	2	1	1	2
18	27035995	27260837	1	1	0	2
18	27260838	27405520	2	2	0	3
18	27405521	34068600	1	1	0	3
18	34068601	34309343	2	2	0	2
18	34309344	34312332	1	1	0	2
18	34312333	34312711	1	1	0	2
18	34312712	76112500	1	1	0	3
18	76112501	78077247	1	1	0	3
19	260137	24399999	2	1	1	3
19	24400000	28599999	2	1	1	2
19	28600000	54969995	2	1	1	3
19	54969996	59128982	3	2	1	3
20	24347	25599999	3	2	1	2
20	25600000	29399999	3	2	1	3
20	29400000	60256453	3	2	1	2
20	60256454	60261099	2	2	0	2
20	60261100	62432500	3	2	1	2
21	1	9417499	NA	NA	NA	NA
21	9417500	10899999	NA	NA	NA	NA
21	10900000	14299999	2	2	0	1
21	14300000	46937500	2	1	1	3
21	46937501	48129894	2	1	1	2
22	1	12199999	2	1	1	1
22	12200000	17899999	2	1	1	3
22	17900000	49687500	2	1	1	3
22	49687501	51304565	2	1	1	3
X	1	58099999	1	1	0	3
X	58100000	62999999	1	1	0	2
X	63000000	73349227	1	1	0	3
X	73349228	76591875	2	2	0	2
X	76591876	155270559	1	1	0	3
Y	1	11599999	1	1	0	1
Y	11600000	13399999	1	1	0	1
Y	13400000	59373565	1	1	0	1
