chromosome	start	end	total_cn	major_cn	minor_cn	star
1	10001	45461955	4	2	2	1
1	45461956	61065169	3	2	1	2
1	61065170	61068178	3	2	1	2
1	61068179	64965581	3	2	1	2
1	64965582	65316835	2	1	1	2
1	65316836	118049573	3	2	1	2
1	118049574	121499999	4	2	2	2
1	121500000	128899999	NA	NA	NA	NA
1	128900000	143122938	5	3	2	1
1	143122939	159684061	4	2	2	2
1	159684062	189358586	4	2	2	2
1	189358587	189399398	4	2	2	2
1	189399399	247247500	4	2	2	2
1	247247501	249250620	4	2	2	2
2	13133	14098952	4	2	2	2
2	14098953	14119023	3	2	1	1
2	14119024	90499999	4	2	2	2
2	90500000	96799999	4	2	2	2
2	96800000	138613888	4	2	2	2
2	138613889	142024712	4	2	2	2
2	142024713	142171784	3	2	1	2
2	142171785	185095008	4	2	2	2
2	185095009	213162299	4	2	2	2
2	213162300	213200013	4	2	2	1
2	213200014	242985695	4	2	2	2
3	75387	35369858	4	2	2	2
3	35369859	35400006	10	5	5	1
3	35400007	82959986	4	2	2	2
3	82959987	83235801	6	3	3	1
3	83235802	87899999	4	2	2	2
3	87900000	93899999	4	2	2	2
3	93900000	197847500	4	2	2	2
4	33381	46094649	4	2	2	2
4	46094650	46136806	5	4	1	1
4	46136807	48199999	5	3	2	2
4	48200000	52855073	5	3	2	2
4	52855074	54499928	5	3	2	1
4	54499929	55405992	7	5	2	2
4	55405993	55702909	4	2	2	1
4	55702910	55983979	2	2	0	2
4	55983980	56714860	4	2	2	2
4	56714861	56801324	2	2	0	2
4	56801325	56917604	4	2	2	2
4	56917605	56938292	3	3	0	1
4	56938293	57071535	4	2	2	2
4	57071536	57094447	2	2	0	2
4	57094448	58399980	4	2	2	2
4	58399981	58522954	2	2	0	2
4	58522955	58749914	4	2	2	1
4	58749915	58842752	2	2	0	2
4	58842753	58842813	4	2	2	2
4	58842814	59513236	4	2	2	2
4	59513237	59513321	2	2	0	2
4	59513322	59514773	2	2	0	2
4	59514774	60141586	2	2	0	2
4	60141587	60261207	4	2	2	2
4	60261208	60428686	7	4	3	2
4	60428687	60430171	7	4	3	2
4	60430172	60450315	7	5	2	1
4	60450316	60451551	7	4	3	2
4	60451552	60758049	7	4	3	2
4	60758050	60905735	7	5	2	1
4	60905736	60909030	2	2	0	1
4	60909031	60910815	2	2	0	1
4	60910816	60929177	2	2	0	2
4	60929178	60929592	2	2	0	2
4	60929593	61488951	2	2	0	2
4	61488952	61490677	2	2	0	2
4	61490678	63329915	2	2	0	2
4	63329916	63728836	4	2	2	2
4	63728837	64667070	7	4	3	2
4	64667071	64703074	8	6	2	1
4	64703075	64721595	10	6	4	1
4	64721596	64847225	8	5	3	1
4	64847226	64981160	6	4	2	1
4	64981161	65000198	6	6	0	1
4	65000199	65282491	6	3	3	1
4	65282492	86731862	2	2	0	2
4	86731863	86732106	2	2	0	2
4	86732107	86742631	2	2	0	2
4	86742632	86996402	6	4	2	2
4	86996403	87196382	5	3	2	1
4	87196383	87201695	9	6	3	2
4	87201696	87385684	7	5	2	1
4	87385685	87935290	5	3	2	2
4	87935291	92937128	2	2	0	2
4	92937129	92958173	2	2	0	2
4	92958174	95946794	2	2	0	2
4	95946795	96388650	4	2	2	2
4	96388651	168317398	2	2	0	2
4	168317399	190825443	2	2	0	2
5	22500	6820015	4	2	2	2
5	6820016	6907816	6	4	2	1
5	6907817	45945888	4	2	2	2
5	45945889	50699999	NA	NA	NA	NA
5	50700000	51378814	5	3	2	2
5	51378815	64507960	2	2	0	2
5	64507961	94225100	3	3	0	2
5	94225101	94225904	3	3	0	2
5	94225905	94385614	11	8	3	1
5	94385615	94392254	6	3	3	1
5	94392255	94442982	6	3	3	1
5	94442983	94443021	6	3	3	1
5	94443022	94475617	5	3	2	2
5	94475618	94475818	5	3	2	1
5	94475819	95082704	5	3	2	2
5	95082705	95448185	7	4	3	2
5	95448186	95459014	6	4	2	1
5	95459015	95517694	7	4	3	2
5	95517695	95519460	3	3	0	2
5	95519461	180385001	3	3	0	2
5	180385002	180713115	3	3	0	2
6	39681	206091	4	3	1	1
6	206092	58699999	4	2	2	2
6	58700000	63299999	4	2	2	2
6	63300000	65002478	4	2	2	2
6	65002479	65541850	6	3	3	2
6	65541851	65632602	6	4	2	1
6	65632603	93856155	3	2	1	3
6	93856156	170918691	3	2	1	3
7	40386	8619935	4	3	1	1
7	8619936	11682117	4	3	1	2
7	11682118	11764772	7	5	2	1
7	11764773	54188503	4	3	1	2
7	54188504	57950681	2	2	0	2
7	57950682	62460063	NA	NA	NA	NA
7	62460064	134839930	4	3	1	3
7	134839931	158821400	4	3	1	2
8	10001	162033	1	1	0	2
8	162034	7625133	2	2	0	2
8	7625134	43099999	2	2	0	2
8	43100000	48099999	NA	NA	NA	NA
8	48100000	52174673	6	4	2	2
8	52174674	52178946	7	5	2	2
8	52178947	52179023	7	5	2	2
8	52179024	54194932	7	5	2	2
8	54194933	54670599	6	4	2	1
8	54670600	55973047	8	6	2	1
8	55973048	56065979	6	4	2	1
8	56065980	56133790	9	6	3	1
8	56133791	56133870	7	5	2	1
8	56133871	56750979	7	5	2	2
8	56750980	56754281	7	5	2	2
8	56754282	57637939	7	5	2	2
8	57637940	57638138	7	5	2	2
8	57638139	57638643	6	4	2	2
8	57638644	57638850	6	4	2	2
8	57638851	57639784	7	5	2	1
8	57639785	57639830	7	5	2	2
8	57639831	57882029	7	5	2	2
8	57882030	57882133	8	5	3	1
8	57882134	58900109	5	3	2	2
8	58900110	58900123	9	6	3	1
8	58900124	61570000	8	6	2	2
8	61570001	61570103	8	6	2	2
8	61570104	61570393	8	6	2	1
8	61570394	62371034	5	3	2	2
8	62371035	67889415	8	6	2	2
8	67889416	73285854	5	3	2	2
8	73285855	73285910	8	6	2	2
8	73285911	82529126	8	6	2	2
8	82529127	82529152	8	6	2	1
8	82529153	88272386	8	6	2	2
8	88272387	90917811	8	6	2	2
8	90917812	90917921	5	4	1	2
8	90917922	93727997	8	6	2	2
8	93727998	94564857	8	6	2	1
8	94564858	94564909	8	6	2	1
8	94564910	98170358	5	3	2	2
8	98170359	98170408	8	6	2	2
8	98170409	99466447	8	6	2	1
8	99466448	110445224	5	3	2	2
8	110445225	112676640	8	6	2	1
8	112676641	117528504	7	4	3	2
8	117528505	124934581	8	6	2	2
8	124934582	124934617	8	6	2	2
8	124934618	133195934	5	3	2	2
8	133195935	134044426	5	3	2	2
8	134044427	146102055	8	6	2	1
9	47500	215493	2	2	0	2
9	215494	40036075	2	2	0	2
9	40036076	47299999	3	3	0	1
9	47300000	50699999	NA	NA	NA	NA
9	50700000	66504738	1	1	0	1
9	66504739	119089172	4	2	2	2
9	119089173	119385742	2	2	0	2
9	119385743	140273200	3	2	1	2
10	97815	37999999	5	3	2	2
10	38000000	42299999	NA	NA	NA	NA
