chromosome	start	end	total_cn	major_cn	minor_cn	star
1	1	119849983	3	2	1	2
1	119849984	121499999	4	2	2	3
1	121500000	128899999	4	2	2	2
1	128900000	142579938	4	2	2	2
1	142579939	142967402	4	2	2	2
1	142967403	143286938	4	2	2	2
1	143286939	149239742	4	2	2	2
1	149239743	177919679	4	2	2	2
1	177919680	178293473	2	2	0	2
1	178293474	178502819	4	2	2	2
1	178502820	178792717	2	2	0	2
1	178792718	247249600	4	2	2	2
1	247249601	249250620	4	2	2	3
2	20016	90499999	3	2	1	3
2	90500000	96799999	3	2	1	2
2	96800000	125729092	3	2	1	3
2	125729093	125729268	3	2	1	2
2	125729269	207941808	3	2	1	3
2	207941809	207941949	3	2	1	2
2	207941950	212805031	3	2	1	3
2	212805032	212805388	3	2	1	3
2	212805389	242985493	3	2	1	3
3	62226	71345834	2	2	0	3
3	71345835	74416245	2	2	0	3
3	74416246	74427098	2	2	0	1
3	74427099	74461465	2	2	0	2
3	74461466	74464210	2	2	0	2
3	74464211	79526569	2	2	0	3
3	79526570	81559894	4	2	2	2
3	81559895	87899999	2	2	0	3
3	87900000	93899999	NA	NA	NA	NA
3	93900000	132392687	3	2	1	2
3	132392688	132393196	4	2	2	2
3	132393197	197847500	3	2	1	2
4	9997	68601	4	2	2	2
4	68602	48199999	4	2	2	3
4	48200000	52699999	4	2	2	3
4	52700000	190690020	4	2	2	3
5	22500	46099999	4	2	2	3
5	46100000	50699999	4	2	2	2
5	50700000	152028792	4	2	2	3
5	152028793	153180118	3	2	1	3
5	153180119	155068561	4	2	2	3
5	155068562	156362898	3	2	1	3
5	156362899	156363201	3	2	1	2
5	156363202	156492347	3	2	1	2
5	156492348	156643600	4	2	2	2
5	156643601	158773699	3	2	1	3
5	158773700	180715810	4	2	2	3
6	39681	227204	3	2	1	2
6	227205	58699999	3	2	1	3
6	58700000	63299999	3	2	1	3
6	63300000	170899800	3	2	1	3
7	40386	57999999	4	2	2	3
7	58000000	61944997	NA	NA	NA	NA
7	61944998	120061539	3	2	1	3
7	120061540	120061593	3	2	1	2
7	120061594	125048296	3	2	1	3
7	125048297	158821400	4	2	2	3
8	10001	155756	3	2	1	2
8	155757	39240232	3	2	1	3
8	39240233	43099999	3	2	1	3
8	43100000	48099999	NA	NA	NA	NA
8	48100000	76926033	4	2	2	3
8	76926034	76926270	4	2	2	2
8	76926271	146364021	4	2	2	2
9	47500	229752	2	2	0	2
9	229753	30110011	2	2	0	2
9	30110012	31019647	4	2	2	2
9	31019648	31227735	2	2	0	2
9	31227736	31228705	2	2	0	1
9	31228706	31479997	4	2	2	3
9	31479998	45377499	2	2	0	2
9	45377500	47299999	2	2	0	1
9	47300000	50699999	NA	NA	NA	NA
9	50700000	140273200	4	2	2	3
10	106142	37999999	4	2	2	3
10	38000000	42397499	NA	NA	NA	NA
10	42397500	96148239	3	2	1	3
10	96148240	98228638	3	2	1	3
10	98228639	99213489	4	2	2	3
10	99213490	103021865	3	2	1	3
10	103021866	103025438	3	2	1	2
10	103025439	103025543	4	2	2	1
10	103025544	106465254	4	2	2	3
10	106465255	107097917	3	2	1	3
10	107097918	122491005	3	2	1	3
10	122491006	122498371	3	2	1	1
10	122498372	123209359	3	2	1	3
10	123209360	123221237	3	2	1	2
10	123221238	135389924	3	2	1	3
11	20721	199152	2	2	0	2
11	199153	28062318	2	2	0	3
11	28062319	28555796	4	2	2	2
11	28555797	28556205	4	2	2	2
11	28556206	28561127	2	2	0	1
11	28561128	28950316	2	2	0	2
11	28950317	47624120	4	2	2	2
11	47624121	47660520	2	2	0	2
11	47660521	47660860	4	2	2	1
11	47660861	47665938	4	2	2	1
11	47665939	48643350	4	2	2	2
11	48643351	51599999	2	2	0	3
