chromosome	start	end	total_cn	major_cn	minor_cn	star
1	10001	10695499	2	1	1	3
1	10695500	10744723	2	1	1	2
1	10744724	17085239	2	1	1	3
1	17085240	17320320	2	1	1	2
1	17320321	70037124	2	1	1	3
1	70037125	70037323	2	1	1	2
1	70037324	93637761	2	1	1	3
1	93637762	93639367	1	1	0	2
1	93639368	93641206	2	1	1	1
1	93641207	95683179	1	1	0	3
1	95683180	100226145	2	1	1	3
1	100226146	101348824	1	1	0	3
1	101348825	101359263	2	1	1	3
1	101359264	101360145	2	1	1	2
1	101360146	119534668	2	1	1	3
1	119534669	119535741	2	1	1	2
1	119535742	119816333	2	1	1	3
1	119816334	119824568	2	1	1	2
1	119824569	121499999	2	1	1	3
1	121500000	128899999	2	1	1	2
1	128900000	169832236	2	1	1	3
1	169832237	180196052	2	1	1	2
1	180196053	204551188	2	1	1	3
1	204551189	204990714	2	1	1	2
1	204990715	233518814	2	1	1	3
1	233518815	234381143	2	1	1	2
1	234381144	247247500	2	1	1	3
1	247247501	249250620	2	1	1	2
2	30428	25198102	2	1	1	3
2	25198103	25198139	2	1	1	2
2	25198140	25889975	2	1	1	2
2	25889976	26339026	2	1	1	2
2	26339027	43088865	2	1	1	3
2	43088866	45674240	2	1	1	1
2	45674241	90499999	2	1	1	3
2	90500000	96799999	2	1	1	3
2	96800000	199540943	2	1	1	3
2	199540944	199593299	2	1	1	2
2	199593300	242986774	2	1	1	2
3	100074	3459269	2	1	1	2
3	3459270	3467253	2	1	1	2
3	3467254	16219040	2	1	1	2
3	16219041	16219110	2	1	1	2
3	16219111	16224200	2	1	1	2
3	16224201	16228234	2	1	1	2
3	16228235	16238753	2	1	1	2
3	16238754	16241359	2	1	1	2
3	16241360	66919535	2	1	1	2
3	66919536	75557500	2	1	1	2
3	75557501	81667967	2	1	1	2
3	81667968	81669151	2	1	1	2
3	81669152	81669219	2	1	1	2
3	81669220	81923405	2	1	1	2
3	81923406	82334264	2	1	1	2
3	82334265	87899999	2	1	1	2
3	87900000	93899999	2	1	1	2
3	93900000	190674380	2	1	1	2
3	190674381	194794623	2	1	1	2
3	194794624	197847500	2	1	1	2
4	27500	25824714	2	1	1	3
4	25824715	32538329	2	1	1	2
4	32538330	33647538	2	1	1	3
4	33647539	34769634	2	1	1	2
4	34769635	34777445	2	1	1	2
4	34777446	38206646	2	1	1	2
4	38206647	48199999	2	1	1	3
4	48200000	52699999	2	1	1	2
4	52700000	74284766	2	1	1	3
4	74284767	74284799	2	1	1	2
4	74284800	74286223	2	1	1	2
4	74286224	74290901	2	1	1	2
4	74290902	75656366	2	1	1	3
4	75656367	75661706	2	1	1	2
4	75661707	118050159	2	1	1	3
4	118050160	119158016	2	1	1	3
4	119158017	123084033	2	1	1	2
4	123084034	133525596	2	1	1	3
4	133525597	136041362	2	1	1	2
4	136041363	139879396	2	1	1	3
4	139879397	139883230	2	1	1	2
4	139883231	190769223	2	1	1	3
5	22500	866614	2	1	1	2
5	866615	36181175	2	1	1	3
5	36181176	37096582	2	1	1	3
5	37096583	38844544	2	1	1	2
5	38844545	46099999	2	1	1	3
5	46100000	50699999	2	1	1	3
5	50700000	64973977	2	1	1	3
5	64973978	64974204	2	1	1	2
5	64974205	130543700	2	1	1	3
5	130543701	130543829	2	1	1	2
5	130543830	176849630	2	1	1	3
5	176849631	176859914	1	1	0	1
5	176859915	180711553	2	1	1	3
6	39681	205799	2	1	1	1
6	205800	26126567	2	1	1	3
6	26126568	26126913	2	1	1	2
6	26126914	27026615	2	1	1	3
6	27026616	45987208	2	1	1	3
6	45987209	45992221	2	1	1	2
6	45992222	48121359	2	1	1	3
6	48121360	48121391	2	1	1	2
6	48121392	58699999	2	1	1	3
6	58700000	63299999	2	1	1	3
6	63300000	107137779	2	1	1	3
6	107137780	135639070	2	1	1	3
6	135639071	144679942	2	1	1	2
6	144679943	170860395	2	1	1	3
7	40386	1448978	2	1	1	2
7	1448979	1458268	1	1	0	1
7	1458269	57999999	2	1	1	3
7	58000000	61699999	2	1	1	2
7	61700000	96719743	2	1	1	3
7	96719744	134338272	2	1	1	2
7	134338273	158821400	2	1	1	3
8	10001	155686	2	1	1	2
8	155687	22165531	2	1	1	3
8	22165532	22204720	1	1	0	2
8	22204721	22205365	1	1	0	2
8	22205366	22205788	1	1	0	1
8	22205789	22219475	2	1	1	2
8	22219476	22219498	2	1	1	2
8	22219499	22230045	2	1	1	2
8	22230046	23011447	1	1	0	3
8	23011448	23013516	1	1	0	3
8	23013517	23033782	1	1	0	2
8	23033783	43099999	2	1	1	3
8	43100000	48099999	2	1	1	3
8	48100000	146364021	2	1	1	3
9	47500	223612	2	1	1	2
9	223613	15683785	2	1	1	3
9	15683786	15686278	2	1	1	2
9	15686279	47299999	2	1	1	3
9	47300000	50699999	2	1	1	2
9	50700000	68447000	2	1	1	2
9	68447001	140273200	2	1	1	3
10	94426	37999999	2	1	1	3
10	38000000	42299999	2	1	1	2
10	42300000	74600036	2	1	1	3
10	74600037	89660823	1	1	0	3
10	89660824	89660936	1	1	0	2
10	89660937	92639914	1	1	0	3
10	92639915	135235890	2	1	1	3
10	135235891	135389924	2	1	1	2
11	20721	197336	2	1	1	2
11	197337	3125824	2	1	1	3
11	3125825	3133621	2	1	1	2
11	3133622	16958177	2	1	1	3
11	16958178	16960076	2	1	1	2
11	16960077	51599999	2	1	1	3
11	51600000	55699999	2	1	1	3
11	55700000	65189204	2	1	1	3
11	65189205	65196528	2	1	1	2
11	65196529	134452200	2	1	1	3
12	110107	4037391	2	1	1	2
12	4037392	14149456	1	1	0	2
12	14149457	19811555	2	1	1	2
12	19811556	33299999	2	1	1	3
12	33300000	38199999	2	1	1	3
12	38200000	50518501	2	1	1	3
12	50518502	50807969	1	1	0	2
12	50807970	54880975	2	1	1	3
12	54880976	54881491	2	1	1	2
12	54881492	85897128	2	1	1	3
12	85897129	86231233	1	1	0	2
12	86231234	109405208	2	1	1	3
12	109405209	114321277	1	1	0	2
12	114321278	119864372	2	1	1	3
12	119864373	119865834	2	1	1	2
12	119865835	124272320	2	1	1	3
12	124272321	125254949	2	1	1	1
12	125254950	131678441	1	1	0	2
12	131678442	132208934	2	1	1	2
12	132208935	132646675	1	1	0	2
12	132646676	133851894	1	1	0	1
13	1	16299999	2	1	1	1
13	16300000	19499999	2	1	1	3
13	19500000	24202798	2	1	1	2
13	24202799	24202841	2	1	1	2
13	24202842	34296664	2	1	1	2
13	34296665	97625587	1	1	0	2
13	97625588	114142800	2	1	1	2
13	114142801	115169877	2	1	1	2
14	1	16099999	2	1	1	1
14	16100000	19099999	2	1	1	2
