chr	start	end	element_ID	p-value
chr20	36612061	36634857	lncrna.ncrna::mitranscriptome::G050283::G050283	6.99993000069999e-05
chr9	35657747	35658015	lncrna.ncrna::gencode::RMRP::ENSG00000269900.2	0.00373134328358209
chr15	70668316	70676737	lncrna.ncrna::mitranscriptome::G028078::G028078	0.00384615384615385
chr2	66801001	66808156	lncrna.ncrna::mitranscriptome::G043952::G043952	0.00469483568075117
chr7	96057522	96108918	lncrna.ncrna::mitranscriptome::G077062::G077062	0.00649350649350649
chr18	74203607	74205487	lncrna.ncrna::gencode::RP11-17M16.2::ENSG00000265778.1	0.0125523012552301
chr3	146211424	146232966	lncrna.ncrna::mitranscriptome::G058008::G058008	0.0131578947368421
chr7	130918961	130929606	lncrna.ncrna::mitranscriptome::G078170::G078170	0.0148698884758364
chr5	172191462	172197582	lncrna.ncrna::mitranscriptome::G068660::G068660	0.0149812734082397
chr5	81147419	81148020	lncrna.ncrna::gencode::CTD-2249K22.1::ENSG00000249483.1	0.016597510373444
chr12	54416281	54446923	lncrna.ncrna::mitranscriptome::G018382::G018382	0.019909800901991
chr12	57631682	57637235	lncrna.ncrna::mitranscriptome::G018586::G018586	0.0265151515151515
chr10	93993956	94003770	lncrna.ncrna::mitranscriptome::G010743::G010743	0.0277777777777778
chr14	22855222	22860680	lncrna.ncrna::mitranscriptome::G023831::G023831	0.0285714285714286
chr18	3602997	3608334	lncrna.ncrna::gencode::DLGAP1-AS2::ENSG00000262001.1	0.0303030303030303
chr15	60284103	60289806	lncrna.ncrna::mitranscriptome::G027726::G027726	0.0308880308880309
chr14	36550081	36581833	lncrna.ncrna::mitranscriptome::G024263::G024263	0.0313725490196078
chr4	68857401	68881486	lncrna.ncrna::gencode::TMPRSS11GP::ENSG00000229009.3	0.031390134529148
chr5	141179704	141208330	lncrna.ncrna::mitranscriptome::G067876::G067876	0.0316901408450704
chr15	96954910	96990741	lncrna.ncrna::mitranscriptome::G028985::G028985	0.0325581395348837
chr16	71963440	72033877	lncrna.ncrna::gencode::PKD1L3::ENSG00000187008.2	0.0358565737051793
chr5	60617325	60627805	lncrna.ncrna::mitranscriptome::G065965::G065965	0.0378151260504202
chr12	124086193	124089518	lncrna.ncrna::mitranscriptome::G020533::G020533	0.0387323943661972
chr3	147793357	147821053	lncrna.ncrna::mitranscriptome::G058053::G058053	0.0388349514563107
chr14	26583281	26601827	lncrna.ncrna::mitranscriptome::G024015::G024015	0.04
chr22	40439533	40440534	lncrna.ncrna::gencode::RP3-496C20.1::ENSG00000261202.1	0.0401459854014599
chr3	180721562	181554668	lncrna.ncrna::gencode::SOX2-OT::ENSG00000242808.3	0.0458715596330275
chr1	212782456	212786834	lncrna.ncrna::mitranscriptome::G006728::G006728	0.0483271375464684
chr12	83065561	83067672	lncrna.ncrna::mitranscriptome::G019297::G019297	0.0495049504950495
chr6	107165326	107235416	lncrna.ncrna::gencode::RP1-60O19.1::ENSG00000235142.3	0.049618320610687
chr2	208686527	208720794	lncrna.ncrna::mitranscriptome::G047816::G047816	0.0505050505050505
chr14	36605313	36645674	lncrna.ncrna::gencode::PTCSC3::ENSG00000259104.2	0.0509803921568627
chr1	84160271	84180239	lncrna.ncrna::mitranscriptome::G003073::G003073	0.0517241379310345
chr8	144104389	144120478	lncrna.ncrna::mitranscriptome::G083393::G083393	0.053030303030303
chr10	21540677	21582650	lncrna.ncrna::mitranscriptome::G008687::G008687	0.0562248995983936
chr1	91185117	91191359	lncrna.ncrna::mitranscriptome::G003277::G003277	0.0567685589519651
chr18	36298575	36607932	lncrna.ncrna::mitranscriptome::G037222::G037222	0.0595238095238095
chr4	141677681	141679075	lncrna.ncrna::gencode::RP11-102N12.3::ENSG00000273472.1	0.0609756097560976
chr14	97878773	97881739	lncrna.ncrna::mitranscriptome::G026022::G026022	0.0634920634920635
chr1	110761043	110774822	lncrna.ncrna::mitranscriptome::G003805::G003805	0.0669144981412639
chr1	95393121	95428826	lncrna.ncrna::gencode::RP4-639F20.1::ENSG00000235501.1	0.0692307692307692
chr4	24461928	24480382	lncrna.ncrna::mitranscriptome::G060369::G060369	0.0717299578059072
chr7	127284738	127292033	lncrna.ncrna::gencode::AC073934.6::ENSG00000240790.1	0.0727969348659004
chr6	106544973	106546148	lncrna.ncrna::mitranscriptome::G072344::G072344	0.0727969348659004
chr17	72759665	72764586	lncrna.ncrna::mitranscriptome::G035699::G035699	0.0730769230769231
chr18	43176495	43179663	lncrna.ncrna::mitranscriptome::G037332::G037332	0.0743494423791822
chr22	42487159	42535286	lncrna.ncrna::gencode::NDUFA6-AS1::ENSG00000237037.5	0.0757575757575758
chr11	121179403	121231698	lncrna.ncrna::mitranscriptome::G015954::G015954	0.0769230769230769
chr11	65190244	65213011	lncrna.ncrna::gencode::NEAT1::ENSG00000245532.4	0.0776592234077659
chr6	111599872	111617729	lncrna.ncrna::mitranscriptome::G072542::G072542	0.0777385159010601
chr12	9280378	9281241	lncrna.ncrna::gencode::RP11-436I9.5::ENSG00000256937.1	0.0798319327731092
