chr	start	end	element_ID	p-value
chr11	65265232	65273940	lncrna.ncrna::gencode::MALAT1::ENSG00000251562.3	1.26454223571067e-05
chr2	136742745	136779888	lncrna.ncrna::gencode::AC093391.2::ENSG00000231890.3	0.0126582278481013
chr16	73126247	73127673	lncrna.ncrna::gencode::HCCAT5::ENSG00000260880.2	0.0131578947368421
chr7	139043777	139044312	lncrna.ncrna::gencode::RP11-634H22.1::ENSG00000273391.1	0.0227272727272727
chr15	60284103	60289806	lncrna.ncrna::mitranscriptome::G027726::G027726	0.04
chr6	25987384	25992795	lncrna.ncrna::mitranscriptome::G069921::G069921	0.0410958904109589
chr11	65190244	65213011	lncrna.ncrna::gencode::NEAT1::ENSG00000245532.4	0.0487804878048781
chr7	27225042	27228912	lncrna.ncrna::gencode::HOXA11-AS::ENSG00000240990.5	0.05
chr12	49453953	49458432	lncrna.ncrna::mitranscriptome::G018080::G018080	0.0609756097560976
chr2	60248807	60294643	lncrna.ncrna::mitranscriptome::G043709::G043709	0.0689655172413793
chr3	47420578	47422300	lncrna.ncrna::gencode::RP11-708J19.1::ENSG00000260236.1	0.0731707317073171
chr7	77286976	77325559	lncrna.ncrna::gencode::RSBN1L-AS1::ENSG00000214293.4	0.0769230769230769
chr6	125186703	125204426	lncrna.ncrna::mitranscriptome::G072857::G072857	0.0821917808219178
chr21	17905940	17943866	lncrna.ncrna::mitranscriptome::G051614::G051614	0.0833333333333333
chr2	145202354	145223582	lncrna.ncrna::mitranscriptome::G046274::G046274	0.0845070422535211
chr7	20973344	21068009	lncrna.ncrna::mitranscriptome::G074861::G074861	0.0851063829787234
chr12	9787187	9811008	lncrna.ncrna::gencode::RP11-705C15.2::ENSG00000256594.3	0.0869565217391304
chr20	36612061	36634857	lncrna.ncrna::mitranscriptome::G050283::G050283	0.0879120879120879
chr6	126071011	126080242	lncrna.ncrna::mitranscriptome::G072878::G072878	0.0882352941176471
chr1	247464598	247470457	lncrna.ncrna::mitranscriptome::G007914::G007914	0.10958904109589
chr1	156611457	156614679	lncrna.ncrna::gencode::RP11-284F21.10::ENSG00000272405.1	0.109756097560976
chr6	85823781	85892475	lncrna.ncrna::mitranscriptome::G071909::G071909	0.115942028985507
chr16	62071139	62071985	lncrna.ncrna::mitranscriptome::G031418::G031418	0.125
chr1	188187530	188189807	lncrna.ncrna::gencode::RP11-201A3.1::ENSG00000261182.1	0.125
chr19	32559471	32561653	lncrna.ncrna::mitranscriptome::G040166::G040166	0.129032258064516
chr6	99271464	99276682	lncrna.ncrna::mitranscriptome::G072194::G072194	0.133333333333333
chr5	133858111	133861124	lncrna.ncrna::mitranscriptome::G067634::G067634	0.134146341463415
chr5	137136881	137146440	lncrna.ncrna::gencode::NPY6R::ENSG00000226306.6	0.154761904761905
chr5	109243268	109247966	lncrna.ncrna::mitranscriptome::G067034::G067034	0.170212765957447
chr19	6952510	6990857	lncrna.ncrna::gencode::EMR4P::ENSG00000268758.1	0.170454545454545
chr10	126312193	126317150	lncrna.ncrna::mitranscriptome::G011773::G011773	0.172413793103448
chr8	70186479	70189526	lncrna.ncrna::mitranscriptome::G081309::G081309	0.17741935483871
chr1	48150798	48153228	lncrna.ncrna::mitranscriptome::G002213::G002213	0.180555555555556
chr10	102440598	102445028	lncrna.ncrna::mitranscriptome::G011023::G011023	0.181818181818182
chr8	102182547	102190105	lncrna.ncrna::mitranscriptome::G082211::G082211	0.191780821917808
chr6	137639184	137699043	lncrna.ncrna::mitranscriptome::G073158::G073158	0.194444444444444
chr10	63817083	63845440	lncrna.ncrna::mitranscriptome::G009833::G009833	0.195121951219512
chr2	174251055	174259595	lncrna.ncrna::mitranscriptome::G046903::G046903	0.195121951219512
chr22	31366662	31375381	lncrna.ncrna::gencode::TUG1::ENSG00000253352.4	0.195121951219512
chr5	173051700	173055205	lncrna.ncrna::mitranscriptome::G068712::G068712	0.2
chr6	2480296	2483881	lncrna.ncrna::mitranscriptome::G069153::G069153	0.20253164556962
