chr	start	end	element_ID	p-value
chr17	7565256	7579912	gc19_pc.cds::gencode::TP53::ENSG00000141510.11	0.00029999700003
chr2	209101802	209116275	gc19_pc.cds::gencode::IDH1::ENSG00000138413.9	0.000370096225018505
chr5	36953798	37064994	gc19_pc.cds::gencode::NIPBL::ENSG00000164190.12	0.024390243902439
chr5	893113	917218	gc19_pc.cds::gencode::TRIP13::ENSG00000071539.9	0.0486486486486487
chr10	1087126	1094943	gc19_pc.cds::gencode::IDI1::ENSG00000067064.6	0.0565217391304348
chr10	12391817	12870886	gc19_pc.cds::gencode::CAMK1D::ENSG00000183049.8	0.0703125
chr1	51436040	51439942	gc19_pc.cds::gencode::CDKN2C::ENSG00000123080.6	0.0722021660649819
chr9	133779334	133813994	gc19_pc.cds::gencode::FIBCD1::ENSG00000130720.8	0.072463768115942
chr16	66413240	66437072	gc19_pc.cds::gencode::CDH5::ENSG00000179776.13	0.072992700729927
chr1	44010746	44087674	gc19_pc.cds::gencode::PTPRF::ENSG00000142949.12	0.0740740740740741
chr14	51324806	51411121	gc19_pc.cds::gencode::PYGL::ENSG00000100504.12	0.075
chr1	78414450	78444688	gc19_pc.cds::gencode::FUBP1::ENSG00000162613.12	0.0766011161307467
chr20	47538426	47649736	gc19_pc.cds::gencode::ARFGEF2::ENSG00000124198.8	0.0784313725490196
chr12	112856915	112942568	gc19_pc.cds::gencode::PTPN11::ENSG00000179295.11	0.0803212851405622
chr9	124103479	124132465	gc19_pc.cds::gencode::STOM::ENSG00000148175.8	0.0819672131147541
chr14	102431028	102516900	gc19_pc.cds::gencode::DYNC1H1::ENSG00000197102.6	0.0837004405286344
chr22	29083884	29133271	gc19_pc.cds::gencode::CHEK2::ENSG00000183765.16	0.0854700854700855
chr17	41052893	41063443	gc19_pc.cds::gencode::G6PC::ENSG00000131482.5	0.085972850678733
chr16	1496272	1524975	gc19_pc.cds::gencode::CLCN7::ENSG00000103249.13	0.0875576036866359
chr1	26759436	26795622	gc19_pc.cds::gencode::DHDDS::ENSG00000117682.12	0.0875576036866359
chr17	74079728	74116483	gc19_pc.cds::gencode::EXOC7::ENSG00000182473.16	0.0875576036866359
chr12	57522747	57606338	gc19_pc.cds::gencode::LRP1::ENSG00000123384.9	0.0875576036866359
chr22	21336660	21351637	gc19_pc.cds::gencode::LZTR1::ENSG00000099949.14	0.0875576036866359
chr19	42775935	42799343	gc19_pc.cds::gencode::CIC::ENSG00000079432.3	0.0979390206097939
chr9	19056340	19102649	gc19_pc.cds::gencode::HAUS6::ENSG00000147874.6	0.0988790112098879
chr4	162306898	163032548	gc19_pc.cds::gencode::FSTL5::ENSG00000168843.9	0.111111111111111
