chr	start	end	element_ID	p-value
chr7	148504737	148544390	gc19_pc.cds::gencode::EZH2::ENSG00000106462.6	1.48091105648195e-05
chr1	115251155	115258781	gc19_pc.cds::gencode::NRAS::ENSG00000213281.4	3.41751819828441e-05
chr4	55524181	55604723	gc19_pc.cds::gencode::KIT::ENSG00000157404.11	0.025
chr2	172779010	172848266	gc19_pc.cds::gencode::HAT1::ENSG00000128708.8	0.0404040404040404
chr11	67034170	67053995	gc19_pc.cds::gencode::ADRBK1::ENSG00000173020.6	0.0505050505050505
chr12	110012627	110034382	gc19_pc.cds::gencode::MVK::ENSG00000110921.7	0.0505050505050505
chr19	47177779	47219627	gc19_pc.cds::gencode::PRKD2::ENSG00000105287.8	0.0505050505050505
chr12	6976619	6979547	gc19_pc.cds::gencode::TPI1::ENSG00000111669.10	0.0505050505050505
chr4	103432089	103537751	gc19_pc.cds::gencode::NFKB1::ENSG00000109320.7	0.0609756097560976
chr2	212248339	213403254	gc19_pc.cds::gencode::ERBB4::ENSG00000178568.9	0.0909090909090909
chr2	230632269	230744795	gc19_pc.cds::gencode::TRIP12::ENSG00000153827.9	0.0930232558139535
chr7	94024343	94059705	gc19_pc.cds::gencode::COL1A2::ENSG00000164692.13	0.1
chr4	843460	925975	gc19_pc.cds::gencode::GAK::ENSG00000178950.12	0.103896103896104
chr5	168093458	168727713	gc19_pc.cds::gencode::SLIT3::ENSG00000184347.10	0.145833333333333
chr4	46043004	46125930	gc19_pc.cds::gencode::GABRG1::ENSG00000163285.7	0.181818181818182
chr1	112318698	112525348	gc19_pc.cds::gencode::KCND3::ENSG00000171385.5	0.188235294117647
chr5	126667000	126793010	gc19_pc.cds::gencode::MEGF10::ENSG00000145794.12	0.196969696969697
chr2	233744198	233839600	gc19_pc.cds::gencode::NGEF::ENSG00000066248.10	0.2
chr1	245017751	245027609	gc19_pc.cds::gencode::HNRNPU::ENSG00000153187.12	0.202898550724638
chr6	135239552	135271191	gc19_pc.cds::gencode::ALDH8A1::ENSG00000118514.9	0.204545454545455
chr21	34915398	34948882	gc19_pc.cds::gencode::SON::ENSG00000159140.13	0.210526315789474
chr20	44470476	44485954	gc19_pc.cds::gencode::ACOT8::ENSG00000101473.12	0.212121212121212
chr1	197237542	197447009	gc19_pc.cds::gencode::CRB1::ENSG00000134376.10	0.214285714285714
chr8	99135565	99170499	gc19_pc.cds::gencode::POP1::ENSG00000104356.6	0.21505376344086
chr12	133657906	133683237	gc19_pc.cds::gencode::ZNF140::ENSG00000196387.5	0.215189873417722
chr21	44513211	44527604	gc19_pc.cds::gencode::U2AF1::ENSG00000160201.7	0.227722772277228
chr1	114522138	114524391	gc19_pc.cds::gencode::OLFML3::ENSG00000116774.7	0.227848101265823
chr1	201798337	201845360	gc19_pc.cds::gencode::IPO9::ENSG00000198700.5	0.23
chr17	46685203	46688280	gc19_pc.cds::gencode::HOXB7::ENSG00000260027.3	0.230769230769231
chr20	30946578	31025141	gc19_pc.cds::gencode::ASXL1::ENSG00000171456.12	0.232323232323232
chr20	34713365	34817262	gc19_pc.cds::gencode::EPB41L1::ENSG00000088367.16	0.232323232323232
chr15	90627497	90645622	gc19_pc.cds::gencode::IDH2::ENSG00000182054.5	0.232323232323232
chr1	36921388	36929876	gc19_pc.cds::gencode::MRPS15::ENSG00000116898.7	0.232323232323232
chr1	45794977	45805926	gc19_pc.cds::gencode::MUTYH::ENSG00000132781.13	0.232323232323232
chr3	48701363	48723240	gc19_pc.cds::gencode::NCKIPSD::ENSG00000213672.3	0.232323232323232
chr1	52082728	52253461	gc19_pc.cds::gencode::OSBPL9::ENSG00000117859.14	0.232323232323232
chr10	105158183	105205306	gc19_pc.cds::gencode::PDCD11::ENSG00000148843.9	0.232323232323232
chr16	30087698	30096383	gc19_pc.cds::gencode::PPP4C::ENSG00000149923.9	0.232323232323232
chr8	22262223	22291517	gc19_pc.cds::gencode::SLC39A14::ENSG00000104635.9	0.232323232323232
chr17	7565256	7579912	gc19_pc.cds::gencode::TP53::ENSG00000141510.11	0.232323232323232
chr9	71627952	71629008	gc19_pc.cds::gencode::PRKACG::ENSG00000165059.5	0.240506329113924
chr1	120293424	120311467	gc19_pc.cds::gencode::HMGCS2::ENSG00000134240.7	0.256756756756757
chr21	36164431	36421196	gc19_pc.cds::gencode::RUNX1::ENSG00000159216.14	0.256756756756757
chr18	31432805	31803217	gc19_pc.cds::gencode::NOL4::ENSG00000101746.11	0.272727272727273
chr20	17207950	17462715	gc19_pc.cds::gencode::PCSK2::ENSG00000125851.5	0.272727272727273
chr10	24498122	24835253	gc19_pc.cds::gencode::KIAA1217::ENSG00000120549.11	0.28125
chr13	38137469	38172863	gc19_pc.cds::gencode::POSTN::ENSG00000133110.10	0.3
chr11	26353822	26681991	gc19_pc.cds::gencode::ANO3::ENSG00000134343.8	0.333333333333333
chr17	10424596	10451237	gc19_pc.cds::gencode::MYH2::ENSG00000125414.14	0.344827586206897
chr1	175292492	175375850	gc19_pc.cds::gencode::TNR::ENSG00000116147.12	0.344827586206897
chr17	11501815	11872844	gc19_pc.cds::gencode::DNAH9::ENSG00000007174.13	0.388888888888889
chr3	164697149	164793800	gc19_pc.cds::gencode::SI::ENSG00000090402.3	0.4
