chr	start	end	element_ID	p-value
chr8	38271145	38318624	gc19_pc.cds::gencode::FGFR1::ENSG00000077782.15	9.99990000099999e-06
chr7	140426293	140624503	gc19_pc.cds::gencode::BRAF::ENSG00000157764.8	0.0277702519642373
chr12	25362728	25398318	gc19_pc.cds::gencode::KRAS::ENSG00000133703.7	0.028649713502865
chr2	7006034	7036073	gc19_pc.cds::gencode::RSAD2::ENSG00000134321.7	0.0465116279069767
chr4	87556409	87735704	gc19_pc.cds::gencode::PTPN13::ENSG00000163629.8	0.0983606557377049
chr16	28986100	28995838	gc19_pc.cds::gencode::SPNS1::ENSG00000169682.13	0.114035087719298
chr11	9004505	9025482	gc19_pc.cds::gencode::NRIP3::ENSG00000175352.6	0.115044247787611
chr21	46306282	46330697	gc19_pc.cds::gencode::ITGB2::ENSG00000160255.12	0.116504854368932
chr3	47058582	47205414	gc19_pc.cds::gencode::SETD2::ENSG00000181555.15	0.119266055045872
chr2	102314542	102507711	gc19_pc.cds::gencode::MAP4K4::ENSG00000071054.11	0.136363636363636
chr1	209849029	209849341	gc19_pc.cds::gencode::G0S2::ENSG00000123689.5	0.138211382113821
chr8	109214113	109260931	gc19_pc.cds::gencode::EIF3E::ENSG00000104408.5	0.142857142857143
chr1	186823486	186957640	gc19_pc.cds::gencode::PLA2G4A::ENSG00000116711.8	0.142857142857143
chr8	17396333	17422655	gc19_pc.cds::gencode::SLC7A2::ENSG00000003989.12	0.142857142857143
chr19	52905266	52919992	gc19_pc.cds::gencode::ZNF528::ENSG00000167555.9	0.155555555555556
chr17	10395732	10419959	gc19_pc.cds::gencode::MYH1::ENSG00000109061.9	0.181818181818182
chr15	99192810	99500671	gc19_pc.cds::gencode::IGF1R::ENSG00000140443.9	0.2
chr3	164697149	164793800	gc19_pc.cds::gencode::SI::ENSG00000090402.3	0.2
chr19	37129554	37155608	gc19_pc.cds::gencode::ZNF461::ENSG00000197808.7	0.2
chr9	104161438	104171931	gc19_pc.cds::gencode::ZNF189::ENSG00000136870.6	0.217391304347826
chr3	98217019	98241699	gc19_pc.cds::gencode::CLDND1::ENSG00000080822.12	0.223880597014925
chr3	46414393	46415452	gc19_pc.cds::gencode::CCR5::ENSG00000160791.12	0.291666666666667
chr19	40316354	40322507	gc19_pc.cds::gencode::DYRK1B::ENSG00000105204.9	0.313559322033898
chr12	66742798	67197965	gc19_pc.cds::gencode::GRIP1::ENSG00000155974.7	0.315789473684211
chr12	101674060	101779901	gc19_pc.cds::gencode::UTP20::ENSG00000120800.4	0.315789473684211
chr2	192141621	192288686	gc19_pc.cds::gencode::MYO1B::ENSG00000128641.13	0.321428571428571
chr16	56518672	56553774	gc19_pc.cds::gencode::BBS2::ENSG00000125124.7	0.321739130434783
chr14	96858491	96954680	gc19_pc.cds::gencode::AK7::ENSG00000140057.4	0.32258064516129
chr19	58944689	58951188	gc19_pc.cds::gencode::ZNF132::ENSG00000131849.10	0.324074074074074
chr16	3777718	3929917	gc19_pc.cds::gencode::CREBBP::ENSG00000005339.8	0.326923076923077
chr19	42830395	42882902	gc19_pc.cds::gencode::MEGF8::ENSG00000105429.8	0.326923076923077
chr16	3018317	3029658	gc19_pc.cds::gencode::PKMYT1::ENSG00000127564.12	0.326923076923077
chr1	39549890	39951466	gc19_pc.cds::gencode::MACF1::ENSG00000127603.19	0.327868852459016
chr14	74967586	75078647	gc19_pc.cds::gencode::LTBP2::ENSG00000119681.7	0.330188679245283
chr15	89859981	89876985	gc19_pc.cds::gencode::POLG::ENSG00000140521.7	0.330434782608696
chr1	43200756	43205734	gc19_pc.cds::gencode::CLDN19::ENSG00000164007.6	0.333333333333333
chr3	123798869	124438317	gc19_pc.cds::gencode::KALRN::ENSG00000160145.11	0.333333333333333
chr17	39017912	39023438	gc19_pc.cds::gencode::KRT12::ENSG00000187242.4	0.333333333333333
chr16	15797847	15932109	gc19_pc.cds::gencode::MYH11::ENSG00000133392.12	0.333333333333333
chr22	22020388	22051192	gc19_pc.cds::gencode::PPIL2::ENSG00000100023.13	0.333333333333333
chr12	103981254	104160114	gc19_pc.cds::gencode::STAB2::ENSG00000136011.10	0.333333333333333
chr17	71281568	71282639	gc19_pc.cds::gencode::CDC42EP4::ENSG00000179604.8	0.336363636363636
chr11	73007563	73008550	gc19_pc.cds::gencode::P2RY6::ENSG00000171631.10	0.336363636363636
chr19	4153744	4171966	gc19_pc.cds::gencode::CREB3L3::ENSG00000060566.9	0.346938775510204
chr7	73922410	74016760	gc19_pc.cds::gencode::GTF2IRD1::ENSG00000006704.6	0.346938775510204
chr17	48624569	48633023	gc19_pc.cds::gencode::SPATA20::ENSG00000006282.15	0.346938775510204
chr2	137639748	138434175	gc19_pc.cds::gencode::THSD7B::ENSG00000144229.7	0.379310344827586
chr6	69348567	70098783	gc19_pc.cds::gencode::BAI3::ENSG00000135298.9	0.387096774193548
chr1	178820263	178834911	gc19_pc.cds::gencode::ANGPTL1::ENSG00000116194.8	0.422222222222222
chr3	178916613	178952152	gc19_pc.cds::gencode::PIK3CA::ENSG00000121879.3	0.428571428571429
chr12	112856915	112942568	gc19_pc.cds::gencode::PTPN11::ENSG00000179295.11	0.430609818243588
chr21	28296371	28338710	gc19_pc.cds::gencode::ADAMTS5::ENSG00000154736.5	0.439024390243902
chr18	34833773	35145604	gc19_pc.cds::gencode::CELF4::ENSG00000101489.14	0.441860465116279
chr9	5919683	6007787	gc19_pc.cds::gencode::KIAA2026::ENSG00000183354.7	0.452380952380952
chr13	49064246	49096500	gc19_pc.cds::gencode::RCBTB2::ENSG00000136161.8	0.479452054794521
chr2	21224601	21266817	gc19_pc.cds::gencode::APOB::ENSG00000084674.9	0.483333333333333
chr11	108098351	108236235	gc19_pc.cds::gencode::ATM::ENSG00000149311.13	0.483333333333333
chr2	1418180	1546364	gc19_pc.cds::gencode::TPO::ENSG00000115705.16	0.493333333333333
chr7	45928251	45932690	gc19_pc.cds::gencode::IGFBP1::ENSG00000146678.5	0.506493506493506
chr4	110834491	110932611	gc19_pc.cds::gencode::EGF::ENSG00000138798.7	0.521739130434783
chr12	21689887	21757526	gc19_pc.cds::gencode::GYS2::ENSG00000111713.2	0.521739130434783
chr20	31367921	31395709	gc19_pc.cds::gencode::DNMT3B::ENSG00000088305.14	0.524271844660194
chr1	155158610	155162634	gc19_pc.cds::gencode::MUC1::ENSG00000185499.12	0.524271844660194
chr11	60557808	60567382	gc19_pc.cds::gencode::MS4A10::ENSG00000172689.1	0.524390243902439
chr18	55711892	56063501	gc19_pc.cds::gencode::NEDD4L::ENSG00000049759.12	0.524390243902439
chr2	241656780	241737169	gc19_pc.cds::gencode::KIF1A::ENSG00000130294.10	0.525423728813559
chr18	44057145	44236996	gc19_pc.cds::gencode::LOXHD1::ENSG00000167210.12	0.526785714285714
chr11	72396688	72438173	gc19_pc.cds::gencode::ARAP1::ENSG00000186635.10	0.528846153846154
chr12	53183825	53189826	gc19_pc.cds::gencode::KRT3::ENSG00000186442.6	0.53
chr1	233463774	233518457	gc19_pc.cds::gencode::MLK4::ENSG00000143674.6	0.530120481927711
chr19	55793566	55823436	gc19_pc.cds::gencode::BRSK1::ENSG00000160469.12	0.530434782608696
