chr	start	end	element_ID	p-value
chr8	103266529	103424462	gc19_pc.cds::gencode::UBR5::ENSG00000104517.8	0.00255102040816327
chr1	11167541	11319466	gc19_pc.cds::gencode::MTOR::ENSG00000198793.8	0.00638074565274432
chr3	47058582	47205414	gc19_pc.cds::gencode::SETD2::ENSG00000181555.15	0.00793650793650794
chr17	7533490	7536670	gc19_pc.cds::gencode::SHBG::ENSG00000129214.10	0.00793650793650794
chr17	7565256	7579912	gc19_pc.cds::gencode::TP53::ENSG00000141510.11	0.00974990250097499
chr18	6942077	7117719	gc19_pc.cds::gencode::LAMA1::ENSG00000101680.9	0.0223354819367411
chr12	82617459	82752155	gc19_pc.cds::gencode::CCDC59::ENSG00000133773.7	0.0285714285714286
chr6	56323802	56819385	gc19_pc.cds::gencode::DST::ENSG00000151914.13	0.0338497570856609
chr20	8113298	8862496	gc19_pc.cds::gencode::PLCB1::ENSG00000182621.12	0.0497237569060773
chr5	86564268	86686700	gc19_pc.cds::gencode::RASA1::ENSG00000145715.10	0.05
chr5	61602299	61681396	gc19_pc.cds::gencode::KIF2A::ENSG00000068796.12	0.0533333333333333
chr2	206988908	207023857	gc19_pc.cds::gencode::NDUFS1::ENSG00000023228.9	0.0533333333333333
chr4	108969827	109088923	gc19_pc.cds::gencode::LEF1::ENSG00000138795.5	0.0547945205479452
chr7	36429635	36492209	gc19_pc.cds::gencode::ANLN::ENSG00000011426.6	0.0555555555555556
chr16	46918627	46962909	gc19_pc.cds::gencode::GPT2::ENSG00000166123.9	0.056
chr5	126667000	126793010	gc19_pc.cds::gencode::MEGF10::ENSG00000145794.12	0.0578512396694215
chr14	94517536	94546088	gc19_pc.cds::gencode::DDX24::ENSG00000089737.11	0.0593220338983051
chr4	113825649	114302796	gc19_pc.cds::gencode::ANK2::ENSG00000145362.12	0.0608695652173913
chr1	115251155	115258781	gc19_pc.cds::gencode::NRAS::ENSG00000213281.4	0.0608695652173913
chr6	44216366	44221335	gc19_pc.cds::gencode::HSP90AB1::ENSG00000096384.15	0.0609756097560976
chr5	13692092	13944547	gc19_pc.cds::gencode::DNAH5::ENSG00000039139.9	0.0615384615384615
chr8	141669564	141931012	gc19_pc.cds::gencode::PTK2::ENSG00000169398.15	0.0620347394540943
chr15	69072419	69113090	gc19_pc.cds::gencode::ANP32A::ENSG00000140350.11	0.0626959247648903
chr19	6380291	6393006	gc19_pc.cds::gencode::GTF2F1::ENSG00000125651.9	0.0636604774535809
chr2	169985172	170218909	gc19_pc.cds::gencode::LRP2::ENSG00000081479.8	0.0636942675159236
chr14	31091544	31204815	gc19_pc.cds::gencode::SCFD1::ENSG00000092108.16	0.0647668393782383
chr3	53902745	53916128	gc19_pc.cds::gencode::ACTR8::ENSG00000113812.9	0.0649350649350649
chr12	1740520	1755418	gc19_pc.cds::gencode::WNT5B::ENSG00000111186.8	0.0650602409638554
chr11	102195240	102207833	gc19_pc.cds::gencode::BIRC3::ENSG00000023445.9	0.065625
chr5	54320150	54329754	gc19_pc.cds::gencode::GZMK::ENSG00000113088.5	0.0662460567823344
chr14	64551634	64749703	gc19_pc.cds::gencode::ESR2::ENSG00000140009.14	0.0663390663390663
chr20	46287105	46386107	gc19_pc.cds::gencode::SULF2::ENSG00000196562.10	0.0666666666666667
chr4	87869685	88056853	gc19_pc.cds::gencode::AFF1::ENSG00000172493.16	0.0668896321070234
chr13	41133659	41240349	gc19_pc.cds::gencode::FOXO1::ENSG00000150907.6	0.0680473372781065
chr17	46654083	46655681	gc19_pc.cds::gencode::HOXB4::ENSG00000182742.5	0.0681265206812652
chr7	27203221	27205076	gc19_pc.cds::gencode::HOXA9::ENSG00000078399.11	0.0681818181818182
chr15	79254485	79382840	gc19_pc.cds::gencode::RASGRF1::ENSG00000058335.11	0.0685920577617329
chr7	128864917	129066886	gc19_pc.cds::gencode::AHCYL2::ENSG00000158467.12	0.0687830687830688
chr1	155917732	155955186	gc19_pc.cds::gencode::ARHGEF2::ENSG00000116584.13	0.0687830687830688
chr12	6679841	6715539	gc19_pc.cds::gencode::CHD4::ENSG00000111642.10	0.0687830687830688
chr1	8921418	8934967	gc19_pc.cds::gencode::ENO1::ENSG00000074800.9	0.0687830687830688
chr17	48133803	48167682	gc19_pc.cds::gencode::ITGA3::ENSG00000005884.13	0.0687830687830688
chr22	36678713	36745281	gc19_pc.cds::gencode::MYH9::ENSG00000100345.16	0.0687830687830688
chr11	65837957	66010751	gc19_pc.cds::gencode::PACS1::ENSG00000175115.7	0.0687830687830688
chr12	56379494	56385996	gc19_pc.cds::gencode::RAB5B::ENSG00000111540.11	0.0687830687830688
chr12	112843027	112846460	gc19_pc.cds::gencode::RPL6::ENSG00000089009.11	0.0687830687830688
chr1	1266725	1269844	gc19_pc.cds::gencode::TAS1R3::ENSG00000169962.4	0.0687830687830688
chr19	11453490	11456295	gc19_pc.cds::gencode::TMEM205::ENSG00000105518.9	0.0687830687830688
