chr	start	end	element_ID	pvalue
chr15	90627497	90645622	gc19_pc.cds::gencode::IDH2::ENSG00000182054.5	0.285714285714286
chr21	46226819	46237883	gc19_pc.cds::gencode::SUMO3::ENSG00000184900.11	0.285714285714286
chr6	32009125	32065975	gc19_pc.cds::gencode::TNXB::ENSG00000168477.13	0.333333333333333
chr21	44513211	44527604	gc19_pc.cds::gencode::U2AF1::ENSG00000160201.7	0.5
chr20	31596380	31611189	gc19_pc.cds::gencode::BPIFB2::ENSG00000078898.6	0.571428571428571
chr1	16174562	16265922	gc19_pc.cds::gencode::SPEN::ENSG00000065526.6	0.571428571428571
chr16	1203737	1270994	gc19_pc.cds::gencode::CACNA1H::ENSG00000196557.6	0.714285714285714
chr19	20047768	20048639	gc19_pc.cds::gencode::AC007204.1::ENSG00000268461.1	1
chr1	203274734	203276566	gc19_pc.cds::gencode::BTG2::ENSG00000159388.5	1
chr9	121466	178969	gc19_pc.cds::gencode::CBWD1::ENSG00000172785.14	1
chr12	28336730	28732800	gc19_pc.cds::gencode::CCDC91::ENSG00000123106.6	1
chr17	68093043	68129485	gc19_pc.cds::gencode::KCNJ16::ENSG00000153822.9	1
chr6	90353723	90529326	gc19_pc.cds::gencode::MDN1::ENSG00000112159.7	1
chr16	69373732	69375555	gc19_pc.cds::gencode::NIP7::ENSG00000132603.9	1
chr6	154331647	154567919	gc19_pc.cds::gencode::OPRM1::ENSG00000112038.13	1
chr17	2965962	2966901	gc19_pc.cds::gencode::OR1D5::ENSG00000262628.1	1
chr11	36422671	36484286	gc19_pc.cds::gencode::PRR5L::ENSG00000135362.9	1
chr17	56634371	56729362	gc19_pc.cds::gencode::TEX14::ENSG00000121101.11	1
chr8	100026016	100887894	gc19_pc.cds::gencode::VPS13B::ENSG00000132549.14	1
