id	p	q	method	tumor
gc19_pc.cds::gencode::PIM1::ENSG00000137193.9	1.0783094292964218e-40	2.8036045161706967e-37	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	2.4847126901046067e-40	3.2301264971359885e-37	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::CREBBP::ENSG00000005339.8	1.8742687655900884e-38	1.6243662635114097e-35	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::IGLL5::ENSG00000254709.2	1.6227591142243957e-29	1.0547934242458572e-26	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::KMT2D::ENSG00000167548.10	5.712156913534976e-29	2.9703215950381874e-26	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::SGK1::ENSG00000118515.7	7.136594488771287e-28	3.0925242784675573e-25	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::HIST1H1E::ENSG00000168298.4	3.07737606034592e-25	1.1430253938427703e-22	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::CCND3::ENSG00000112576.8	3.0871916737569556e-17	1.0033372939710106e-14	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::GNAI2::ENSG00000114353.12	7.950937779474818e-16	2.2969375807371697e-13	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::ACTB::ENSG00000075624.9	1.1610138863460537e-15	3.018636104499739e-13	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::EZH2::ENSG00000106462.6	2.0172104834123167e-15	4.76795205170184e-13	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::ACTG1::ENSG00000184009.5	2.1634551972049843e-14	4.687486260610799e-12	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::DTX1::ENSG00000135144.3	1.3916887837048363e-13	2.7833775674096724e-11	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::GNA13::ENSG00000120063.5	4.532884386658932e-12	8.418213860938017e-10	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::MYC::ENSG00000136997.10	1.655271003228982e-11	2.869136405596902e-09	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::MYD88::ENSG00000172936.8	6.408968308187726e-11	1.0414573500805054e-08	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::KLHL6::ENSG00000172578.7	7.663185040331032e-11	1.1720165355800403e-08	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::CARD11::ENSG00000198286.5	8.611166808675844e-11	1.2438352056976219e-08	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::HIST1H1C::ENSG00000187837.2	1.5180181305659778e-10	2.077287968142917e-08	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::FBXO11::ENSG00000138081.15	1.6192357622290002e-10	2.1050064908977e-08	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::TBL1XR1::ENSG00000177565.11	2.854156360409257e-10	3.5337173986019374e-08	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::TNFRSF14::ENSG00000157873.13	4.0342310162153916e-10	4.76772756461819e-08	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::SF3B1::ENSG00000115524.11	1.2416867942533698e-09	1.4036459413298963e-07	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::RRAGC::ENSG00000116954.7	1.9860451187218918e-09	2.1515488786153826e-07	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::FOXO1::ENSG00000150907.6	3.768099347735706e-09	3.918823321645134e-07	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::GRB2::ENSG00000177885.9	5.485929145089346e-09	5.485929145089346e-07	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::HIST1H1B::ENSG00000184357.3	6.5834118741206966e-09	6.339581804708819e-07	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::PAX5::ENSG00000196092.8	7.681513728335773e-09	7.132834176311789e-07	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::STAT6::ENSG00000166888.6	5.075664922215826e-08	4.550596137159017e-06	DriverPower	Lymph_tumors
gc19_pc.cds::gencode::TMEM30A::ENSG00000112697.11	1.9462783100083712e-07	1.6867745353405884e-05	DriverPower	Lymph_tumors
